canonical_smiles,molwt
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](CCCCO)c2ccc(Br)cc21,656.527
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](CCCCO)c2ccc(Br)cc21,657.511
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,741.697
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](CCCCO)c2ccc(Br)cc21,721.576
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](CCCCO)c2ccc(Br)cc21,675.529
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](CCCCO)c2ccc(Br)cc21,681.558
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,660.458
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,688.512
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](CCCCO)c2ccc(I)cc21,703.527
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](CCCCO)c2ccc(I)cc21,704.511
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,788.697
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](CCCCO)c2ccc(I)cc21,768.576
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](CCCCO)c2ccc(I)cc21,722.529
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](CCCCO)c2ccc(I)cc21,728.558
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,618.748
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,646.802
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,661.817
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,662.801
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,746.986999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,726.866
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,680.819
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,686.848
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,697.644
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,725.698
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,740.713
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,741.697
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,825.882999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,805.762
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,759.715
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,765.744
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,744.644
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,772.698
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,787.713
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,788.697
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,872.882999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,852.762
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,806.715
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,812.744
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,598.627
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,626.681
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccccc21,641.696
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccccc21,642.68
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,726.866
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccccc21,706.745
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccccc21,660.698
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccccc21,666.727
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,677.523
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,705.577
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(Br)cc21,720.592
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(Br)cc21,721.576
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,805.762
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(Br)cc21,785.641
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(Br)cc21,739.594
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(Br)cc21,745.623
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,724.523
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,752.577
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(I)cc21,767.592
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(I)cc21,768.576
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,852.762
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(I)cc21,832.641
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(I)cc21,786.594
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(I)cc21,792.623
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,552.58
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,580.634
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccccc21,595.649
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccccc21,596.633
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,680.819
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccccc21,660.698
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccccc21,614.651
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccccc21,620.68
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,631.476
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,659.53
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(Br)cc21,674.545
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(Br)cc21,675.529
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,759.715
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(Br)cc21,739.594
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(Br)cc21,693.547
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(Br)cc21,699.576
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,678.476
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,706.53
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(I)cc21,721.545
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(I)cc21,722.529
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,806.715
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(I)cc21,786.594
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(I)cc21,740.547
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(I)cc21,746.576
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,558.609
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,586.663
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccccc21,601.678
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccccc21,602.662
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,686.848
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccccc21,666.727
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccccc21,620.68
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccccc21,626.709
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,637.505
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,665.559
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(Br)cc21,680.574
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(Br)cc21,681.558
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,765.744
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(Br)cc21,745.623
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(Br)cc21,699.576
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(Br)cc21,705.605
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,684.505
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,712.559
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(I)cc21,727.574
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(I)cc21,728.558
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,812.744
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(I)cc21,792.623
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(I)cc21,746.576
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(I)cc21,752.605
CCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,537.509
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,565.563
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,580.578
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,581.562
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,665.748
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,645.627
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,599.58
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,605.609
CCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,616.405
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,644.459
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,659.474
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,660.458
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,744.644
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,724.523
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,678.476
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,684.505
CCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,663.405
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,691.459
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,706.474
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,707.458
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,791.644
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,771.523
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,725.476
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,731.505
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,565.563
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,593.617
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,608.632
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,609.616
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,693.802
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,673.681
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,627.634
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,633.663
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CC)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,644.459
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CCCC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,672.513
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,687.528
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,688.512
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,772.698
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,752.577
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,706.53
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,712.559
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CC)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,691.459
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2ccccc21,719.513
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,734.528
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,735.512
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,819.697999999999
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,799.577
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,753.53
CCCC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2cc(I)ccc21,759.559
CCN1/C(=C/C=C(I)/C=C/C2=[N+](CCCCN)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,580.578
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CCCCN)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,608.632
CC1(C)C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](CCCCN)c2ccccc21,623.647
CC1(C)C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](CCCCN)c2ccccc21,624.631
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CCCCN)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,708.816999999999
CC1(C)C(/C=C/C(I)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](CCCCN)c2ccccc21,688.696
CC1(C)C(/C=C/C(I)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](CCCCN)c2ccccc21,642.649
CC1(C)C(/C=C/C(I)=C/C=C2/N(Cc3ccsc3)c3ccccc3C2(C)C)=[N+](CCCCN)c2ccccc21,648.678
CCN1/C(=C/C=C(I)/C=C/C2=[N+](CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,659.474
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,687.528
CC1(C)C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccccc3C2(C)C)=[N+](CCCCN)c2ccc(Br)cc21,702.543
CC1(C)C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccccc3C2(C)C)=[N+](CCCCN)c2ccc(Br)cc21,703.527
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,787.712999999999
CC1(C)C(/C=C/C(I)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](CCCCN)c2ccc(Br)cc21,767.592
CC1(C)C(/C=C/C(I)=C/C=C2/N(Cc3ccccc3)c3ccccc3C2(C)C)=[N+](CCCCN)c2ccc(Br)cc21,721.545
