canonical_smiles,molwt
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccccc21,720.592
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccccc21,674.545
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccccc21,680.574
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,691.37
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,719.424
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccc(Br)cc21,734.438999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccc(Br)cc21,735.423
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,819.608999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccc(Br)cc21,799.488
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccc(Br)cc21,753.441
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccc(Br)cc21,759.47
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCN)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,738.37
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCN)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,766.424
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccc(I)cc21,781.438999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccc(I)cc21,782.423
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCN)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,866.608999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccc(I)cc21,846.488
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccc(I)cc21,800.441
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCN)c2ccc(I)cc21,806.47
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,613.458
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,641.512
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccccc21,656.527
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccccc21,657.511
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,741.696999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccccc21,721.576
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccccc21,675.529
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccccc21,681.558
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,692.354
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,720.408
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccc(Br)cc21,735.423
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccc(Br)cc21,736.407
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,820.592999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccc(Br)cc21,800.472
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccc(Br)cc21,754.425
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccc(Br)cc21,760.454
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,739.354
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,767.408
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccc(I)cc21,782.423
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccc(I)cc21,783.407
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCO)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,867.592999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccc(I)cc21,847.472
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccc(I)cc21,801.425
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCO)c2ccc(I)cc21,807.454
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,697.643999999999
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,725.697999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,740.712999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,741.696999999999
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,825.882999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,805.761999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,759.715
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,765.744
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,776.539999999999
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,804.593999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,819.608999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,820.592999999999
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,904.778999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,884.657999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,838.611
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,844.639999999999
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,823.539999999999
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,851.593999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,866.608999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,867.592999999999
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCC[N+](CC)(CC)CC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,951.778999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,931.657999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,885.610999999999
CC[N+](CC)(CC)CCCC[N+]1=C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,891.639999999999
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,677.523
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,705.577
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccccc21,720.592
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccccc21,721.576
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,805.761999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccccc21,785.641
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccccc21,739.594
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccccc21,745.623
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,756.419
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,784.473
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(Br)cc21,799.488
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(Br)cc21,800.472
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,884.657999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(Br)cc21,864.537
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(Br)cc21,818.49
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(Br)cc21,824.519
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,803.419
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,831.473
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(I)cc21,846.488
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(I)cc21,847.472
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](CCCCS(=O)(=O)O)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,931.657999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(I)cc21,911.537
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(I)cc21,865.49
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(I)cc21,871.519
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,631.476
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,659.53
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccccc21,674.545
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccccc21,675.529
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,759.715
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccccc21,739.594
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccccc21,693.547
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccccc21,699.576
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,710.372
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,738.426
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(Br)cc21,753.441
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(Br)cc21,754.425
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,838.611
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(Br)cc21,818.49
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(Br)cc21,772.443
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(Br)cc21,778.472
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,757.372
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,785.426
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(I)cc21,800.441
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(I)cc21,801.425
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccccc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,885.610999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(I)cc21,865.49
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(I)cc21,819.443
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(I)cc21,825.472
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,637.505
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,665.559
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccccc21,680.574
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccccc21,681.558
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,765.744
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccccc21,745.623
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccccc21,699.576
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccccc21,705.605
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,716.401
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,744.455
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(Br)cc21,759.47
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(Br)cc21,760.454
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,844.639999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(Br)cc21,824.519
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(Br)cc21,778.472
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(Br)cc21,784.501
CCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,763.401
CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,791.455
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(I)cc21,806.47
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(I)cc21,807.454
CC[N+](CC)(CC)CCCCN1/C(=C/C=C(Br)/C=C/C2=[N+](Cc3ccsc3)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,891.639999999999
CC1(C)C(/C=C/C(Br)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(I)cc21,871.519
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(I)cc21,825.472
CC1(C)C(/C=C/C(Br)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)=[N+](Cc2ccsc2)c2ccc(I)cc21,831.501
CCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,616.405
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,644.459
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,659.474
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,660.458
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCC[N+](CC)(CC)CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,744.643999999999
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,724.523
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,678.476
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,684.505
CCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,695.301
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,723.355
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,738.37
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,739.354
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCC[N+](CC)(CC)CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,823.539999999999
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,803.419
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccccc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,757.372
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(Cc3ccsc3)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,763.401
CCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,742.301
CCCCN1/C(=C/C=C(I)/C=C/C2=[N+](CC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,770.355
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCN)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,785.37
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCCO)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,786.354
CC[N+]1=C(/C=C/C(I)=C/C=C2/N(CCCC[N+](CC)(CC)CC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,870.539999999999
