activity_id,assay_id,molregno,smiles,standard_type,pampa_value,units,assay_description,canonical_smiles,papp_cms_pampa,log10_pampa
16481138,1553283,2069269,O=c1oc2cc(OCCNC3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,permeability,16.21,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA,O=c1oc2cc(OCCNC3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,1.621e-05,-4.790216985151485
16481139,1553283,364520,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,permeability,16.81,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1.6809999999999997e-05,-4.774432286560529
16481140,1553283,1219,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,permeability,21.01,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,2.101e-05,-4.677573947594047
16481141,1553283,27626,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,permeability,17.03,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1.703e-05,-4.768785352037399
16481142,1553283,27609,Clc1cccc(Cl)c1NC1=NCCN1,permeability,8.14,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA,Clc1cccc(Cl)c1NC1=NCCN1,8.14e-06,-5.089375595110798
16481143,1553283,182165,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,permeability,3.11,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,3.11e-06,-5.507239610973163
16481144,1553283,11968,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,permeability,1.32,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1.32e-06,-5.87942606879415
16481145,1553283,374052,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,permeability,1.41,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 16 hrs by PAMPA,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.4099999999999998e-06,-5.85078088734462
16481148,1553299,364520,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,permeability,17.0,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 18 hrs by PAMPA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1.7e-05,-4.769551078621726
16481149,1553299,1219,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,permeability,16.0,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 18 hrs by PAMPA,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1.6e-05,-4.795880017344075
16481150,1553299,27626,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,permeability,12.0,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 18 hrs by PAMPA,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1.2e-05,-4.920818753952375
16481151,1553299,27609,Clc1cccc(Cl)c1NC1=NCCN1,permeability,5.3,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 18 hrs by PAMPA,Clc1cccc(Cl)c1NC1=NCCN1,5.299999999999999e-06,-5.275724130399211
16481152,1553299,182165,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,permeability,5.1,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 18 hrs by PAMPA,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,5.0999999999999995e-06,-5.292429823902063
16481153,1553299,11968,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,permeability,2.5,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 18 hrs by PAMPA,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,2.4999999999999998e-06,-5.6020599913279625
16481154,1553299,374052,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,permeability,1.9,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 18 hrs by PAMPA,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.8999999999999998e-06,-5.721246399047171
16481155,1553299,16278,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,permeability,1.1,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 18 hrs by PAMPA,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,1.1e-06,-5.958607314841775
16481156,1553299,146,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,permeability,0.8,ucm/s,Permeability of the compound at 25 ug/ml at pH 7.4 after 18 hrs by PAMPA,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,8e-07,-6.096910013008056
16471824,1556118,2068493,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCNC(=O)OC(C)C,permeability,432.5,ucm/s,Permeability of the compound at 10 uM after 30 mins by PAMPA,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCCNC(=O)OC(C)C,0.0004325,-3.364013888199167
16471825,1556118,2068486,COCCOc1cc2c(-n3nc(-c4ccccn4)nc3N)ncnc2cc1OC,permeability,196.3,ucm/s,Permeability of the compound at 10 uM after 30 mins by PAMPA,COCCOc1cc2c(-n3nc(-c4ccccn4)nc3N)ncnc2cc1OC,0.0001963,-3.707079700399994
16471826,1556118,2068409,COCCOc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCOC,permeability,16.6,ucm/s,Permeability of the compound at 10 uM after 30 mins by PAMPA,COCCOc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCOC,1.66e-05,-4.779891911959945
16471827,1556118,1415780,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,permeability,95.9,ucm/s,Permeability of the compound at 10 uM after 30 mins by PAMPA,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,9.59e-05,-4.018181392829336
16494091,1556755,2072558,Clc1ccc([C@H](c2ccccc2)N2CCNCC2)cc1,permeability,1920.0,10'-6 cm/s,Permeability of compound by PAMPA method,Clc1ccc([C@H](c2ccccc2)N2CCNCC2)cc1,0.0019199999999999998,-2.7166987712964503
16494090,1556755,897759,CN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,permeability,1834.0,10'-6 cm/s,Permeability of compound by PAMPA method,CN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.001834,-2.736600668665998
16494092,1556755,2072560,CCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,permeability,514.5,10'-6 cm/s,Permeability of compound by PAMPA method,CCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.0005145,-3.2886146209015483
16494093,1556755,2072583,NCCOCCOCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,permeability,682.1,10'-6 cm/s,Permeability of compound by PAMPA method,NCCOCCOCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0006821,-3.166151950468852
16494094,1556755,2072584,CN1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,permeability,1024.3,10'-6 cm/s,Permeability of compound by PAMPA method,CN1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,0.0010243,-2.989572827282951
16494095,1556755,2072587,CCN1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,permeability,892.3,10'-6 cm/s,Permeability of compound by PAMPA method,CCN1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,0.0008923,-3.0494891070140033
16491203,1558564,2072710,Cc1cc(C[C@@H](NC(=O)N2CCN(c3cccc(Cl)c3)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,permeability,52.0,nm/s,Permeability of compound by PAMPA,Cc1cc(C[C@@H](NC(=O)N2CCN(c3cccc(Cl)c3)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,5.2e-08,-7.2839966563652006
16491204,1558564,2072712,Cc1cc(C[C@@H](NC(=O)N2CCN(c3ccccc3Br)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,permeability,35.0,nm/s,Permeability of compound by PAMPA,Cc1cc(C[C@@H](NC(=O)N2CCN(c3ccccc3Br)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,3.5e-08,-7.455931955649724
16491205,1558564,2072714,Cc1cc(C[C@@H](NC(=O)N2CCN(c3ccc(Br)cc3)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,permeability,52.0,nm/s,Permeability of compound by PAMPA,Cc1cc(C[C@@H](NC(=O)N2CCN(c3ccc(Br)cc3)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,5.2e-08,-7.2839966563652006
16491206,1558564,2072724,Cc1cc(C[C@@H](NC(=O)N2CCN(c3ccc(Cl)cc3Cl)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,permeability,170.0,nm/s,Permeability of compound by PAMPA,Cc1cc(C[C@@H](NC(=O)N2CCN(c3ccc(Cl)cc3Cl)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,1.7000000000000001e-07,-6.769551078621726
16491207,1558564,2070993,Cc1cc(C[C@@H](NC(=O)N2CCC(c3ccc(Cl)cc3Cl)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,permeability,24.0,nm/s,Permeability of compound by PAMPA,Cc1cc(C[C@@H](NC(=O)N2CCC(c3ccc(Cl)cc3Cl)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,2.4000000000000003e-08,-7.619788758288394
16491208,1558564,2070995,Cc1ccc(C2CCN(C(=O)N[C@H](Cc3cc(C)c4[nH]ncc4c3)C(=O)N3CCC(N4CCCCC4)CC3)CC2)c(Cl)c1,permeability,120.0,nm/s,Permeability of compound by PAMPA,Cc1ccc(C2CCN(C(=O)N[C@H](Cc3cc(C)c4[nH]ncc4c3)C(=O)N3CCC(N4CCCCC4)CC3)CC2)c(Cl)c1,1.2000000000000002e-07,-6.920818753952375
16491209,1558564,2070998,Cc1cc(C[C@@H](NC(=O)N2CCC(c3ccc(C(F)(F)F)cc3C(F)(F)F)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,permeability,71.0,nm/s,Permeability of compound by PAMPA,Cc1cc(C[C@@H](NC(=O)N2CCC(c3ccc(C(F)(F)F)cc3C(F)(F)F)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,7.1e-08,-7.1487416512809245
16491210,1558564,2071000,Cc1cc(C[C@@H](NC(=O)N2CCC(c3ccc4ccccc4c3)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,permeability,61.0,nm/s,Permeability of compound by PAMPA,Cc1cc(C[C@@H](NC(=O)N2CCC(c3ccc4ccccc4c3)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,6.1e-08,-7.214670164989233
16491211,1558564,2071001,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4cc3Cl)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,permeability,57.0,nm/s,Permeability of compound by PAMPA,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4cc3Cl)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,5.7e-08,-7.2441251443275085
16491221,1558564,501085,Cc1cc(C[C@@H](NC(=O)N2CCC(N3Cc4cccc(F)c4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,permeability,11.0,nm/s,Permeability of compound by PAMPA,Cc1cc(C[C@@H](NC(=O)N2CCC(N3Cc4cccc(F)c4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,1.1000000000000001e-08,-7.958607314841775
16528987,1567020,2078421,Cc1c(Cc2c(Cl)cccc2Cl)nc(N(C)Cc2ccc(N3CCOCC3)cc2)[nH]c1=O,Peff,21.9,ucm/s,Effective permeability of compound at pH 7.4 after 5 hrs by PAMPA,Cc1c(Cc2c(Cl)cccc2Cl)nc(N(C)Cc2ccc(N3CCOCC3)cc2)[nH]c1=O,2.1899999999999997e-05,-4.6595558851598815
16528988,1567020,2078422,Cc1c(Cc2c(Cl)cccc2Cl)nc(N(C)Cc2ccc(N3CCN(C)CC3)cc2)[nH]c1=O,Peff,1.37,ucm/s,Effective permeability of compound at pH 7.4 after 5 hrs by PAMPA,Cc1c(Cc2c(Cl)cccc2Cl)nc(N(C)Cc2ccc(N3CCN(C)CC3)cc2)[nH]c1=O,1.37e-06,-5.863279432843593
16528989,1567020,2078427,Cc1c(C(C)c2c(Cl)cccc2Cl)nc(N(C)Cc2ccc(N3CCN(C)CC3)cc2)[nH]c1=O,Peff,0.91,ucm/s,Effective permeability of compound at pH 7.4 after 5 hrs by PAMPA,Cc1c(C(C)c2c(Cl)cccc2Cl)nc(N(C)Cc2ccc(N3CCN(C)CC3)cc2)[nH]c1=O,9.1e-07,-6.040958607678906
16528990,1567020,2078424,Cc1c(Cc2c(Cl)cccc2Cl)nc(N(C)Cc2ccc([N+](=O)[O-])cc2)[nH]c1=O,Peff,10.93,ucm/s,Effective permeability of compound at pH 7.4 after 5 hrs by PAMPA,Cc1c(Cc2c(Cl)cccc2Cl)nc(N(C)Cc2ccc([N+](=O)[O-])cc2)[nH]c1=O,1.0929999999999999e-05,-4.961379838050298
16528991,1567020,2078431,COc1ccc(CN(C)c2nc(C(C)c3c(F)cccc3F)c(C)c(=O)[nH]2)cc1,Peff,5.54,ucm/s,Effective permeability of compound at pH 7.4 after 5 hrs by PAMPA,COc1ccc(CN(C)c2nc(C(C)c3c(F)cccc3F)c(C)c(=O)[nH]2)cc1,5.5399999999999995e-06,-5.2564902352715706
16578924,1576246,155303,CC(=O)NC(=O)NCc1ccccc1,Peff,1.63,10'-5cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,CC(=O)NC(=O)NCc1ccccc1,1.63e-05,-4.787812395596042
16578923,1576246,2084426,CS(=O)(=O)NC(=O)NCc1ccccc1,Peff,2.61,10'-7 cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,CS(=O)(=O)NC(=O)NCc1ccccc1,2.6099999999999997e-07,-6.583359492661719
16578910,1576246,65403,O=C(O)CCc1ccccc1,Peff,1.66,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=C(O)CCc1ccccc1,1.6599999999999998e-06,-5.779891911959945
16578911,1576246,256900,O=C(CCc1ccccc1)NO,Peff,4.97,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=C(CCc1ccccc1)NO,4.97e-06,-5.303643611266668
16578912,1576246,21424,CC(=O)N(O)CCc1ccccc1,Peff,4.53,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,CC(=O)N(O)CCc1ccccc1,4.53e-06,-5.343901797987169
16578913,1576246,2084418,CONC(=O)CCc1ccccc1,Peff,7.28,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,CONC(=O)CCc1ccccc1,7.28e-06,-5.137868620686963
16578914,1576246,2084419,CC(=O)NOCCc1ccccc1,Peff,4.6,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,CC(=O)NOCCc1ccccc1,4.599999999999999e-06,-5.337242168318426
16578915,1576246,1162720,O=P(O)(O)CCc1ccccc1,Peff,9.4,10'-8cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=P(O)(O)CCc1ccccc1,9.400000000000001e-08,-7.026872146400302
16578916,1576246,2084420,O=[PH](O)CCc1ccccc1,Peff,1.7,10'-8cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=[PH](O)CCc1ccccc1,1.7e-08,-7.769551078621726
16578917,1576246,2084421,O=S(=O)([O-])CCc1ccccc1.[Na+],Peff,3.84,10'-8cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=S(=O)([O-])CCc1ccccc1,3.84e-08,-7.4156687756324695
16578919,1576246,2084423,NS(=O)(=O)CCc1ccccc1,Peff,2.13,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,NS(=O)(=O)CCc1ccccc1,2.13e-06,-5.671620396561262
16578920,1576246,854934,CS(=O)(=O)NCCCc1ccccc1,Peff,1.05,10'-5cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,CS(=O)(=O)NCCCc1ccccc1,1.0500000000000001e-05,-4.978810700930062
16578921,1576246,2084424,CS(=O)(=O)NC(=O)CCc1ccccc1,Peff,3.45,10'-7 cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,CS(=O)(=O)NC(=O)CCc1ccccc1,3.45e-07,-6.462180904926726
16578922,1576246,2084425,CN(C)S(=O)(=O)NC(=O)CCc1ccccc1,Peff,1.53,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,CN(C)S(=O)(=O)NC(=O)CCc1ccccc1,1.53e-06,-5.815308569182402
16578925,1576246,2084427,c1ccc(CCc2nnn[nH]2)cc1,Peff,4.83,10'-7 cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,c1ccc(CCc2nnn[nH]2)cc1,4.83e-07,-6.316052869248488
16578926,1576246,136512,O=C1NC(=O)C(Cc2ccccc2)S1,Peff,8.77,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=C1NC(=O)C(Cc2ccccc2)S1,8.769999999999999e-06,-5.05700040663396
16578927,1576246,275003,O=C1NC(=O)C(Cc2ccccc2)O1,Peff,2.46,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=C1NC(=O)C(Cc2ccccc2)O1,2.4599999999999997e-06,-5.609064892896621
16578928,1576246,2084428,O=c1[nH]c(CCc2ccccc2)no1,Peff,1.22,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=c1[nH]c(CCc2ccccc2)no1,1.22e-06,-5.913640169325252
16578929,1576246,2084429,O=c1[nH]c(CCc2ccccc2)ns1,Peff,1.14,10'-5cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=c1[nH]c(CCc2ccccc2)ns1,1.14e-05,-4.943095148663527
16578930,1576246,2084430,O=S1NC(CCc2ccccc2)=NO1,Peff,1.1,10'-7 cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=S1NC(CCc2ccccc2)=NO1,1.1e-07,-6.958607314841775
16578931,1576246,2084431,S=c1[nH]c(CCc2ccccc2)no1,Peff,3.27,10'-7 cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,S=c1[nH]c(CCc2ccccc2)no1,3.27e-07,-6.485452247339714
16578932,1576246,2084432,Oc1cc(Cc2ccccc2)on1,Peff,4.65,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,Oc1cc(Cc2ccccc2)on1,4.65e-06,-5.3325470471100465
16578933,1576246,2084433,O=C1CC(=O)C(Cc2ccccc2)N1,Peff,2.5,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=C1CC(=O)C(Cc2ccccc2)N1,2.4999999999999998e-06,-5.6020599913279625
16578934,1576246,2084434,O=C1C=C(O)CC1Cc1ccccc1,Peff,2.12,10'-7 cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=C1C=C(O)CC1Cc1ccccc1,2.12e-07,-6.673664139071248
16578935,1576246,2084435,CC1=C(O)CC(Cc2ccccc2)C1=O,Peff,2.6,10'-7 cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,CC1=C(O)CC(Cc2ccccc2)C1=O,2.6e-07,-6.585026652029182
16578936,1576246,2084436,O=C1CCC(O)=C1Cc1ccccc1,Peff,1.54,10'-7 cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=C1CCC(O)=C1Cc1ccccc1,1.54e-07,-6.812479279163537
16578937,1576246,2084437,O=C1CCC(Cc2ccccc2)=C1O,Peff,1.14,10'-5cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=C1CCC(Cc2ccccc2)=C1O,1.14e-05,-4.943095148663527
16578938,1576246,2084438,O=C1CC(c2ccccc2)C=C1O,Peff,1.7,10'-5cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=C1CC(c2ccccc2)C=C1O,1.7e-05,-4.769551078621726
16578940,1576246,2084440,O=c1c(O)c(NCc2ccccc2)c1=O,Peff,2.24,10'-7 cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=c1c(O)c(NCc2ccccc2)c1=O,2.2400000000000002e-07,-6.649751981665837
16578941,1576246,2084441,Oc1c(F)cc(Cc2ccccc2)cc1F,Peff,7.05,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,Oc1c(F)cc(Cc2ccccc2)cc1F,7.049999999999999e-06,-5.151810883008602
16578942,1576246,2084442,Oc1c(F)ccc(Cc2ccccc2)c1F,Peff,4.71,ucm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,Oc1c(F)ccc(Cc2ccccc2)c1F,4.71e-06,-5.326979092871104
16578944,1576246,2084444,[O-][S+](Cc1ccccc1)c1ccccc1O,Peff,1.23,10'-5cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,[O-][S+](Cc1ccccc1)c1ccccc1O,1.23e-05,-4.910094888560602
16578945,1576246,2084445,O=S(=O)(Cc1ccccc1)c1ccccc1O,Peff,1.57,10'-5cm/s,Effective permeability of compound at pH 7.4 at 200 uM after 5 hrs by PAMPA,O=S(=O)(Cc1ccccc1)c1ccccc1O,1.5700000000000002e-05,-4.804100347590766
16588244,1577488,2086449,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(C)=O)nc4)cc3)cc2C(F)(F)F)CC1,permeability,26.2,ucm/s,Permeability of compound by PAMPA,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(C)=O)nc4)cc3)cc2C(F)(F)F)CC1,2.6199999999999996e-05,-4.581698708680254
16588245,1577488,2086450,CC(=O)Nc1ccc(-c2ccc(NCC(=O)Nc3ccc(CN4CCNCC4)c(C(F)(F)F)c3)cc2)cn1,permeability,1.13,ucm/s,Permeability of compound by PAMPA,CC(=O)Nc1ccc(-c2ccc(NCC(=O)Nc3ccc(CN4CCNCC4)c(C(F)(F)F)c3)cc2)cn1,1.1299999999999998e-06,-5.94692155651658
16588246,1577488,2086452,O=C(CNc1ccc(-c2ccc(NC(=O)C3CC3)nc2)cc1)Nc1ccc(CN2CCNCC2)c(C(F)(F)F)c1,permeability,5.53,ucm/s,Permeability of compound by PAMPA,O=C(CNc1ccc(-c2ccc(NC(=O)C3CC3)nc2)cc1)Nc1ccc(CN2CCNCC2)c(C(F)(F)F)c1,5.53e-06,-5.257274868695302
16588247,1577488,2086453,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3)cc2C(F)(F)F)CC1,permeability,34.53,ucm/s,Permeability of compound by PAMPA,CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3)cc2C(F)(F)F)CC1,3.4529999999999996e-05,-4.461803421650546
16588248,1577488,2086454,CN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3F)cc2C(F)(F)F)CC1,permeability,30.61,ucm/s,Permeability of compound by PAMPA,CN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3F)cc2C(F)(F)F)CC1,3.061e-05,-4.5141366704026655
16643134,1588363,27251,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,Peff,6.6,10'-6 cm/s,Effective permeability of the compound at 100 uM at pH 7.4 after 3 to 6 hrs by PAMPA,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,6.5999999999999995e-06,-5.180456064458132
16643135,1588363,9333,Nc1c2c(nc3ccccc13)CCCC2,Peff,5.3,10'-6 cm/s,Effective permeability of the compound at 100 uM at pH 7.4 after 3 to 6 hrs by PAMPA,Nc1c2c(nc3ccccc13)CCCC2,5.299999999999999e-06,-5.275724130399211
16643129,1588363,2092317,O=C(Nc1ccc(O)cc1)Nc1nc2ccc(F)cc2s1,Peff,2.2,10'-6 cm/s,Effective permeability of the compound at 100 uM at pH 7.4 after 3 to 6 hrs by PAMPA,O=C(Nc1ccc(O)cc1)Nc1nc2ccc(F)cc2s1,2.2e-06,-5.657577319177793
16643130,1588363,2092319,O=C(Nc1cccc(O)c1)Nc1nc2ccc(F)cc2s1,Peff,7.0,10'-6 cm/s,Effective permeability of the compound at 100 uM at pH 7.4 after 3 to 6 hrs by PAMPA,O=C(Nc1cccc(O)c1)Nc1nc2ccc(F)cc2s1,7e-06,-5.154901959985743
16643131,1588363,2092343,O=C(Nc1ccc(O)c(Cl)c1)Nc1nc2ccc(OC(F)(F)F)cc2s1,Peff,2.2,10'-6 cm/s,Effective permeability of the compound at 100 uM at pH 7.4 after 3 to 6 hrs by PAMPA,O=C(Nc1ccc(O)c(Cl)c1)Nc1nc2ccc(OC(F)(F)F)cc2s1,2.2e-06,-5.657577319177793
