activity_id,assay_id,molregno,smiles,standard_type,pampa_value,units,assay_description,canonical_smiles,papp_cms_pampa,log10_pampa
1879138,436210,178714,Oc1ccc(Cl)cc1Cl,Papp,11.86,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Oc1ccc(Cl)cc1Cl,1.1859999999999998e-05,-4.925915310971757
1879139,436210,381706,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1,Papp,16.52,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1,1.6519999999999998e-05,-4.781989957015637
1879140,436210,381705,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,Papp,16.69,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,1.669e-05,-4.7775436633207535
1879141,436210,381704,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,Papp,17.24,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,1.7239999999999998e-05,-4.763462738511306
1879142,436210,85007,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,Papp,19.06,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,1.9059999999999997e-05,-4.7198771036976925
1879143,436210,381703,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,Papp,15.74,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,1.574e-05,-4.802995271976954
1879144,436210,381702,COP1(=S)OCc2ccccc2O1,Papp,9.39,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,COP1(=S)OCc2ccccc2O1,9.39e-06,-5.027334407733889
1879145,436210,381701,CCc1ccc(C)nc1,Papp,2.85,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,CCc1ccc(C)nc1,2.85e-06,-5.54515513999149
1879146,436210,428699,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,Papp,4.52,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,4.519999999999999e-06,-5.344861565188618
1879147,436210,381700,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,Papp,11.71,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,1.171e-05,-4.931443104927637
1879148,436210,381699,COc1nn(CSP(=S)(OC)OC)c(=O)s1,Papp,10.78,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,COc1nn(CSP(=S)(OC)OC)c(=O)s1,1.0779999999999998e-05,-4.96738123914928
1879149,436210,381698,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,Papp,5.21,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,5.21e-06,-5.283162276700476
1879150,436210,381697,CCC(C)c1ccccc1OC(=O)NC,Papp,12.42,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,CCC(C)c1ccccc1OC(=O)NC,1.242e-05,-4.905878404159439
1879151,436210,13725,c1ccc(-c2ccccc2)cc1,Papp,1.12,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,c1ccc(-c2ccccc2)cc1,1.12e-06,-5.950781977329818
1879152,436210,381696,CCN(CC)C(=O)SCc1ccc(Cl)cc1,Papp,20.55,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,CCN(CC)C(=O)SCc1ccc(Cl)cc1,2.055e-05,-4.687188173787912
1879153,436210,16544,CCNc1nc(Cl)nc(NC(C)C)n1,Papp,29.18,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,CCNc1nc(Cl)nc(NC(C)C)n1,2.918e-05,-4.534914712442567
1879154,436210,30111,O=C(O)c1ccccc1Nc1ccccc1,Papp,13.83,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,O=C(O)c1ccccc1Nc1ccccc1,1.383e-05,-4.859177819890689
1879155,436210,16585,c1cc2ccc3cccc4ccc(c1)c2c34,Papp,2.22,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,c1cc2ccc3cccc4ccc(c1)c2c34,2.22e-06,-5.653647025549361
1879156,436210,13456,Oc1ccccc1,Papp,47.05,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Oc1ccccc1,4.704999999999999e-05,-4.327440372236724
1879157,436210,13329,Oc1ccc(O)cc1,Papp,7.31,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Oc1ccc(O)cc1,7.3099999999999995e-06,-5.13608262304214
1879158,436210,55991,c1ccc(Nc2ccccc2)cc1,Papp,3.1,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,c1ccc(Nc2ccccc2)cc1,3.1e-06,-5.508638306165728
1879159,436210,165740,COC(=O)c1ccccc1C(=O)OC,Papp,43.32,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,COC(=O)c1ccccc1C(=O)OC,4.332e-05,-4.363311552046717
1879160,436210,381695,CCOC(=O)c1ccccc1C(=O)OCC,Papp,15.05,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,CCOC(=O)c1ccccc1C(=O)OCC,1.505e-05,-4.822463500070138
1879161,436210,13338,Nc1ccccc1,Papp,75.92,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Nc1ccccc1,7.592e-05,-4.119643800580763
1879162,436210,13467,Nc1ccc([N+](=O)[O-])cc1,Papp,20.79,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Nc1ccc([N+](=O)[O-])cc1,2.079e-05,-4.682145510668531
1879163,436210,105662,N#Cc1ccc(O)cc1,Papp,17.04,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,N#Cc1ccc(O)cc1,1.704e-05,-4.768530409569319
1879164,436210,16809,Nc1ccc(Cl)cc1,Papp,41.75,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Nc1ccc(Cl)cc1,4.175e-05,-4.379343520180379
1879165,436210,13473,O=[N+]([O-])c1cccc(O)c1,Papp,17.09,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,O=[N+]([O-])c1cccc(O)c1,1.709e-05,-4.767257937279263
1879166,436210,13478,Nc1cccc([N+](=O)[O-])c1,Papp,21.56,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Nc1cccc([N+](=O)[O-])c1,2.1559999999999997e-05,-4.666351243485299
1879167,436210,191544,Nc1cccc(Cl)c1,Papp,36.69,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Nc1cccc(Cl)c1,3.6689999999999996e-05,-4.435452288244052
1879168,436210,13415,O=[N+]([O-])c1ccccc1O,Papp,56.96,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,O=[N+]([O-])c1ccccc1O,5.696e-05,-4.2444300193712
1879169,436210,13468,Nc1ccccc1[N+](=O)[O-],Papp,28.6,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Nc1ccccc1[N+](=O)[O-],2.86e-05,-4.543633966870957
1879170,436210,66997,Cc1ccccc1O,Papp,52.1,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Cc1ccccc1O,5.21e-05,-4.283162276700476
1879171,436210,178653,Oc1ccccc1Cl,Papp,50.0,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Oc1ccccc1Cl,4.9999999999999996e-05,-4.301029995663981
1879172,436210,381694,Nc1ccccc1Cl,Papp,33.14,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Nc1ccccc1Cl,3.314e-05,-4.479647495916682
1879173,436210,277098,O=[N+]([O-])c1cc(Cl)ccc1Cl,Papp,7.78,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,O=[N+]([O-])c1cc(Cl)ccc1Cl,7.78e-06,-5.1090204030103115
1879174,436210,38440,Cc1ccc(O)c(C)c1,Papp,24.34,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,Cc1ccc(O)c(C)c1,2.4339999999999997e-05,-4.6136794261059535
1879560,436210,1278,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,Papp,0.34,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,3.4000000000000003e-07,-6.468521082957745
1879561,436210,822,C=CCc1ccccc1OCC(O)CNC(C)C,Papp,11.5,10^-6 cm/s,Permeability coefficient through artificial membrane in presence of unstirred water layer by PAMPA,C=CCc1ccccc1OCC(O)CNC(C)C,1.15e-05,-4.939302159646388
1994510,450491,403155,CCCCCCc1ccc(C(=O)CCN2CCC(C(=O)OC)CC2)cc1,permeability,145.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCN2CCC(C(=O)OC)CC2)cc1,0.000145,-3.838631997765025
1994450,450491,403147,CCCCCCc1ccc(C(=O)CCN(C)CCc2ccccc2)cc1,permeability,57.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCN(C)CCc2ccccc2)cc1,5.6999999999999996e-05,-4.2441251443275085
1994488,450491,403160,CCCCCCc1ccc(C(=O)CCNCCC)cc1,permeability,254.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCNCCC)cc1,0.000254,-3.595166283380062
1994506,450491,403159,CCCCCCc1ccc(C(=O)CCN(C2CCCCC2)C2CCCCC2)cc1,permeability,104.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCN(C2CCCCC2)C2CCCCC2)cc1,0.000104,-3.9829666607012197
1994507,450491,403158,CCCCCCc1ccc(C(=O)CCN(C)Cc2ccco2)cc1,permeability,681.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCN(C)Cc2ccco2)cc1,0.000681,-3.166852888087215
1994508,450491,403157,CCCCCCc1ccc(C(=O)CCN(C)C)cc1,permeability,2323.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCN(C)C)cc1,0.002323,-2.6339507901997647
1994509,450491,403156,CCCCCCc1ccc(C(=O)CCN(CCCC)CCCC)cc1,permeability,1957.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCN(CCCC)CCCC)cc1,0.001957,-2.7084091743419987
1994511,450491,403154,CCCCCCc1ccc(C(=O)CCN2CCOCC2)cc1,permeability,1210.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCN2CCOCC2)cc1,0.00121,-2.91721462968355
1994512,450491,403153,CCCCCCc1ccc(C(=O)CCN(C(C)C)C(C)C)cc1,permeability,747.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCN(C(C)C)C(C)C)cc1,0.0007469999999999999,-3.126679398184601
1994513,450491,403152,CCCCCCc1ccc(C(=O)CCN(C)CCO)cc1,permeability,965.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCN(C)CCO)cc1,0.0009649999999999999,-3.0154726866562074
1994558,450491,403182,CCCCCCc1ccc(C(=O)CC)cc1,permeability,0.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CC)cc1,0.0,
1994559,450491,403181,CCCCCCCc1ccc(C(=O)/C=C/c2ccccc2)cc1,permeability,0.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCCc1ccc(C(=O)/C=C/c2ccccc2)cc1,0.0,
1994560,450491,403180,C/C=C(\C)C(=O)c1ccc(CCCCCCC)cc1,permeability,0.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,C/C=C(\C)C(=O)c1ccc(CCCCCCC)cc1,0.0,
1994561,450491,403178,CCCCCCCc1ccc(C(=O)C=C(C)C)cc1,permeability,0.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCCc1ccc(C(=O)C=C(C)C)cc1,0.0,
1994562,450491,403177,C=C(C)C(=O)c1ccc(CCCCCCC)cc1,permeability,43.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,C=C(C)C(=O)c1ccc(CCCCCCC)cc1,4.2999999999999995e-05,-4.366531544420414
1994563,450491,403173,C/C=C/C(=O)c1ccc(CCCCCCC)cc1,permeability,7.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,C/C=C/C(=O)c1ccc(CCCCCCC)cc1,7e-06,-5.154901959985743
1994564,450491,403172,CCCCCCc1ccc(C(=O)/C=C\C(=O)O)cc1,permeability,66.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)/C=C\C(=O)O)cc1,6.599999999999999e-05,-4.180456064458132
1994565,450491,403171,C=CC(=O)c1ccc(CCCCCC)cc1,permeability,38.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,C=CC(=O)c1ccc(CCCCCC)cc1,3.7999999999999995e-05,-4.42021640338319
1994664,450491,403237,CCCCCCc1ccc(NC(=O)CCC(=O)O)cc1,permeability,48.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(NC(=O)CCC(=O)O)cc1,4.8e-05,-4.318758762624412
1994665,450491,403234,C=C(CC(=O)Nc1ccc(CCCCCC)cc1)C(=O)O,permeability,57.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,C=C(CC(=O)Nc1ccc(CCCCCC)cc1)C(=O)O,5.6999999999999996e-05,-4.2441251443275085
1994666,450491,403233,CCCCCCc1ccc(NC(=O)/C=C/c2ccccc2)cc1,permeability,14.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(NC(=O)/C=C/c2ccccc2)cc1,1.4e-05,-4.853871964321762
1994667,450491,403232,CCCCCCc1ccc(NC(=O)C=C(C)C)cc1,permeability,98.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(NC(=O)C=C(C)C)cc1,9.8e-05,-4.008773924307505
1994668,450491,403231,C/C=C/C(=O)Nc1ccc(CCCCCC)cc1,permeability,432.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,C/C=C/C(=O)Nc1ccc(CCCCCC)cc1,0.000432,-3.364516253185088
1994669,450491,403229,CCCCCCc1ccc(NC(=O)/C=C\C(=O)O)cc1,permeability,29.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(NC(=O)/C=C\C(=O)O)cc1,2.9e-05,-4.537602002101044
1994670,450491,403228,C=CC(=O)Nc1ccc(CCCCCC)cc1,permeability,833.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,C=CC(=O)Nc1ccc(CCCCCC)cc1,0.000833,-3.0793549985932125
1994711,450491,403246,CCCCCCc1ccc(C(=O)C2CO2)cc1,permeability,1117.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)C2CO2)cc1,0.001117,-2.951946826884391
1994712,450491,403245,CCCCCCc1ccc(C(=O)CCCBr)cc1,permeability,58.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCCBr)cc1,5.8e-05,-4.236572006437063
1994713,450491,403244,CCCCCCc1ccc(C(=O)CCBr)cc1,permeability,1190.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCBr)cc1,0.0011899999999999999,-2.9244530386074694
1994714,450491,403243,CCCCCCc1ccc(C(=O)CF)cc1,permeability,974.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CF)cc1,0.0009739999999999999,-3.0114410431213847
1994715,450491,403241,CCCCCCc1ccc(C(=O)CCl)cc1,permeability,1029.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,CCCCCCc1ccc(C(=O)CCl)cc1,0.001029,-2.987584625237567
1994716,450491,403240,C#CC(=O)Oc1ccc(CCCCCC)cc1,permeability,21.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,C#CC(=O)Oc1ccc(CCCCCC)cc1,2.1e-05,-4.6777807052660805
1994717,450491,403238,C#CC(=O)Nc1ccc(CCCCCC)cc1,permeability,621.0,10^-6 cm/s,Permeability across artificial membrane at pH 7.4 by PAMPA assay,C#CC(=O)Nc1ccc(CCCCCC)cc1,0.000621,-3.20690839982342
2004191,451823,364520,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,permeability,8.67,10^6cm/s,Permeability across artificial membrane by PAMPA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,8.67e-06,-5.06198090252379
2004192,451823,1279,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,permeability,0.002,10^6cm/s,Permeability across artificial membrane by PAMPA,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,2e-09,-8.698970004336019
2004193,451823,365538,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,permeability,0.01,10^6cm/s,Permeability across artificial membrane by PAMPA,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,1e-08,-8.0
2004194,451823,26820,Cc1cc(=O)n(-c2ccccc2)n1C,permeability,1.18,10^6cm/s,Permeability across artificial membrane by PAMPA,Cc1cc(=O)n(-c2ccccc2)n1C,1.18e-06,-5.928117992693875
2005697,451955,365538,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,permeability,0.01,10^6cm/s,Permeability across artificial membrane by PAMPA model,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,1e-08,-8.0
2005698,451955,26820,Cc1cc(=O)n(-c2ccccc2)n1C,permeability,1.18,10^6cm/s,Permeability across artificial membrane by PAMPA model,Cc1cc(=O)n(-c2ccccc2)n1C,1.18e-06,-5.928117992693875
2005699,451955,364520,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,permeability,8.67,10^6cm/s,Permeability across artificial membrane by PAMPA model,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,8.67e-06,-5.06198090252379
2024490,454792,388705,O=C(O)COc1c(C(=O)O)sc(-c2cccc(OC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br,permeability,0.0,10^-6 cm/s,Permeability of compound by PAMPA,O=C(O)COc1c(C(=O)O)sc(-c2cccc(OC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br,0.0,
2024491,454792,409110,O=C1CN(c2c(Cl)sc(-c3ccccc3)c2Cl)S(=O)(=O)N1,permeability,3.54,10^-6 cm/s,Permeability of compound by PAMPA,O=C1CN(c2c(Cl)sc(-c3ccccc3)c2Cl)S(=O)(=O)N1,3.54e-06,-5.450996737974212
2024492,454792,409088,Cc1c(N2CC(=O)NS2(=O)=O)csc1-c1cccc(NC2CCN(S(=O)(=O)Cc3ccccc3)CC2)c1,permeability,0.19,10^-6 cm/s,Permeability of compound by PAMPA,Cc1c(N2CC(=O)NS2(=O)=O)csc1-c1cccc(NC2CCN(S(=O)(=O)Cc3ccccc3)CC2)c1,1.8999999999999998e-07,-6.721246399047171
2024493,454792,409148,Cc1c(-c2cccc(OC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)sc(-c2nn[nH]n2)c1OCC(=O)O,permeability,0.22,10^-6 cm/s,Permeability of compound by PAMPA,Cc1c(-c2cccc(OC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)sc(-c2nn[nH]n2)c1OCC(=O)O,2.1999999999999998e-07,-6.657577319177794
2103473,463822,437873,CNCc1cc(NS(C)(=O)=O)ccc1Oc1ccc(Cl)cc1C,Papp,2.2,10^-6 cm/s,Membrane permeability by PAMPA assay,CNCc1cc(NS(C)(=O)=O)ccc1Oc1ccc(Cl)cc1C,2.2e-06,-5.657577319177793
2103474,463822,437872,CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1C,Papp,2.7,10^-6 cm/s,Membrane permeability by PAMPA assay,CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1C,2.7e-06,-5.568636235841013
2103475,463822,437921,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1C,Papp,19.0,10^-6 cm/s,Membrane permeability by PAMPA assay,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1C,1.8999999999999998e-05,-4.721246399047171
2103479,463822,437964,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1Cl,Papp,14.0,10^6cm/s,Membrane permeability by PAMPA assay,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1Cl,1.4e-05,-4.853871964321762
2103481,463822,437966,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1Cl,Papp,10.0,10^-6 cm/s,Membrane permeability by PAMPA assay,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1Cl,9.999999999999999e-06,-5.0
2103483,463822,427173,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1OC,Papp,15.0,10^-6 cm/s,Membrane permeability by PAMPA assay,CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1OC,1.4999999999999999e-05,-4.823908740944319
2103484,463822,438014,CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1OC,Papp,14.0,10^-6 cm/s,Membrane permeability by PAMPA assay,CNCc1cc(C(=O)NC)ccc1Oc1ccc(Cl)cc1OC,1.4e-05,-4.853871964321762
2103485,463822,438013,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1OC,Papp,11.0,10^-6 cm/s,Membrane permeability by PAMPA assay,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)cc1OC,1.1e-05,-4.958607314841775
2384680,496144,608764,CCN(CC)CC.Nc1nc(-n2cc(CO)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O,permeability,0.01,10'-6 cm/s,Apparent permeability by PAMPA membrane,CCN(CC)CC.Nc1nc(-n2cc(CO)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O,1e-08,-8.0
2384681,496144,608774,CCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,permeability,0.01,10'-6 cm/s,Apparent permeability by PAMPA membrane,CCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,1e-08,-8.0
2384682,496144,608743,CCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,permeability,2.07,10'-6 cm/s,Apparent permeability by PAMPA membrane,CCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,2.0699999999999997e-06,-5.684029654543083
2384683,496144,608785,CCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,permeability,2.65,10'-6 cm/s,Apparent permeability by PAMPA membrane,CCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,2.6499999999999996e-06,-5.576754126063192
2384684,496144,608746,CCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,permeability,1.61,10'-6 cm/s,Apparent permeability by PAMPA membrane,CCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,1.61e-06,-5.79317412396815
2384685,496144,608778,CCCCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,permeability,0.03,10'-6 cm/s,Apparent permeability by PAMPA membrane,CCCCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,3e-08,-7.522878745280337
2384686,496144,608780,CCCCCCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,permeability,0.05,10'-6 cm/s,Apparent permeability by PAMPA membrane,CCCCCCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC,5e-08,-7.301029995663981
