smiles,log10_pampa,log10_caco2,log10_mdck
CCN(c1cc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cc(F)c(F)c(C(=O)NC2(c3ncccn3)CC2)c1)S(C)(=O)=O,-6.13608262304214,,
CCN(c1cc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1cc(F)c(OC)c(C(=O)NC2(c3ncccn3)CC2)c1)S(C)(=O)=O,-6.18111458540599,,
CCN(c1cc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1ccc(OC)c(C(=O)NC2(c3ncccn3)CC2)c1)S(C)(=O)=O,-6.3124710387853655,,
CCN1/C(=C/c2c(N/N=C/c3c(CO)cnc(C)c3O)c(=O)c2=O)Sc2ccccc21,-5.552841968657781,,
CCN1C(=O)C(=O)N([C@H]2CCCN(C[C@H]3COc4ccccc4O3)C2)C1=O,,-4.492144128304169,
CCN1C(=O)CNc2ncc(-c3ccc(-c4nc[nH]n4)nc3C)nc21,,-4.517126416391246,
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]ncc3c21,,-5.080921907623926,
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3c(c21)CC(=O)N3,,-5.2441251443275085,
CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cc(Br)ccc4OC)ccc1c23,,-4.896196279044044,
CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCCCC4)ccc1c23,,-4.673664139071248,
CCN1CC(C(=O)NC(C)CCc2ccc(Cl)c(Cl)c2)=C(O)C1=O,-7.455931955649724,,
CCN1CC(CC#N)(n2cc(-c3nc(-c4cnn(C)c4)cn4nccc34)cn2)C1,,,-4.481486060122113
CCN1CC(S(=O)(=O)c2ccc3c(c2)nc(CC(C)(C)C)n3CCN(C)C)C1,-5.0,,
CCN1CC(n2nccc2-c2cc(Cl)ccc2Oc2ccc(S(=O)(=O)Nc3cscn3)cc2C#N)C1,,,-5.494850021680094
CCN1CCC(Cc2ccc(C(=O)CCN(C)C)cc2)CC1,-3.8538719643217614,,
CCN1CCC(c2cnn(-c3nccc4c(=O)[nH]cnc34)c2)CC1,,-6.119186407719209,
CCN1CCC(c2ncc(-c3cnc(N)c(OCc4ccncc4)c3)s2)CC1,,-4.872895201635193,
CCN1CCC(n2c([C@@H](C)O)nc3cnc4[nH]ccc4c32)C(F)(F)C1,,,-4.823908740944319
CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,-6.443697499232713,,
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,,-4.180456064458132,
CCN1CCC[C@H]1CNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1,-4.638272163982407,,
CCN1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,,-5.187086643357144,
CCN1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,-3.0494891070140038,,
CCN1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,-6.498940737782249,,
CCN1CCN(CCCn2cnc3c(N4CCN(CC)CC4)ncnc32)CC1,,-5.447331783887807,
CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(=O)C5CC5)nc4)cc3)cc2C(F)(F)F)CC1,-4.461803421650546,,
CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4ccc(NC(C)=O)nc4)cc3)cc2C(F)(F)F)CC1,-4.581698708680254,,
CCN1CCN(Cc2ccc(NC(=O)N[C@H]3CCN(c4ccnc(NC)n4)C3)cc2C(F)(F)F)CC1,,,-6.522878745280337
CCN1CCN(S(=O)(=O)c2cnc(OCCOC)c(-c3nc4c5n(nc4c(=O)[nH]3)CCCC5C)c2)CC1,,-4.619788758288394,
CCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,-3.2886146209015483,,
CCN1CCN(c2cc(C)c3cc(NC(=O)c4ccc(Cl)c(Cl)c4)ccc3n2)CC1,-4.587371479455625,,
CCN1CCN(c2cc(NC(=O)Cn3cc(-c4cc(C(N)=O)c(O)c(F)c4F)c4c(=O)n(C)cnc43)c(Cl)cn2)[C@@H](C)C1,,-5.585026652029182,
CCN1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(C)cc3)cc2)CC1,-5.349692476868063,,
CCN1CCN(c2ccc(Nc3c4ccc(Cl)cc4nc4ccc(OC)cc34)cc2)CC1,-5.212539525481585,,
CCN1CCN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)CC1,-6.688246138944246,,
CCN1CCN(c2nc(NCc3ccc(CN(C)C)cc3)nc3c2ncn3CCCN2CCCC2)CC1,,-4.035174882116611,
CCN1CCN(c2nc(NCc3ccc(F)cc3)nc3c2ncn3CCCN2CCCC2)CC1,,-4.191586448599632,
CCN1CCN(c2nc(NCc3ccc(OC)cc3)nc3c2ncn3CCCN2CCCC2)CC1,,-4.42033070644528,
CCN1CC[C@@](NC(=O)c2ccc3c(C4CCCCC4)c(-c4ccccn4)n(C)c3c2)(C(=O)Nc2ccc(/C=C/C(=O)O)cc2)C1,,-5.251811972993799,
CCN1C[C@H]2C[C@@H](N(Cc3ccc(F)c(C(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,,,-4.838631997765025
CCN1C[C@H]2C[C@@H](N(Cc3cccc(OC(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,,,-4.522878745280337
CCN=[S+](C)([O-])c1ccc(Nc2ncc(C(F)(F)F)c(N[C@@H]3CCC[C@H]3N(C)C)n2)cc1,,,-5.146780367044758
CCNC(=N)NC(=O)Nc1c(CC)cc(C(=O)NC(C)C)cc1CC,,-8.958607314841775,
CCNC(=N)NC(=O)Nc1c(CC)cc(NS(=O)(=O)c2ccccc2)cc1CC,,-8.853871964321762,
CCNC(=N)NC(=O)Nc1c(CC)cc(S(=O)(=O)NCC)cc1CC,,-8.886056647693163,
CCNC(=N)NC(=O)Nc1c(CC)cccc1CC,,-7.397940008672037,
CCNC(=O)CN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,,-4.6777807052660805,
CCNC(=O)C[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1,,,-4.886056647693163
CCNC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,,-6.221848749616356,
CCNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,,-5.721246399047171,
CCNC(=O)N1C[C@H]2[C@H](C)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@@H]3[C@@H](C)OC(=O)[C@@]32C1,,,-4.490797477668897
CCNC(=O)NS(=O)(=O)c1ccc(Oc2c(F)cc(/C=C(\C)C(=O)N=C(N)N)cc2F)cc1,-6.346787486224656,,
CCNC(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,,-4.5003129173815966,
CCNC(=O)Nc1cc(-n2cccn2)c(C(=O)Nc2cccnc2)cn1,,-5.910094888560602,
CCNC(=O)Nc1cc(N2CCC(N)C2)c(C(=O)Nc2cccnc2)cn1,,-5.39577394691553,
CCNC(=O)Nc1cc(Nc2ccc(OC)cc2)c(C(=O)Nc2cccnc2)cn1,,-4.92701525537207,
CCNC(=O)Nc1cc(Nc2cccc(C)c2)c(C(=O)Nc2cccc(C)c2)cn1,,-5.573488738635425,
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,-6.154901959985743,,
CCNC(=O)O[C@H]1CC[C@](CNc2n[nH]c3cccc(OC)c23)(c2ccccc2)CC1,-6.173925197299174,,
CCNC(=O)[C@H]1C[C@@](F)(c2ccc(CN3CCCC3)c(F)c2)C1,,-4.349692476868063,
CCNC(=O)c1cc(-c2ccc(NC(=O)[C@H](O)c3cc(F)cc(F)c3)cc2C)cnc1N,,-4.853871964321762,
CCNC(=O)c1cc(C(=O)NC)c(=O)n(Cc2ccccc2)c1,-6.610833915635467,,
CCNC(=O)c1cc2c(-c3cc(C(=O)O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-6.130768280269024,,-6.130768280269024
CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,-5.698970004336019,,-5.698970004336019
CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-5.200659450546419,,-5.200659450546419
CCNC(=O)c1cc2c(-c3cc(C4(O)CCC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,-5.806875401645539,,-5.806875401645539
CCNC(=O)c1cc2c(-c3cc(C4(O)CCOCC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,-5.832682665251824,,-5.832682665251824
CCNC(=O)c1cc2c(-c3cc(C4(O)COC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,-5.779891911959945,,-5.779891911959945
CCNC(=O)c1cc2c(-c3cc(CO)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-5.772113295386326,,-5.772113295386326
CCNC(=O)c1cc2c(-c3cc(NC(=O)OC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,-6.036212172654444,,-6.036212172654444
CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,-5.97469413473523,,-5.97469413473523
CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-5.707743928643524,,-5.707743928643524
CCNC(=O)c1cc2c(-c3cc(NS(=O)(=O)CC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,-6.638272163982407,,-6.638272163982407
CCNC(=O)c1cc2c(-c3cc(NS(=O)(=O)CC)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-6.657577319177794,,-6.657577319177794
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)C4CC4)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-5.079354998593212,,-5.079354998593212
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-5.045757490560675,,-5.045757490560675
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3cccc4cc[nH]c34)cn(C)c(=O)c2[nH]1,-5.455931955649724,,-5.455931955649724
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3ccccc3C)cn(C)c(=O)c2[nH]1,-4.987162775294828,,-4.987162775294828
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4cccc(C)c43)cn(C)c(=O)c2[nH]1,-4.832682665251824,,-4.832682665251824
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4ccccc43)cn(C)c(=O)c2[nH]1,-4.798602875679548,,-4.798602875679548
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cc(Cl)cc3C)cn(C)c(=O)c2[nH]1,-5.835647144215563,,-5.835647144215563
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,-5.213248577854439,,-5.213248577854439
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3Br)cn(C)c(=O)c2[nH]1,-4.978810700930062,,-4.978810700930062
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C#N)cn(C)c(=O)c2[nH]1,-4.815308569182402,,-4.815308569182402
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C(F)(F)F)cn(C)c(=O)c2[nH]1,-4.818156412055227,,-4.818156412055227
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C(F)F)cn(C)c(=O)c2[nH]1,-4.818156412055227,,-4.818156412055227
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-5.114638779968488,,-5.114638779968488
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3Cl)cn(C)c(=O)c2[nH]1,-5.563837352959244,,-5.563837352959244
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3F)cn(C)c(=O)c2[nH]1,-4.812479279163537,,-4.812479279163537
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3cc(C)cc(C)c3)cn(C)c(=O)c2[nH]1,-5.508638306165728,,-5.508638306165728
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccc(F)cc3F)cn(C)c(=O)c2[nH]1,-5.497572880015567,,-5.497572880015567
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccccc3C(C)(C)C)cn(C)c(=O)c2[nH]1,-5.251811972993799,,-5.251811972993799
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccccc3C)cn(C)c(=O)c2[nH]1,-5.434152181326483,,-5.434152181326483
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccccc3Cl)cn(C)c(=O)c2[nH]1,-4.860120913598764,,-4.860120913598764
CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Nc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-5.444905551421681,,-5.444905551421681
CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-4.97061622231479,,-4.97061622231479
CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Oc3ccc(F)cc3F)cn(C)c(=O)c2[nH]1,-4.966576244513051,,-4.966576244513051
CCNC(=O)c1cc2c(-c3ccccc3Cc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,-5.419075024324381,,-5.419075024324381
CCNC(=O)c1cc2c(N3CCCC3C(C)(C)OC)ccnc2[nH]1,,-3.7695510786217263,
CCNC(=O)c1cc2c(N3CCCC3c3ccccc3)ccnc2[nH]1,,-4.3872161432802645,
CCNC(=O)c1cc2c(N3CCCC3c3ccccn3)ccnc2[nH]1,,-4.823908740944319,
CCNC(=O)c1cc2c(N3CCCC3c3cccnc3)ccnc2[nH]1,,-5.3979400086720375,
CCNC(=O)c1cc2c(N3CCOCC3C3CC3)ccnc2[nH]1,,-4.619788758288394,
CCNC(=O)c1cc2c(N3CCOCC3c3ccccc3)ccnc2[nH]1,,-4.200659450546419,
CCNC(=O)c1cc2c(N3CCOC[C@@H]3C)ccnc2[nH]1,,-3.8297382846050425,
CCNC(=O)c1ccc(N2C3CCC2CC(NC(=O)c2ccc(C(N)=O)c(NCC4CC4)c2)C3)nc1,,,-6.489454989793388
CCNC(=O)c1ccc(Oc2c(C)cccc2C)c(-c2cn(C)c(=O)c3[nH]c(C(=O)NCC)cc23)c1,-5.580044251510242,,-5.580044251510242
CCNC(=O)c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,,,-4.522878745280337
CCNC(=O)c1cccn(Cc2ccccc2)c1=O,-6.102372908709558,,
CCNC(=O)c1cnc(-c2cncc(Oc3ncccc3OCC)c2)nc1,,,-4.823908740944319
CCNC(=O)c1csc([C@H](Cc2ccccc2)NC(=O)[C@H](C)[C@@H](OC)[C@@H]2CCCN2C(=O)C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)n1,-5.769551078621726,,
CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,-5.721246399047171,
CCNC(=S)Nc1cc(-n2cnc(CN(C)C)c2)ncn1,-5.522878745280337,,
CCNC(=S)Nc1cc(-n2cnc(CN(C)Cc3ccccc3)c2)ncn1,-5.055517327849832,,
CCNC(=S)Nc1cc(-n2cnc(CN(CC)CC)c2)ncn1,-6.0,,
CCNC(=S)Nc1cc(-n2cnc(CN3CCCC3)c2)ncn1,-5.939302159646388,,
CCNC(=S)Nc1cc(-n2cnc(CN3CCCCC3)c2)ncn1,-5.301029995663981,,
CCNC(=S)Nc1cc(-n2cnc(CN3CCCCCC3)c2)ncn1,-5.275724130399211,,
CCNC(=S)Nc1cc(-n2cnc(CN3CCN(C)CC3)c2)ncn1,-5.709965388637482,,
CCNC(=S)Nc1cc(-n2cnc(CN3CCOCC3)c2)ncn1,-6.455931955649724,,
CCNC1=NC(C(F)(F)F)C(S(=O)(=O)c2ccc(C(C)(O)C(F)(F)F)cc2)S1,,,-4.866649016557956
CCNCC(=O)Nc1ccc(-c2nc(=O)n(CCCOC)c3c2oc2ccc(Cl)cc23)cc1,,-7.0,
CCNCC(=O)Nc1ccc(-c2nc(=O)n(CCOC)c3c2oc2ccc(-c4ccc5c(c4)CCN(C)C5)cc23)cc1,,-7.0,
CCNCC1(O)CN(C(=O)c2ccc(F)c(F)c2Nc2ccc(I)cc2F)C1,,,-6.684029654543083
CCNCc1cc(C)c(-c2cc3c(-c4cnn(C)c4)n[nH]c3cn2)c(F)c1,,-5.853871964321762,
CCNCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,-8.886056647693163,,
CCNCc1ccc(C(=O)Nc2cc(C)n(Cc3cc(Cl)ccc3OCC(C)C)n2)cc1,,,-6.283162276700476
CCNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)ncc1CCc1cc(OC)cc(OC)c1,-5.744727494896694,,
CCNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)ncc1NC(=O)c1cc(OC)cc(OC)c1,-5.853871964321762,,
CCNc1cc(=O)[nH]c2ccc(Nc3ccnc(Cl)c3C#N)cc12,-7.0,,
CCNc1cc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1-c1ccc(OC)c(C(=O)NC2(c3ncccn3)CC2)c1,-6.142667503568732,,
CCNc1ccc2c(=O)c3cccc(Cl)c3oc2c1,-5.171984935776023,,
CCNc1ccc2c(=O)c3cccc(F)c3oc2c1,-6.443697499232713,,
CCNc1ccc2cn(-c3ccc4nn(C)cc4c3)c(=O)c(-c3ccc(Cl)cc3)c2n1,,-4.886056647693163,
CCNc1cccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)n1,-5.508638306165728,,
CCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,,-4.688246138944246,
CCNc1nc(Cl)nc(NC(C)C)n1,-4.534914712442567,,
CCNc1nc(OCCOC)nc2c1CN(C(=O)c1cc(C(C)C)c(O)cc1O)CC2,-4.145876217898833,,
CCNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,,,-5.920818753952375
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CC3CCNC(=O)C3)c2n1,,,-4.97469413473523
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CC3CCNCC3)c2n1,,,-6.045757490560675
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CCCCN)c2n1,,,-5.958607314841775
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(CCCO)c2n1,,,-4.6777807052660805
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,,,-6.3979400086720375
CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](N)CO3)c2n1,,,-5.769551078621726
CCNc1nccc(-c2n[nH]c3nc(N4CCC5(CC4)CO[C@@H](C)[C@H]5N)cnc23)c1Cl,,,-4.906578314837765
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccc(F)c(F)c1)n1cccc(NC(=O)c2cc(C)on2)c1=O,,-4.455931955649724,
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,-4.39577394691553,,
CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1,-3.187755303199631,,
CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1Cl,-3.133712660915805,,
CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1NC,-2.6961562251113453,,
CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc(OC)ccc2C1OC,-3.106238237942057,,
CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1,-3.0371573187987577,,
CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1NC,-2.906578314837765,,
CCOC(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cccc(OC)c2C1OC,-3.714442690992226,,
CCOC(=O)CCc1cn(-c2ccc(NC(=O)Nc3ccccc3C(F)(F)F)cc2)nn1,-5.806875401645539,,
CCOC(=O)CN(C)c1cc(OCc2cc(F)c(Oc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)nc(=O)n1C,,-6.494850021680094,
CCOC(=O)CNC(=O)/C=C/c1oc2ccc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)c2c1C,,-5.982966660701219,
CCOC(=O)Cc1cc(Cl)c(C(=O)Nc2cc(-c3nc4ccccc4s3)ccc2C)cc1[N+](=O)[O-],-5.0,,
CCOC(=O)N1C(Nc2nc3ccccc3o2)=NC(c2ccccc2Cl)C(C(=O)Nc2cc(C(=O)O)ccn2)=C1C,-6.0,,
CCOC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,,-5.585026652029182,
CCOC(=O)N1CCC(NC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)nc3ccc(F)cc23)CC1,-8.721246399047171,,
CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,,-4.769551078621726,
CCOC(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)s2)CC1,-4.3872161432802645,,
CCOC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@H](C)NC(=O)OCC)[nH]4)cc3)cc2)[nH]1,-6.345823458122039,,
CCOC(=O)[C@@H](Cc1cnccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,-6.856985199745905,,
CCOC(=O)[C@@H](Cc1ncccn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,-7.086186147616283,,
CCOC(=O)[C@@]1(c2ccccc2)CCC=C[C@@H]1N(C)C,-4.5003129173815966,,
CCOC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2ccc3c(-c4cccs4)ncnc32)[C@H](O)[C@@H]1O)Oc1ccccc1,,-6.119186407719209,
CCOC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1O)Oc1ccccc1,,-6.769551078621726,
CCOC(=O)c1c(-c2cc(F)cc(OC)c2)[nH]c2cc(OC)c(F)cc2c1=O,-3.638272163982408,,
CCOC(=O)c1c(-c2ccc(C(C)(C)C)cc2)[nH]c2cc(OC)ccc2c1=O,-3.0574958938319194,,
CCOC(=O)c1c(-c2ccc(C(C)(C)C)cc2)[nH]c2cccc(OC)c2c1=O,-2.9419537696047184,,
CCOC(=O)c1c(-c2ccc(C(F)(F)F)cc2)[nH]c2cc(OC)ccc2c1=O,-3.505845405981557,,
CCOC(=O)c1c(-c2ccc(C(F)(F)F)cc2)[nH]c2cccc(OC)c2c1=O,-3.34008379993015,,
CCOC(=O)c1c(-c2ccc(Cl)c(Cl)c2)[nH]c2cc(OC)ccc2c1=O,-3.11747546204512,,
CCOC(=O)c1c(-c2ccc(Cl)c(Cl)c2)[nH]c2cccc(OC)c2c1=O,-3.1073489661227,,
CCOC(=O)c1c(-c2ccc(Cl)cc2)[nH]c2cc(OC)ccc2c1=O,-3.3001622741327545,,
CCOC(=O)c1c(-c2ccc(Cl)cc2)[nH]c2cccc(OC)c2c1=O,-3.6757175447023074,,
CCOC(=O)c1c(-c2ccc(OC)cc2)[nH]c2cc(OC)ccc2c1=O,-3.707743928643524,,
CCOC(=O)c1c(-c2ccc(OC)cc2)[nH]c2cccc(OC)c2c1=O,-4.107905397309519,,
CCOC(=O)c1c(-c2ccc3c(c2)OCO3)[nH]c2cc(OC)ccc2c1=O,-4.0,,
CCOC(=O)c1c(-c2ccc3c(c2)OCO3)[nH]c2cccc(OC)c2c1=O,-4.327902142064283,,
CCOC(=O)c1c(-c2cccc(-c3ccccc3)c2)[nH]c2cc(OC)ccc2c1=O,-2.537602002101044,,
CCOC(=O)c1c(-c2cccc(Br)c2)[nH]c2cc(OC)c(F)cc2c1=O,-3.1739251972991736,,
CCOC(=O)c1c(-c2cccc(C(F)(F)F)c2)[nH]c2cc(OC)ccc2c1=O,-3.244887733604929,,
CCOC(=O)c1c(-c2cccc(C(F)(F)F)c2)[nH]c2cccc(OC)c2c1=O,-3.423658649794207,,
CCOC(=O)c1c(-c2cccc(C)c2)[nH]c2cc(OC)ccc2c1=O,-3.6439741428068775,,
CCOC(=O)c1c(-c2cccc(C)c2)[nH]c2cccc(OC)c2c1=O,-3.899629454882437,,
CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)c(F)cc2c1=O,-3.3872161432802645,,
CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)ccc2c1=O,-3.022734028686543,,
CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cccc(OC)c2c1=O,-3.707743928643524,,
CCOC(=O)c1c(-c2cccc(F)c2)[nH]c2cc(OC)ccc2c1=O,-3.72584215073632,,
CCOC(=O)c1c(-c2cccc(F)c2)[nH]c2cccc(OC)c2c1=O,-4.102372908709559,,
CCOC(=O)c1c(-c2cccc(OC)c2)[nH]c2cc(OC)ccc2c1=O,-3.767011315857089,,
CCOC(=O)c1c(-c2cccc(OC)c2)[nH]c2cccc(OC)c2c1=O,-4.1938200260161125,,
CCOC(=O)c1c(-c2cccc(OCC)c2)[nH]c2cc(OC)ccc2c1=O,-3.5850266520291822,,
CCOC(=O)c1c(-c2cccc(Oc3ccccc3)c2)[nH]c2cc(OC)c(F)cc2c1=O,-3.2518119729938,,
CCOC(=O)c1c(-c2cccc(Oc3ccccc3)c2)[nH]c2cc(OC)ccc2c1=O,-3.1249387366083,,
