activity_id,assay_id,molregno,smiles,standard_type,mdck_value,units,assay_description
16774659,1622043,2111885,CC(=O)N1CCc2c(c(Nc3cccc(-c4ccccc4)c3)nn2CC2CC2)C1,Papp,26,10'-6 cm/s,Apparent permeability of the compound across apical side to basolateral side in MDCK cells at 10 uM measured after 180 mins by LC-MS/MS analysis
16774660,1622043,2182886,CC(=O)N1CCc2c(c(Nc3cccc(-c4ccccn4)c3)nn2CC2CC2)C1,Papp,15,10'-6 cm/s,Apparent permeability of the compound across apical side to basolateral side in MDCK cells at 10 uM measured after 180 mins by LC-MS/MS analysis
16774661,1622043,2102912,CC(=O)N1CCc2c(c(Nc3cccc(-c4cccnc4)c3)nn2CC2CC2)C1,Papp,24,10'-6 cm/s,Apparent permeability of the compound across apical side to basolateral side in MDCK cells at 10 uM measured after 180 mins by LC-MS/MS analysis
16774662,1622043,2171913,CC(=O)N1CCc2c(c(Nc3cccc(-c4ccncc4)c3)nn2CC2CC2)C1,Papp,20,10'-6 cm/s,Apparent permeability of the compound across apical side to basolateral side in MDCK cells at 10 uM measured after 180 mins by LC-MS/MS analysis
16774663,1622043,2120895,CC(=O)N1CCc2c(c(Nc3cccc(-c4cc[nH]n4)c3)nn2CC2CC2)C1,Papp,6.3,10'-6 cm/s,Apparent permeability of the compound across apical side to basolateral side in MDCK cells at 10 uM measured after 180 mins by LC-MS/MS analysis
16774664,1622043,2190882,CC(=O)N1CCc2c(c(Nc3cccc(-c4cnn(C)c4)c3)nn2CC2CC2)C1,Papp,18,10'-6 cm/s,Apparent permeability of the compound across apical side to basolateral side in MDCK cells at 10 uM measured after 180 mins by LC-MS/MS analysis
16774665,1622043,2147779,CC(=O)N1CCc2c(c(Nc3cccc(-c4ccnn4C)c3)nn2CC2CC2)C1,Papp,15,10'-6 cm/s,Apparent permeability of the compound across apical side to basolateral side in MDCK cells at 10 uM measured after 180 mins by LC-MS/MS analysis
16774666,1622043,2177904,CC(=O)N1CCc2c(c(Nc3ccc(-c4cnn(C)c4)cc3F)nn2[C@@H]2CCOC2)C1,Papp,15,10'-6 cm/s,Apparent permeability of the compound across apical side to basolateral side in MDCK cells at 10 uM measured after 180 mins by LC-MS/MS analysis
16780418,1622984,2015967,COc1cc(C(F)(F)F)ccc1-c1cnnc2cc(S(=O)(=O)Nc3nccs3)ccc12,Papp,36,10'-6 cm/s,Apparent permeability in MDCK cells
16780419,1622984,2020712,COc1cc(C(F)(F)F)ccc1-c1ncnc2cc(S(=O)(=O)Nc3nccs3)ccc12,Papp,31,10'-6 cm/s,Apparent permeability in MDCK cells
16780420,1622984,2015912,COc1cc(C(F)(F)F)ccc1-c1nccc2cc(S(=O)(=O)Nc3nccs3)ccc12,Papp,34,10'-6 cm/s,Apparent permeability in MDCK cells
16780421,1622984,2119551,COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3cscn3)ccc12,Papp,27,10'-6 cm/s,Apparent permeability in MDCK cells
16780422,1622984,2138451,COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3cncs3)ccc12,Papp,28,10'-6 cm/s,Apparent permeability in MDCK cells
16780423,1622984,2110485,COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncccn3)ccc12,Papp,36,10'-6 cm/s,Apparent permeability in MDCK cells
16780424,1622984,2168512,COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ccccn3)ccc12,Papp,9.5,10'-6 cm/s,Apparent permeability in MDCK cells
16780425,1622984,2015777,COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ccncn3)ccc12,Papp,27,10'-6 cm/s,Apparent permeability in MDCK cells
16780426,1622984,2142121,COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3nccs3)ccc12,Papp,12,10'-6 cm/s,Apparent permeability in MDCK cells
16780427,1622984,2015747,COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12,Papp,17,10'-6 cm/s,Apparent permeability in MDCK cells
16780428,1622984,2015746,Cc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12,Papp,5,10'-6 cm/s,Apparent permeability in MDCK cells
16780429,1622984,2015758,O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(C(F)(F)F)cc3Br)cccc2c1,Papp,5,10'-6 cm/s,Apparent permeability in MDCK cells
16780430,1622984,2015773,O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(C(F)(F)F)cc3O)cccc2c1,Papp,2,10'-6 cm/s,Apparent permeability in MDCK cells
16780431,1622984,2152142,O=S(=O)(Nc1ncns1)c1ccc2c(-c3ccc(C(F)(F)F)cc3C3=CCNCC3)cccc2c1,Papp,1.3,10'-6 cm/s,Apparent permeability in MDCK cells
16780432,1622984,2010925,Cn1nccc1-c1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3ncns3)ccc12,Papp,2,10'-6 cm/s,Apparent permeability in MDCK cells
16780433,1622984,1573630,Cn1nccc1-c1cc(C(F)(F)F)ccc1-c1cn(C)c2cc(S(=O)(=O)Nc3ncns3)ccc12,Papp,1.3,10'-6 cm/s,Apparent permeability in MDCK cells
16780434,1622984,1519181,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1cn[nH]c1,Papp,1,10'-6 cm/s,Apparent permeability in MDCK cells
16780496,1622984,2025369,COc1cc(C(F)(F)F)ccc1-c1n[nH]c(=O)c2cc(S(=O)(=O)Nc3nccs3)ccc12,Papp,3.2,10'-6 cm/s,Apparent permeability in MDCK cells
16780497,1622984,2025368,COc1cc(C(F)(F)F)ccc1-c1nccc2cc(S(=O)(=O)Nc3nccs3)cnc12,Papp,12,10'-6 cm/s,Apparent permeability in MDCK cells
16792218,1624788,1565145,O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,Papp,3.1,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792219,1624788,1566772,Nc1ccc(CNC(=O)Nc2ccc(S(=O)(=O)c3ccccc3)cc2)cn1,Papp,3,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792220,1624788,1566752,O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)N2CCC3(CCNC3)CC2)cc1,Papp,0.07,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792221,1624788,1828553,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,Papp,23,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792222,1624788,2107174,O=C(NCc1ccc([S@@+]([O-])c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,Papp,21,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792223,1624788,2190436,CC(C)(C)OC(=O)N1CCC2(CC1)CC2CNC(=O)c1cc2cnccc2[nH]1,Papp,15,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792224,1624788,2170322,CC(C)(C)OC(=O)N1CCC2(CC1)CC2CNC(=O)NCc1cccnc1,Papp,17,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792225,1624788,2140189,CC(C)(C)OC(=O)N1CCC2(CC1)CC2CNC(=O)c1ccc2nccn2c1,Papp,17,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792226,1624788,2131251,CC(C)(C)OC(=O)N1CCC2(CC1)CC2CNC(=O)c1cc2ccncc2o1,Papp,16,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792227,1624788,2103250,CC(C)(C)OC(=O)N1CCC2(CC1)CC2CNC(=O)N1Cc2ccncc2C1,Papp,15,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792228,1624788,2172534,CC(C)(C)CC(=O)N1CCC2(CC1)CC2CNC(=O)N1Cc2ccncc2C1,Papp,9.2,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792229,1624788,2135249,CC(C)CC(=O)N1CCC2(CC1)CC2CNC(=O)N1Cc2ccncc2C1,Papp,7.3,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792230,1624788,2177639,CC1(CC(=O)N2CCC3(CC2)CC3CNC(=O)N2Cc3ccncc3C2)CCOCC1,Papp,1,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792231,1624788,2098858,O=C(CCC1CCOCC1)N1CCC2(CC1)CC2CNC(=O)N1Cc2ccncc2C1,Papp,1.6,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792232,1624788,2113874,O=C(CC1CCOCC1)N1CCC2(CC1)CC2CNC(=O)N1Cc2ccncc2C1,Papp,1.4,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792233,1624788,2141869,CC1(O)CC(CC(=O)N2CCC3(CC2)CC3CNC(=O)N2Cc3ccncc3C2)C1,Papp,0.2,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792234,1624788,2122874,CC1(CC(=O)N2CCC3(CC2)CC3CNC(=O)N2Cc3ccncc3C2)COC1,Papp,1.4,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792235,1624788,2193726,O=C(NCC1CC12CCN(C(=O)c1ccccc1)CC2)N1Cc2ccncc2C1,Papp,7.9,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792236,1624788,2123897,CN1CCC(c2ccc(C(=O)N3CCC4(CC3)CC4CNC(=O)N3Cc4ccncc4C3)cc2)CC1,Papp,0.2,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792237,1624788,2132923,Cc1nc(C)c(C(=O)N2CCC3(CC2)CC3CNC(=O)N2Cc3ccncc3C2)s1,Papp,1.4,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792238,1624788,2149825,Cc1ccncc1C(=O)N1CCC2(CC1)CC2CNC(=O)N1Cc2ccncc2C1,Papp,0.3,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792239,1624788,2183639,Cc1c(C(=O)N2CCC3(CC2)CC3CNC(=O)N2Cc3ccncc3C2)cnn1C,Papp,0.3,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792240,1624788,2158965,Cc1nn(C)c(C)c1C(=O)N1CCC2(CC1)CC2CNC(=O)N1Cc2ccncc2C1,Papp,0.2,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792241,1624788,2131180,Cc1nn(C)cc1C(=O)N1CCC2(CC1)CC2CNC(=O)N1Cc2ccncc2C1,Papp,0.2,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792242,1624788,2167604,Cc1nc(C)c(C(=O)N2CCC3(CC2)CC3CNC(=O)N2Cc3ccncc3C2)o1,Papp,1.4,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792243,1624788,2149138,CC(C)OC(=O)N1CCC2(CC1)CC2CNC(=O)N1Cc2ccncc2C1,Papp,13,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792244,1624788,2157883,CC1(OC(=O)N2CCC3(CC2)CC3CNC(=O)N2Cc3ccncc3C2)CCC1,Papp,15,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792245,1624788,2193087,CC1(OC(=O)N2CCC3(CC2)CC3CNC(=O)N2Cc3ccncc3C2)COC1,Papp,11,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792246,1624788,2125809,CC1(OC(=O)N2CCC3(CC2)C[C@@H]3CNC(=O)N2Cc3ccncc3C2)COC1,Papp,8.8,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
16792247,1624788,2187383,CC1(OC(=O)N2CCC3(CC2)C[C@H]3CNC(=O)N2Cc3ccncc3C2)COC1,Papp,11,10'-6 cm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC/MS/MS analysis
17953747,1644280,2213197,O=S(=O)(c1ccc2c(c1)OCO2)N1C[C@@H]2c3ccccc3-n3ccnc3[C@@H]2C1,Papp,58,ucm/s,Passive apparent permeability in MDCK cells
17953748,1644280,2223598,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@@H]2c2ccccc21,Papp,46,ucm/s,Passive apparent permeability in MDCK cells
17953749,1644280,2239114,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@@H]2c2ncccc21,Papp,45,ucm/s,Passive apparent permeability in MDCK cells
17953750,1644280,2206260,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@@H]2c2cnccc21,Papp,52,ucm/s,Passive apparent permeability in MDCK cells
17953751,1644280,2233826,CN1C(=O)[C@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@H]2c2cnccc21,Papp,14,ucm/s,Passive apparent permeability in MDCK cells
17953752,1644280,2203501,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4ncn(C)c4c3)C[C@@H]2c2cnccc21,Papp,9,ucm/s,Passive apparent permeability in MDCK cells
17953753,1644280,2214867,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4ocnc4c3)C[C@@H]2c2cnccc21,Papp,25,ucm/s,Passive apparent permeability in MDCK cells
17953754,1644280,2241555,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4scnc4c3)C[C@@H]2c2cnccc21,Papp,48,ucm/s,Passive apparent permeability in MDCK cells
17953755,1644280,2240583,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccn4ccnc4c3)C[C@@H]2c2cnccc21,Papp,16,ucm/s,Passive apparent permeability in MDCK cells
17953756,1644280,2222595,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCC4)C[C@@H]2c2cnccc21,Papp,28,ucm/s,Passive apparent permeability in MDCK cells
17953757,1644280,2206170,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)CCO4)C[C@@H]2c2cnccc21,Papp,50,ucm/s,Passive apparent permeability in MDCK cells
17953758,1644280,2214784,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4occc4c3)C[C@@H]2c2cnccc21,Papp,69,ucm/s,Passive apparent permeability in MDCK cells
17953759,1644280,2225030,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc(F)c(Cl)c3)C[C@@H]2c2cnccc21,Papp,49,ucm/s,Passive apparent permeability in MDCK cells
17953760,1644280,2210526,C[C@H]1[C@H]2C(=O)N(C)c3ccncc3[C@H]2CN1S(=O)(=O)c1ccc2c(c1)OCO2,Papp,43.1,ucm/s,Passive apparent permeability in MDCK cells
17953761,1644280,2222101,CN1C(=O)[C@@H]2CN(S(=O)(=O)c3ccc4c(c3)OCO4)C[C@@H]2c2cc(O)ccc21,Papp,18,ucm/s,Passive apparent permeability in MDCK cells
18079134,1667237,2209542,CN(C)c1ccc(C(=O)N(CCCCCC(=O)NO)CC(=O)NCc2ccccc2)cc1,Papp,73,nm/s,Apparent permeability in MDCK cells
18079135,1667237,2209542,CN(C)c1ccc(C(=O)N(CCCCCC(=O)NO)CC(=O)NCc2ccccc2)cc1,Papp,106,nm/s,Apparent permeability in MDCK cells
18079136,1667237,2203569,CN(C)c1ccc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)cc1,Papp,66,nm/s,Apparent permeability in MDCK cells
18079137,1667237,2203569,CN(C)c1ccc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)cc1,Papp,58,nm/s,Apparent permeability in MDCK cells
18079138,1667237,398935,O=C(CCCCCN1C(=O)c2ccccc2N(Cc2ccccc2)C(=O)[C@@H]1Cc1ccccc1)NO,Papp,109,nm/s,Apparent permeability in MDCK cells
18082362,1667929,2226397,O=S(=O)(Nc1ncns1)c1cc(F)c(NCC23CCCN2CCC3)cc1F,Papp,2,10'-6 cm/s,Apparent permeability in MDCK cells
18082363,1667929,2204949,O=S(=O)(Nc1ncns1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,Papp,2,10'-6 cm/s,Apparent permeability in MDCK cells
18082364,1667929,2201704,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,Papp,2,10'-6 cm/s,Apparent permeability in MDCK cells
18082365,1667929,2220464,O=S(=O)(Nc1ncc(F)s1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,Papp,2,10'-6 cm/s,Apparent permeability in MDCK cells
18082366,1667929,2240045,O=S(=O)(Nc1ncc(Cl)s1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,Papp,3,10'-6 cm/s,Apparent permeability in MDCK cells
18082367,1667929,2213204,Cc1cnc(NS(=O)(=O)c2cc(Cl)c(NCC34CCCN3CCC4)cc2F)s1,Papp,9,10'-6 cm/s,Apparent permeability in MDCK cells
18082368,1667929,2232290,Cc1csc(NS(=O)(=O)c2cc(Cl)c(NCC34CCCN3CCC4)cc2F)n1,Papp,6,10'-6 cm/s,Apparent permeability in MDCK cells
18082393,1667929,2204611,Cc1nc(NS(=O)(=O)c2cc(Cl)c(NCC34CCCN3CCC4)cc2F)sc1F,Papp,5,10'-6 cm/s,Apparent permeability in MDCK cells
18082394,1667929,2242497,O=S(=O)(Nc1cccc(F)n1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,Papp,23,10'-6 cm/s,Apparent permeability in MDCK cells
18082395,1667929,2214270,O=S(=O)(Nc1ccncn1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,Papp,2,10'-6 cm/s,Apparent permeability in MDCK cells
18082396,1667929,2234757,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC23CCCN2CCC3)cc1F,Papp,2,10'-6 cm/s,Apparent permeability in MDCK cells
18082397,1667929,2205652,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCCN2CCCC3)cc1F,Papp,32,10'-6 cm/s,Apparent permeability in MDCK cells
18082398,1667929,2227078,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CC(F)(F)C3)cc1F,Papp,23,10'-6 cm/s,Apparent permeability in MDCK cells
18082400,1667929,2222841,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@]23CCCN2C[C@@H](F)C3)cc1F,Papp,11,10'-6 cm/s,Apparent permeability in MDCK cells
18082401,1667929,2202691,CC1(C)CN2CCC[C@]2(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1,Papp,9,10'-6 cm/s,Apparent permeability in MDCK cells
18082402,1667929,2230642,CC1(C)CN2CCC[C@@]2(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1,Papp,13,10'-6 cm/s,Apparent permeability in MDCK cells
18092382,1670334,2099128,Cn1cc(-c2cc(NS(C)(=O)=O)cnc2Oc2ccccc2)c2cc[nH]c2c1=O,permeability,6,10'-6 cm/s,Permeability in MDCK cells
18092383,1670334,2107850,CN(C)S(=O)(=O)Nc1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,19,10'-6 cm/s,Permeability in MDCK cells
18092384,1670334,2113688,Cn1cc(-c2cc(NS(=O)(=O)CC(F)(F)F)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,permeability,16,10'-6 cm/s,Permeability in MDCK cells
18092385,1670334,2108055,CCS(=O)(=O)Nc1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,22,10'-6 cm/s,Permeability in MDCK cells
18092386,1670334,2179591,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,permeability,12,10'-6 cm/s,Permeability in MDCK cells
18092387,1670334,2190354,Cn1cc(-c2ccccc2Oc2ccccc2)c2cc[nH]c2c1=O,permeability,31,10'-6 cm/s,Permeability in MDCK cells
18092520,1670334,2176556,CCS(=O)(=O)Nc1ccc(Oc2cncnc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,1,10'-6 cm/s,Permeability in MDCK cells
18092521,1670334,2152268,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2cccnc2)c2cc[nH]c2c1=O,permeability,3,10'-6 cm/s,Permeability in MDCK cells
18092522,1670334,2142926,CCS(=O)(=O)Nc1ccc(Oc2c(F)cc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,21,10'-6 cm/s,Permeability in MDCK cells
18092523,1670334,2196387,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,29,10'-6 cm/s,Permeability in MDCK cells
18092524,1670334,2183631,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2cc[nH]c2c1=O,permeability,17,10'-6 cm/s,Permeability in MDCK cells
18092525,1670334,2111132,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccc(F)cc2Cl)c2cc[nH]c2c1=O,permeability,11,10'-6 cm/s,Permeability in MDCK cells
18092526,1670334,2200530,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2C(F)(F)F)c2cc[nH]c2c1=O,permeability,7.8,10'-6 cm/s,Permeability in MDCK cells
18092527,1670334,2199513,CCS(=O)(=O)Nc1ccc(Oc2ccc(C(F)(F)F)cc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,11,10'-6 cm/s,Permeability in MDCK cells
18092528,1670334,2143231,CCS(=O)(=O)Nc1ccc(Oc2ccc(C#N)cc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,11,10'-6 cm/s,Permeability in MDCK cells
18092529,1670334,2237966,CCS(=O)(=O)Nc1ccc(Oc2ccc(Cl)cc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,21,10'-6 cm/s,Permeability in MDCK cells
18092530,1670334,2190032,Cn1cc(-c2cc(S(N)(=O)=O)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,permeability,22,10'-6 cm/s,Permeability in MDCK cells
18092531,1670334,2183355,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,permeability,24,10'-6 cm/s,Permeability in MDCK cells
18092532,1670334,2128961,CCNC(=O)c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,30,10'-6 cm/s,Permeability in MDCK cells
18092533,1670334,2124264,Cn1cc(-c2cc(C(N)=O)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,permeability,14,10'-6 cm/s,Permeability in MDCK cells
18092534,1670334,2138164,CC(=O)Nc1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,28,10'-6 cm/s,Permeability in MDCK cells
18092600,1670334,1279,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,permeability,0.5,10'-6 cm/s,Permeability in MDCK cells
18092601,1670334,789,COCCc1ccc(OCC(O)CNC(C)C)cc1,permeability,36,10'-6 cm/s,Permeability in MDCK cells
18092602,1670334,2229114,CCS(=O)(=O)Nc1ccc(OC2CCN(C)CC2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,0.55,10'-6 cm/s,Permeability in MDCK cells
18092603,1670334,2200939,CCS(=O)(=O)Nc1ccc(OC2CCC(N(C)C)CC2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,2.7,10'-6 cm/s,Permeability in MDCK cells
18092604,1670334,2172728,CCS(=O)(=O)Nc1ccc(OCC(C)(C)C)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,permeability,43,10'-6 cm/s,Permeability in MDCK cells
18092605,1670334,2120475,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2OC2CCC(F)(F)CC2)c2cc[nH]c2c1=O,permeability,12,10'-6 cm/s,Permeability in MDCK cells
18092606,1670334,2135371,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2OC2CCOCC2)c2cc[nH]c2c1=O,permeability,1.7,10'-6 cm/s,Permeability in MDCK cells
18092607,1670334,2157804,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2OC2CCCCC2)c2cc[nH]c2c1=O,permeability,23,10'-6 cm/s,Permeability in MDCK cells
18092608,1670334,2173974,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2OCc2ccccc2)c2cc[nH]c2c1=O,permeability,24,10'-6 cm/s,Permeability in MDCK cells
18109248,1673672,2226319,CC1C=C(c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)C=C(Nc2ccc(N3CCN(C4COC4)CC3)cc2)C1=O,permeability,15.7,ucm/s,Permeability across apical to basolateral in MDCK1 cells
18109249,1673672,2200267,CC(=O)N1CCN(c2ccc(Nc3cc(-c4ccnc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,permeability,11.1,ucm/s,Permeability across apical to basolateral in MDCK1 cells
18109250,1673672,2202545,COCCN1CCN(c2ccc(Nc3cc(-c4ccnc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,permeability,12.5,ucm/s,Permeability across apical to basolateral in MDCK1 cells
18109251,1673672,2237743,COCCCN1CCN(c2ccc(Nc3cc(-c4ccnc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,permeability,9,ucm/s,Permeability across apical to basolateral in MDCK1 cells
18109252,1673672,2219714,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(N3CCN(CCC(F)(F)F)CC3)cn2)c1=O,permeability,14.2,ucm/s,Permeability across apical to basolateral in MDCK1 cells
18109253,1673672,2209701,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(C3CN(C4COC4)C3)cn2)c1=O,permeability,48.5,ucm/s,Permeability across apical to basolateral in MDCK1 cells
18109254,1673672,2205033,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,permeability,15.1,ucm/s,Permeability across apical to basolateral in MDCK1 cells
