activity_id,assay_id,molregno,smiles,standard_type,mdck_value,units,assay_description
12068179,856888,1425749,Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](NCCC#N)CC1,Papp,0.7,ucm/s,Apparent permeability from apical to basolateral side of MDCK cells at 10 uM
12068180,856888,1425748,Cc1nc2cnc3[nH]ccc3c2n1C1CCNCC1(F)F,Papp,3,ucm/s,Apparent permeability from apical to basolateral side of MDCK cells at 10 uM
12068182,856888,1425746,Cc1nc2cnc3[nH]ccc3c2n1[C@@H]1CCNC[C@H]1F,Papp,5,ucm/s,Apparent permeability from apical to basolateral side of MDCK cells at 10 uM
12068183,856888,1425745,Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CCCNC1,Papp,0.8,ucm/s,Apparent permeability from apical to basolateral side of MDCK cells at 10 uM
12068184,856888,1425744,Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CCCOC1,Papp,7.8,ucm/s,Apparent permeability from apical to basolateral side of MDCK cells at 10 uM
12068185,856888,1425743,Cc1nc2cnc3[nH]ccc3c2n1C1CCOCC1,Papp,14,ucm/s,Apparent permeability from apical to basolateral side of MDCK cells at 10 uM
12068186,856888,1425742,Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,Papp,20,ucm/s,Apparent permeability from apical to basolateral side of MDCK cells at 10 uM
12068187,856888,1425686,Cc1nc2cnc3[nH]ccc3c2n1C1CCN(CCC#N)CC1,Papp,5.1,ucm/s,Apparent permeability from apical to basolateral side of MDCK cells at 10 uM
12068188,856888,1425685,Cc1nc2cnc3[nH]ccc3c2n1C1CCN(Cc2ccccc2)CC1,Papp,17,ucm/s,Apparent permeability from apical to basolateral side of MDCK cells at 10 uM
12068189,856888,1425684,Cc1nc2cnc3[nH]ccc3c2n1C1CCNCC1,Papp,0.4,ucm/s,Apparent permeability from apical to basolateral side of MDCK cells at 10 uM
12138173,874054,1439040,CNc1ccn2ncc(C(=O)Nc3cc(C)nn3-c3cccc(Cl)c3)c2n1,permeability,15.1,ucm/s,Permeability from apical to basolateral side in MDCK cells
12138193,874054,1439606,Cc1cc(NC(=O)c2cnn3ccc(N)nc23)n(-c2cccc(Cl)c2)n1,permeability,8.4,ucm/s,Permeability from apical to basolateral side in MDCK cells
12138211,874054,1439605,Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2cccc(Cl)c2)n1,permeability,10.5,ucm/s,Permeability from apical to basolateral side in MDCK cells
12138236,874054,1439603,Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1,permeability,10.5,ucm/s,Permeability from apical to basolateral side in MDCK cells
12137676,874511,1438255,CC(C)Oc1cc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)ccc1O,Papp,17.6,ucm/s,Apparent permeability from apical to basal side of MDCK cells at 2 uM after 5 hrs by LC-MS/MS analysis
12137677,874511,1438258,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)c1,Papp,7.5,ucm/s,Apparent permeability from apical to basal side of MDCK cells at 2 uM after 5 hrs by LC-MS/MS analysis
12137678,874511,1438273,CC(C)Oc1cccc(CN2CC[C@]3(CNS(=O)(=O)N3c3cccc(F)c3)C[C@@H]2C)c1,Papp,10.2,ucm/s,Apparent permeability from apical to basal side of MDCK cells at 2 uM after 5 hrs by LC-MS/MS analysis
12150769,876781,1439753,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O,Papp,12,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at pH 7.4
12150764,876781,1439165,Cc1nc(C)c(-c2ccc(C34CCC(C(=O)O)(CC3)CC4)cc2)nc1C(N)=O,Papp,13,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at pH 7.4
12150765,876781,1439747,Cc1nc(C)c(-c2ccc3c(c2)CC[C@]32CC[C@@H](CC(=O)O)CC2)nc1C(N)=O,Papp,12,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at pH 7.4
12150766,876781,1439740,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](Cc4nnn[nH]4)CC3)cc2)nc1C(N)=O,Papp,3.7,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at pH 7.4
12150768,876781,1439735,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(N)=O)CC3)cc2)nc1C(N)=O,Papp,18,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at pH 7.4
12183273,880577,1443890,O=C(N[C@H]1CCCC[C@@H]1O)c1cc(CN2CCN(c3cc4scnc4cn3)CC2)c2ccccn2c1=O,Papp,37,ucm/s,Passive permeability across MDCK cells
12183274,880577,1443907,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCOCC3)c(=O)n3ccccc23)CC1,Papp,33,ucm/s,Passive permeability across MDCK cells
12183275,880577,1443194,N#CC1(c2ccccc2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c(=O)n3ccccc23)CC1,Papp,32,ucm/s,Passive permeability across MDCK cells
12183277,880577,1443887,N#Cc1ccc(N2CCN(Cc3cc(C(=O)N[C@H]4CCCC[C@@H]4O)c(=O)n4ccccc34)CC2)cc1,Papp,30,ucm/s,Passive permeability across MDCK cells
12183279,880577,1443889,O=C(N[C@H]1CCCC[C@@H]1O)c1cc(CN2CCN(c3cc4ccccc4cn3)CC2)c2ccccn2c1=O,Papp,29,ucm/s,Passive permeability across MDCK cells
12183280,880577,1443190,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c(=O)n3ccccc23)CC1,Papp,29,ucm/s,Passive permeability across MDCK cells
12183281,880577,1443911,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCCCC3(F)F)c(=O)n3ccccc23)CC1,Papp,29,ucm/s,Passive permeability across MDCK cells
12183282,880577,1443193,C[C@@]1(NC(=O)c2cc(CN3CCC(C#N)(c4ccccn4)CC3)c3ccccn3c2=O)CCCC[C@H]1O,Papp,28,ucm/s,Passive permeability across MDCK cells
12183283,880577,1443904,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCCCC3)c(=O)n3ccccc23)CC1,Papp,28,ucm/s,Passive permeability across MDCK cells
12183286,880577,1443912,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3F)c(=O)n3ccccc23)CC1,Papp,26,ucm/s,Passive permeability across MDCK cells
12183287,880577,1443888,Cc1ccc(N2CCN(Cc3cc(C(=O)N[C@H]4CCCC[C@@H]4O)c(=O)n4ccccc34)CC2)nc1,Papp,23,ucm/s,Passive permeability across MDCK cells
12183292,880577,1161348,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,Papp,18,ucm/s,Passive permeability across MDCK cells
12175030,883041,1444116,CC[C@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O,Papp,240,nm/s,Apparent permeability across MDCK cells
12175029,883041,1444117,CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O,Papp,320,nm/s,Apparent permeability across MDCK cells
12175031,883041,1444115,Cc1cc(C(N)=O)c(NCC2CC2)cc1C(=O)NC1CC2CCC(C1)N2c1ccc(C(=O)C2CC2)cn1,Papp,223,nm/s,Apparent permeability across MDCK cells
12175032,883041,1444114,Cc1cc(C(N)=O)c(NC2CCCC2)cc1C(=O)NC1CC2CCC(C1)N2c1ccc(C(=O)C2CC2)cn1,Papp,146,nm/s,Apparent permeability across MDCK cells
12175033,883041,1444113,Cc1cc(C(N)=O)c(NC(C)C)cc1C(=O)NC1CC2CCC(C1)N2c1ccc(C(=O)C2CC2)cn1,Papp,206,nm/s,Apparent permeability across MDCK cells
12175034,883041,1444112,CCCNc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O,Papp,234,nm/s,Apparent permeability across MDCK cells
12175035,883041,1444111,CCC(CC)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O,Papp,143,nm/s,Apparent permeability across MDCK cells
12175036,883041,1444121,CCC(CC)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)ccc1C(N)=O,Papp,141,nm/s,Apparent permeability across MDCK cells
12175037,883041,1444120,NC(=O)c1ccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)cc1NCC1CC1,Papp,503,nm/s,Apparent permeability across MDCK cells
12175038,883041,1444118,CCC(CC)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(C)=O)cn2)ccc1C(N)=O,Papp,676,nm/s,Apparent permeability across MDCK cells
12175039,883041,1444140,CC(=O)c1ccc(N2C3CCC2CC(NC(=O)c2ccc(C(N)=O)c(NCC4CC4)c2)C3)nc1,Papp,442,nm/s,Apparent permeability across MDCK cells
12175040,883041,1444138,CCNC(=O)c1ccc(N2C3CCC2CC(NC(=O)c2ccc(C(N)=O)c(NCC4CC4)c2)C3)nc1,Papp,324,nm/s,Apparent permeability across MDCK cells
12175041,883041,1444137,NC(=O)c1ccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)NC3CCCC3)cn2)cc1NCC1CC1,Papp,48,nm/s,Apparent permeability across MDCK cells
12175088,883041,1444136,C[C@H](NC(=O)c1ccc(N2C3CCC2CC(NC(=O)c2ccc(C(N)=O)c(Nc4ccccc4)c2)C3)nc1)c1ccc(N2CCN(C)CC2)cc1,Papp,3.2,nm/s,Apparent permeability across MDCK cells
12175089,883041,1444135,C[C@H](NC(=O)c1ccc(N2C3CCC2CC(NC(=O)c2ccc(C(N)=O)c(NCC4CC4)c2)C3)nc1)c1ccc(N2CCN(C)CC2)cc1,Papp,1.5,nm/s,Apparent permeability across MDCK cells
12175090,883041,1444134,C[C@H](NC(=O)c1ccc(N2C3CCC2CC(NC(=O)c2ccc(C(N)=O)c(NC4CCC4)c2)C3)nc1)c1ccc(N2CCN(C)CC2)cc1,Papp,4.6,nm/s,Apparent permeability across MDCK cells
12175091,883041,1444133,Cc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)N[C@@H](C)c3ccc(N4CCN(C)CC4)cc3)cn2)c(C)cc1C(N)=O,Papp,0.1,nm/s,Apparent permeability across MDCK cells
12175092,883041,1444132,Cc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)NCc3ccccc3)cn2)c(C)cc1C(N)=O,Papp,30,nm/s,Apparent permeability across MDCK cells
12175093,883041,1444131,Cc1cc(C(N)=O)ccc1C(=O)NC1CC2CCC(C1)N2c1ccc(C(=O)NCc2ccccc2)cn1,Papp,2.1,nm/s,Apparent permeability across MDCK cells
12175094,883041,1444130,NC(=O)c1ccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)NCc3ccccc3)cn2)cc1,Papp,0.6,nm/s,Apparent permeability across MDCK cells
12175095,883041,1444129,Cc1cc(CO)ccc1C(=O)NC1CC2CCC(C1)N2c1ccc(C(=O)NCc2ccccc2)cn1,Papp,30,nm/s,Apparent permeability across MDCK cells
12175096,883041,1444128,O=C(NCc1ccccc1)c1ccc(N2C3CCC2CC(NC(=O)c2ccc(CO)cc2)C3)nc1,Papp,25,nm/s,Apparent permeability across MDCK cells
12175097,883041,1444127,COc1cccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)N[C@@H](C)c3ccc(N4CCN(C)CC4)cc3)cn2)c1C,Papp,63,nm/s,Apparent permeability across MDCK cells
12175098,883041,1444126,COc1cccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)NCc3ccc(N4CCN(C)CC4)cc3)cn2)c1C,Papp,74,nm/s,Apparent permeability across MDCK cells
12175099,883041,1444125,COc1cccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)N[C@@H](C)c3ccccc3)cn2)c1C,Papp,380,nm/s,Apparent permeability across MDCK cells
12175100,883041,1444123,COc1cccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(N)=O)cn2)c1C,Papp,133,nm/s,Apparent permeability across MDCK cells
12175101,883041,1444122,COc1cccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)NCc3ccccc3)cn2)c1C,Papp,505,nm/s,Apparent permeability across MDCK cells
12661504,938136,1516916,CC(C)n1ncnc1-c1cc2c(s1)-c1ccc(C(N)=O)cc1OCC2,Papp,20,ucm/s,Apparent permeability from apical to basal side of MDCK cells
12661516,938136,1516930,NC(=O)c1ccc2c(c1)OCCc1cc(-c3ncnn3-c3ccc(F)cc3F)sc1-2,Papp,13,ucm/s,Apparent permeability from apical to basal side of MDCK cells
12661538,938136,1159323,CN(C(=O)c1cc2c(s1)-c1ccc(C(N)=O)cc1OCC2)c1ccccc1Cl,Papp,2.1,ucm/s,Apparent permeability from apical to basal side of MDCK cells
12690190,944830,1523018,O=C(c1ccc(C(=O)C(F)(F)F)cc1)N1CCOc2ccc(-c3ccc4nc[nH]c4c3)cc2C1,Papp,9.8,nm/s,Apparent permeability across MDCK cells
12690279,944830,1523004,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,Papp,151,nm/s,Apparent permeability across MDCK cells
12690352,944830,1522555,CNS(=O)(=O)c1ccc(C(=O)N2CCOc3ccc(-c4ccc5nc[nH]c5c4)cc3C2)cc1,Papp,42,nm/s,Apparent permeability across MDCK cells
12690353,944830,1522554,NS(=O)(=O)c1ccc(C(=O)N2CCOc3ccc(-c4ccc5nc[nH]c5c4)cc3C2)cc1,Papp,42,nm/s,Apparent permeability across MDCK cells
12690399,944830,1523005,O=C(c1ccc(C(=O)C(F)(F)F)cc1)N1CCOc2ccc(-c3cnc4ccccc4c3)cc2C1,Papp,16.9,nm/s,Apparent permeability across MDCK cells
12719063,950630,1528624,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2ncc(C#N)c(=O)[nH]2)=N1,Papp,73,nm/s,Apparent permeability across apical to basolateral side in dog MDCK2 cells after 120 mins by LC/MS/MS analysis
12719064,950630,1528623,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2ncc(Cl)c(=O)[nH]2)=N1,Papp,213,nm/s,Apparent permeability across apical to basolateral side in dog MDCK2 cells after 120 mins by LC/MS/MS analysis
12719065,950630,1528622,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2nc3ccncc3c(=O)[nH]2)=N1,Papp,196,nm/s,Apparent permeability across apical to basolateral side in dog MDCK2 cells after 120 mins by LC/MS/MS analysis
12719066,950630,1528620,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2nccc(=O)[nH]2)=N1,Papp,231,nm/s,Apparent permeability across apical to basolateral side in dog MDCK2 cells after 120 mins by LC/MS/MS analysis
12719067,950630,1528619,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2n[nH]c(=O)[nH]2)=N1,Papp,23,nm/s,Apparent permeability across apical to basolateral side in dog MDCK2 cells after 120 mins by LC/MS/MS analysis
12719068,950630,1528618,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2noc(=O)[nH]2)=N1,Papp,26,nm/s,Apparent permeability across apical to basolateral side in dog MDCK2 cells after 120 mins by LC/MS/MS analysis
13298438,959588,1561834,N#Cc1cnccc1COc1cnc(N2CC3CCC(C2)N3C(=O)OCC(F)(F)F)nc1,Papp,25,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM
13298439,959588,1364342,C[C@@H]1CN(C(=O)OCC(F)(F)F)CCN1c1ncc(OCc2ccncc2C#N)cn1,Papp,19,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM
13298440,959588,1561833,N#Cc1cnccc1COc1cnc(N2CCN(C(=O)OCC(F)(F)F)CC2)nc1,Papp,32,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM
13301926,959810,1559987,CC(=O)Nc1cccc(-c2n[nH]c3cc(-c4cnn(C)c4)c(NC4CCCCC4)cc23)c1,Papp,20.5,ucm/s,Apparent permeability across MDCK cells
13301927,959810,1559986,Cn1cc(-c2cc3[nH]nc(-c4cccc(S(N)(=O)=O)c4)c3cc2NC2CCCCC2)cn1,Papp,2.69,ucm/s,Apparent permeability across MDCK cells
13301929,959810,1559982,CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1cnn(C)c1,Papp,0.6,ucm/s,Apparent permeability across MDCK cells
13307478,960256,1561261,CCC[C@H](Oc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,3.6,ucm/s,Apparent permeability across MDCK2 cells
13307483,960256,1561238,CCCC(Oc1ccc(-n2cc3ccccc3n2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,2.2,ucm/s,Apparent permeability across MDCK2 cells
13307557,960256,1561242,CCCC(Oc1ccc(-n2cc(C(F)(F)F)cn2)nc1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,3.4,ucm/s,Apparent permeability across MDCK2 cells
13307558,960256,1561237,CCCC(Oc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,3.1,ucm/s,Apparent permeability across MDCK2 cells
13307559,960256,1561241,CCCC(Oc1ccc(-n2cnc(C(F)(F)F)c2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,2.3,ucm/s,Apparent permeability across MDCK2 cells
13307560,960256,1561240,CCCC(Nc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,2.7,ucm/s,Apparent permeability across MDCK2 cells
13307561,960256,1561236,CCCC(Nc1cnc(-n2cc(C(F)(F)F)cn2)nc1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,0.8,ucm/s,Apparent permeability across MDCK2 cells
13307562,960256,1561239,CCCC(Nc1ccc(-n2cc(C(F)(F)F)cn2)cn1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,0.8,ucm/s,Apparent permeability across MDCK2 cells
13307563,960256,1561235,CCCC(Nc1ccc(-n2cc(C(F)(F)F)cn2)nc1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,4.6,ucm/s,Apparent permeability across MDCK2 cells
13307564,960256,1561234,CCCC(Nc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,4,ucm/s,Apparent permeability across MDCK2 cells
13307565,960256,1561233,CCCC(Nc1ccc(-n2cnc(C(F)(F)F)c2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,Papp,0.6,ucm/s,Apparent permeability across MDCK2 cells
13330779,962502,1563405,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CCC#N)CC1,Papp,4.7,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330780,962502,1563404,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,Papp,3.5,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330781,962502,1563403,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@@H](C#N)CC1,Papp,4.2,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330782,962502,1563402,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](C#N)CC1,Papp,2.7,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330783,962502,1563401,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](NCC(F)(F)F)C1,Papp,10,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330784,962502,1563400,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@@H](NCC(F)(F)F)C1,Papp,10,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330785,962502,1563398,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](NCC(F)F)CC1,Papp,2.8,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330786,962502,1563397,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](NCC(F)(F)F)CC1,Papp,6.7,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330787,962502,1563396,CO[C@H]1CC[C@H](n2c([C@@H](C)O)nc3cnc4[nH]ccc4c32)CC1,Papp,6.7,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330788,962502,1563395,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@@H]1CCC[C@@H](O)C1,Papp,1.1,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330789,962502,1563422,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CCCOC1,Papp,7.6,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330790,962502,1563418,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@@H]1CCCN(C(=O)CC#N)C1,Papp,0.2,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330791,962502,1563417,CCN1CCC(n2c([C@@H](C)O)nc3cnc4[nH]ccc4c32)C(F)(F)C1,Papp,15,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330792,962502,1563416,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1C1CCN(CCC#N)CC1,Papp,1.9,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330793,962502,1563415,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1C1CCN(CC(F)(F)F)CC1,Papp,25,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330794,962502,1563414,OC[C@@H](O)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,Papp,16,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330795,962502,1563412,CC[C@@H](O)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,Papp,22,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330796,962502,1563410,CC(C)(O)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,Papp,19,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330797,962502,1563409,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,Papp,23,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330798,962502,1563407,OCCc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,Papp,23,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330799,962502,1563406,OCc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,Papp,24,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13330800,962502,1425684,Cc1nc2cnc3[nH]ccc3c2n1C1CCNCC1,Papp,0.4,ucm/s,Apparent permeability across apical to basolateral side in dog MDCK cells
13315766,962858,1563997,N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,Papp,11,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells by Transwell assay
13315767,962858,1563996,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(F)cccc1Cl,Papp,30,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells by Transwell assay
13315768,962858,1563995,N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,Papp,12,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells by Transwell assay
13315769,962858,1563901,O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(Cl)cccc1Cl,Papp,20,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells by Transwell assay
13315770,962858,1563897,N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c(Cl)c1,Papp,15,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells by Transwell assay
13315771,962858,1563998,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,Papp,30,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells by Transwell assay
13343254,966068,1566070,N#CCCN1CCC(n2nnc3cnc4[nH]ccc4c32)CC1,Papp,17,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells
13343261,966068,1566075,CC1(n2nnc3cnc4[nH]ccc4c32)CCN(S(C)(=O)=O)CC1,Papp,14,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells
13343262,966068,1566071,CS(=O)(=O)N1CCC(n2nnc3cnc4[nH]ccc4c32)CC1,Papp,13,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells
13343277,966068,1566062,N#CCCN[C@H]1CC[C@H](n2nnc3cnc4[nH]ccc4c32)CC1,Papp,7.2,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells
13343304,966068,1566082,N#CCC(=O)N1CCC[C@@H](n2nnc3cnc4[nH]ccc4c32)C1,Papp,3.7,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells
13343364,966068,1422976,N#CCC(=O)N1CCC[C@@H](n2cnc3cnc4[nH]ccc4c32)C1,Papp,0.3,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells
13345957,966351,1566762,O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)N[C@H]2CCC[C@H](O)C2)cc1,Papp,0.1,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC-MS/MS analysis
13345958,966351,1566760,N[C@H]1CC[C@H](NS(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)CC1,Papp,0.2,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC-MS/MS analysis
13345959,966351,1566755,CC1CNCCN(S(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)C1,Papp,0.1,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC-MS/MS analysis
13345960,966351,1566752,O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)N2CCC3(CCNC3)CC2)cc1,Papp,0.07,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC-MS/MS analysis
13345961,966351,1566779,C[C@@H]1CN(S(=O)(=O)c2ccc(NC(=O)NCc3cccnc3)cc2)C[C@H](C)O1,Papp,3.1,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC-MS/MS analysis
13345962,966351,1566772,Nc1ccc(CNC(=O)Nc2ccc(S(=O)(=O)c3ccccc3)cc2)cn1,Papp,2.9,ucm/s,Apparent permeability from apical to basolateral side in MDCK cells at 10 uM by LC-MS/MS analysis
13376009,971425,1569559,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1[C@H]1CCOC1,Papp,234,nm/s,Apparent permeability across apical to basolateral side in african green monkey MDCK2 cells at 5 uM after 120 mins by LC/MS/MS analysis
13376010,971425,1569667,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1cnn(C)c1,Papp,212,nm/s,Apparent permeability across apical to basolateral side in african green monkey MDCK2 cells at 5 uM after 120 mins by LC/MS/MS analysis
