activity_id,assay_id,molregno,smiles,standard_type,caco2_value,units,assay_description,canonical_smiles,papp_cms_caco2,log10_caco2
1974998,448319,405793,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1ccc(F)c(F)c1)O2,permeability,17.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1ccc(F)c(F)c1)O2,1.7e-05,-4.769551078621726
1974999,448319,405791,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(CC)(c1cc(F)cc(F)c1)O2,permeability,17.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(CC)(c1cc(F)cc(F)c1)O2,1.7e-05,-4.769551078621726
1975000,448319,405790,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,1.4,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,1.4e-06,-5.853871964321762
1975001,448319,405789,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,27.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,2.7e-05,-4.568636235841013
1975002,448319,405788,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C1(CC1)O2,permeability,5.4,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C1(CC1)O2,5.4e-06,-5.267606240177032
1975003,448319,405787,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(CC)(CC)O2,permeability,32.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(CC)(CC)O2,3.2e-05,-4.494850021680094
1975004,448319,405783,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(CC)O2,permeability,14.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(CC)O2,1.4e-05,-4.853871964321762
1975005,448319,405782,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C(F)(F)F)O2,permeability,2.4,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C(F)(F)F)O2,2.4e-06,-5.619788758288394
1975006,448319,405781,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,permeability,1.7,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,1.6999999999999998e-06,-5.769551078621726
2012805,453160,411244,NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,permeability,4.0,10^-6 cm/s,Permeability across Caco-2 cells from apical to basolateral side,NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,4e-06,-5.3979400086720375
2012819,453160,411340,O=[N+]([O-])c1cnc(NCc2ccccc2Cl)nc1NCC1CCNCC1,permeability,8.1,10^-6 cm/s,Permeability across Caco-2 cells from apical to basolateral side,O=[N+]([O-])c1cnc(NCc2ccccc2Cl)nc1NCC1CCNCC1,8.099999999999999e-06,-5.0915149811213505
2012820,453160,411336,CN(C)CC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,permeability,10.6,10^-6 cm/s,Permeability across Caco-2 cells from apical to basolateral side,CN(C)CC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,1.0599999999999998e-05,-4.97469413473523
2012821,453160,411266,CSc1ccccc1CNc1ncc([N+](=O)[O-])c(NCC2CCC(CN)CC2)n1,permeability,1.6,10^-6 cm/s,Permeability across Caco-2 cells from apical to basolateral side,CSc1ccccc1CNc1ncc([N+](=O)[O-])c(NCC2CCC(CN)CC2)n1,1.6e-06,-5.795880017344075
2014989,453398,408364,CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,Papp,1.66,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells at 30 uM after 90 mins,CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,1.6599999999999998e-06,-5.779891911959945
2014992,453398,408367,Cc1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](COC(=O)C4=CC[C@H](C(C)(C)O)CC4)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,Papp,7.4,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells at 30 uM after 90 mins,Cc1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](COC(=O)C4=CC[C@H](C(C)(C)O)CC4)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,7.4e-06,-5.130768280269024
2014993,453398,408365,CC(C)C[C@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,Papp,2.29,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells at 30 uM after 90 mins,CC(C)C[C@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,2.29e-06,-5.640164517660112
2014990,453399,408364,CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,Papp,1.64,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells at 50 uM after 90 mins,CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,1.6399999999999998e-06,-5.785156151952302
2014994,453399,408367,Cc1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](COC(=O)C4=CC[C@H](C(C)(C)O)CC4)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,Papp,5.99,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells at 50 uM after 90 mins,Cc1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](COC(=O)C4=CC[C@H](C(C)(C)O)CC4)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,5.99e-06,-5.2225731776106885
2014995,453399,408365,CC(C)C[C@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,Papp,1.71,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells at 50 uM after 90 mins,CC(C)C[C@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,1.71e-06,-5.767003889607846
2014991,453400,408364,CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,Papp,1.8,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells at 100 uM after 90 mins,CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,1.8e-06,-5.744727494896694
2014996,453400,408367,Cc1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](COC(=O)C4=CC[C@H](C(C)(C)O)CC4)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,Papp,4.82,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells at 100 uM after 90 mins,Cc1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](COC(=O)C4=CC[C@H](C(C)(C)O)CC4)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,4.8200000000000004e-06,-5.31695296176115
2014997,453400,408365,CC(C)C[C@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,Papp,1.64,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells at 100 uM after 90 mins,CC(C)C[C@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,1.6399999999999998e-06,-5.785156151952302
2022865,454571,410527,Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCCc1nc(O)c(CCCCNC(=O)C(N)Cc2c(C)cc(O)cc2C)nc1C,Papp,8.45,10^-7 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cell membrane,Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCCc1nc(O)c(CCCCNC(=O)C(N)Cc2c(C)cc(O)cc2C)nc1C,8.449999999999999e-07,-6.073143291050307
2022866,454571,410528,Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCc1nc(O)c(CCCNC(=O)C(N)Cc2c(C)cc(O)cc2C)nc1C,Papp,5.47,10^-7 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cell membrane,Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCc1nc(O)c(CCCNC(=O)C(N)Cc2c(C)cc(O)cc2C)nc1C,5.469999999999999e-07,-6.262012673666569
2022867,454571,410530,Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCCNC(=O)C(N)Cc1c(C)cc(O)cc1C,Papp,1.39,10^-7 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cell membrane,Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCCNC(=O)C(N)Cc1c(C)cc(O)cc1C,1.39e-07,-6.856985199745905
2022868,454571,197398,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,Papp,6.43,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cell membrane,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,6.43e-08,-7.191789027075778
2024645,454829,408294,COc1cc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2cc1OC,Papp,3.18,10^-5 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,COc1cc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2cc1OC,3.180000000000001e-05,-4.497572880015567
2024646,454829,408328,COc1ccc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2c1,Papp,1.38,10^-5 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,COc1ccc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2c1,1.38e-05,-4.860120913598764
2024647,454829,408317,COc1cc2c(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)cnc(C)c2cc1OC,Papp,0.09,10^-5 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,COc1cc2c(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)cnc(C)c2cc1OC,9.000000000000001e-07,-6.045757490560675
2024648,454829,408315,COc1cc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4Cc3ccc(NS(=O)(=O)C(C)C)cc3)c2cc1OC,Papp,0.0,10^-5 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,COc1cc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4Cc3ccc(NS(=O)(=O)C(C)C)cc3)c2cc1OC,0.0,
2024649,454829,408310,COc1cc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)CO)c2cc1OC,Papp,0.0,10^-5 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,COc1cc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)CO)c2cc1OC,0.0,
2024650,454829,408307,COc1cc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)(C)C)c2cc1OC,Papp,2.34,10^-5 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,COc1cc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)(C)C)c2cc1OC,2.34e-05,-4.6307841425898575
2034306,456289,411184,Cc1c(CN(CCc2ccc(Cl)cc2)C2CCN(C(=O)c3cccc[n+]3[O-])CC2)c(=O)n(-c2ccc(F)cc2)n1C,Papp,1.3,10^-6 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,Cc1c(CN(CCc2ccc(Cl)cc2)C2CCN(C(=O)c3cccc[n+]3[O-])CC2)c(=O)n(-c2ccc(F)cc2)n1C,1.3e-06,-5.886056647693163
2034307,456289,411178,Cc1c(CN(CCc2ccc(N)cc2)C2CCN(C(=O)c3c(F)cccc3F)CC2)c(=O)n(-c2ccc(F)cc2)n1C,Papp,1.0,10^-6 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,Cc1c(CN(CCc2ccc(N)cc2)C2CCN(C(=O)c3c(F)cccc3F)CC2)c(=O)n(-c2ccc(F)cc2)n1C,1e-06,-6.0
2034308,456289,411176,Cc1c(CN(CCc2ccc(S(N)(=O)=O)cc2)C2CCN(C(=O)c3c(F)cccc3F)CC2)c(=O)n(-c2ccc(F)cc2)n1C,Papp,1.0,10^-6 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,Cc1c(CN(CCc2ccc(S(N)(=O)=O)cc2)C2CCN(C(=O)c3c(F)cccc3F)CC2)c(=O)n(-c2ccc(F)cc2)n1C,1e-06,-6.0
2034309,456289,411174,Cc1c(CN(CCc2ccc([N+](=O)[O-])cc2)C2CCN(C(=O)c3ccccn3)CC2)c(=O)n(-c2ccc(F)cc2)n1C,Papp,7.8,10^-6 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,Cc1c(CN(CCc2ccc([N+](=O)[O-])cc2)C2CCN(C(=O)c3ccccn3)CC2)c(=O)n(-c2ccc(F)cc2)n1C,7.8e-06,-5.10790539730952
2034310,456289,411170,Cc1c(CN(CCc2ccccn2)C2CCN(C(=O)c3c(F)cccc3F)CC2)c(=O)n(-c2ccc(F)cc2)n1C,Papp,1.4,10^-6 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,Cc1c(CN(CCc2ccccn2)C2CCN(C(=O)c3c(F)cccc3F)CC2)c(=O)n(-c2ccc(F)cc2)n1C,1.4e-06,-5.853871964321762
2034320,456289,411130,Cc1c(CN(CCc2ccc(Cl)cc2)C2CCN(C(=O)c3c(F)cccc3F)CC2)c(=O)n(-c2ccc(F)cc2)n1C,Papp,8.1,10^-6 cm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,Cc1c(CN(CCc2ccc(Cl)cc2)C2CCN(C(=O)c3c(F)cccc3F)CC2)c(=O)n(-c2ccc(F)cc2)n1C,8.099999999999999e-06,-5.0915149811213505
2036020,456504,415424,COc1cccc(CN(c2c(Cl)c(Cl)cc3[nH]c(=O)c(=O)[nH]c23)S(C)(=O)=O)c1,permeability,3.43,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,COc1cccc(CN(c2c(Cl)c(Cl)cc3[nH]c(=O)c(=O)[nH]c23)S(C)(=O)=O)c1,3.43e-06,-5.464705879957229
2036089,456504,415442,CCc1cc2[nH]c(=O)c(=O)[nH]c2c(N(CCCOC)S(C)(=O)=O)c1Cl,permeability,0.01,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CCc1cc2[nH]c(=O)c(=O)[nH]c2c(N(CCCOC)S(C)(=O)=O)c1Cl,1e-08,-8.0
2036090,456504,415441,COCCN(c1c(C)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,permeability,0.01,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,COCCN(c1c(C)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,1e-08,-8.0
2036091,456504,415439,COCCN(c1c(Cl)c(C)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,permeability,0.14,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,COCCN(c1c(Cl)c(C)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,1.4e-07,-6.853871964321762
2036092,456504,415438,COCCCN(c1cc(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,permeability,0.01,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,COCCCN(c1cc(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,1e-08,-8.0
2036093,456504,415437,CS(=O)(=O)N(CCC(F)(F)F)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,permeability,0.41,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CS(=O)(=O)N(CCC(F)(F)F)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,4.0999999999999994e-07,-6.3872161432802645
2036094,456504,415436,CCOCCCN(c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,permeability,0.44,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CCOCCCN(c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,4.3999999999999997e-07,-6.356547323513813
2036095,456504,415435,CCOCCN(c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,permeability,10.0,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CCOCCN(c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,9.999999999999999e-06,-5.0
2036096,456504,415433,COCCCN(c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,permeability,2.06,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,COCCCN(c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,2.0599999999999998e-06,-5.686132779630847
2036097,456504,415431,COCCN(c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,permeability,0.01,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,COCCN(c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,1e-08,-8.0
2036098,456504,415430,CCOCCOCCN(c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,permeability,0.97,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CCOCCOCCN(c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12)S(C)(=O)=O,9.7e-07,-6.013228265733755
2036099,456504,415429,CS(=O)(=O)N(CC1CCCO1)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,permeability,1.52,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CS(=O)(=O)N(CC1CCCO1)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,1.5199999999999998e-06,-5.818156412055227
2036100,456504,415428,CS(=O)(=O)N(CC1CCCCO1)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,permeability,0.01,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CS(=O)(=O)N(CC1CCCCO1)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,1e-08,-8.0
2036101,456504,415426,CS(=O)(=O)N(Cc1cccc(F)c1)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,permeability,1.75,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CS(=O)(=O)N(Cc1cccc(F)c1)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,1.75e-06,-5.756961951313706
2039297,456932,401567,C[C@@H]1O[C@H](/C=C/c2ccccc2)OC[C@H]1NC(=O)Cc1ccccc1,Papp,8.8,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C[C@@H]1O[C@H](/C=C/c2ccccc2)OC[C@H]1NC(=O)Cc1ccccc1,8.8e-06,-5.055517327849832
2039263,456932,407557,C[C@@H]1O[C@@H](c2ccc(Cl)cc2)OC[C@H]1N,Papp,11.89,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C[C@@H]1O[C@@H](c2ccc(Cl)cc2)OC[C@H]1N,1.189e-05,-4.924818145381309
2039298,456932,401566,O=C(Cc1ccccc1)N[C@H]1CO[C@H](/C=C/c2ccccc2)OC1,Papp,8.86,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,O=C(Cc1ccccc1)N[C@H]1CO[C@H](/C=C/c2ccccc2)OC1,8.86e-06,-5.052566278112949
2039299,456932,407780,C=C(c1ccccc1)[C@H]1OC[C@@H](NC(=O)Cc2ccccc2)[C@H](C)O1,Papp,9.01,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C=C(c1ccccc1)[C@H]1OC[C@@H](NC(=O)Cc2ccccc2)[C@H](C)O1,9.01e-06,-5.045275209020937
2039300,456932,401546,O=C(Cc1ccccc1)N[C@H]1CO[C@@H](/C=C/c2ccccc2)OC1,Papp,8.97,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,O=C(Cc1ccccc1)N[C@H]1CO[C@@H](/C=C/c2ccccc2)OC1,8.97e-06,-5.047207556955908
2039301,456932,401441,C[C@@H]1O[C@H](c2ccc([N+](=O)[O-])cc2)OC[C@H]1NC(=O)Cc1ccccc1,Papp,10.32,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C[C@@H]1O[C@H](c2ccc([N+](=O)[O-])cc2)OC[C@H]1NC(=O)Cc1ccccc1,1.032e-05,-4.986320302708807
2039302,456932,401436,C[C@@H]1O[C@H](c2ccc(Cl)cc2)OC[C@H]1NC(=O)Cc1ccccc1,Papp,10.15,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C[C@@H]1O[C@H](c2ccc(Cl)cc2)OC[C@H]1NC(=O)Cc1ccccc1,1.015e-05,-4.993533957750769
2039303,456932,401375,C[C@@H]1O[C@@H](c2ccc([N+](=O)[O-])cc2)OC[C@H]1NC(=O)Cc1ccccc1,Papp,10.4,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C[C@@H]1O[C@@H](c2ccc([N+](=O)[O-])cc2)OC[C@H]1NC(=O)Cc1ccccc1,1.04e-05,-4.982966660701219
2039304,456932,407574,C=C(c1ccccc1)[C@@H]1OC[C@@H](N)[C@H](C)O1,Papp,10.31,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C=C(c1ccccc1)[C@@H]1OC[C@@H](N)[C@H](C)O1,1.031e-05,-4.986741334716483
2039305,456932,407573,C=C(c1ccccc1)[C@H]1OC[C@H](N)CO1,Papp,10.18,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C=C(c1ccccc1)[C@H]1OC[C@H](N)CO1,1.0179999999999999e-05,-4.99225222199926
2039306,456932,407571,C=C(c1ccccc1)[C@H]1OC[C@@H](N)[C@H](C)O1,Papp,10.25,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C=C(c1ccccc1)[C@H]1OC[C@@H](N)[C@H](C)O1,1.025e-05,-4.989276134608227
2039307,456932,407570,C=C(c1ccccc1)[C@H]1OC[C@@H](N)CO1,Papp,10.22,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C=C(c1ccccc1)[C@H]1OC[C@@H](N)CO1,1.022e-05,-4.990549104201306
2039308,456932,407568,C[C@@H]1O[C@H](c2ccc([N+](=O)[O-])cc2)OC[C@H]1N,Papp,12.86,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C[C@@H]1O[C@H](c2ccc([N+](=O)[O-])cc2)OC[C@H]1N,1.2859999999999999e-05,-4.890759031411797
2039309,456932,407567,C[C@@H]1O[C@H](c2ccc(Cl)cc2)OC[C@H]1N,Papp,11.72,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C[C@@H]1O[C@H](c2ccc(Cl)cc2)OC[C@H]1N,1.172e-05,-4.931072388317928
2039310,456932,407558,C[C@@H]1O[C@@H](c2ccc([N+](=O)[O-])cc2)OC[C@H]1N,Papp,12.99,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C[C@@H]1O[C@@H](c2ccc([N+](=O)[O-])cc2)OC[C@H]1N,1.299e-05,-4.886390848926972
2039311,456932,407776,C[C@@H]1O[C@@H](c2ccc(Cl)cc2)OC[C@H]1NC(=O)Cc1ccccc1,Papp,10.22,10^-6 cm/s,Permeability from apical to basolateral side of human Caco-2 cell membrane,C[C@@H]1O[C@@H](c2ccc(Cl)cc2)OC[C@H]1NC(=O)Cc1ccccc1,1.022e-05,-4.990549104201306
2092926,463260,422229,Cc1cc(COc2ccc(C(=O)N[C@@H]3CCC[C@@H]3C(=O)NO)cc2)c2ccccc2n1,Papp,6.0,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cell membrane,Cc1cc(COc2ccc(C(=O)N[C@@H]3CCC[C@@H]3C(=O)NO)cc2)c2ccccc2n1,6e-06,-5.221848749616356
2093044,463260,438148,Cc1cc(COc2ccc(C(=O)N[C@@H]3COC[C@@H]3C(=O)NO)cc2)c2ccccc2n1,Papp,1.0,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cell membrane,Cc1cc(COc2ccc(C(=O)N[C@@H]3COC[C@@H]3C(=O)NO)cc2)c2ccccc2n1,1e-06,-6.0
2093045,463260,438197,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(Cc4ccco4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1,Papp,1.1,10^-6 cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cell membrane,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(Cc4ccco4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1,1.1e-06,-5.958607314841775
