activity_id,assay_id,molregno,smiles,standard_type,caco2_value,units,assay_description,canonical_smiles,papp_cms_caco2,log10_caco2
1663163,328699,334133,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1,Papp,2.66,ucm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane at 10 uM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1,2.66e-06,-5.575118363368933
1663164,328699,334513,N[C@@H](Cc1ccc(-c2ccc(F)cc2)cc1)C(=O)N1CCSC1,Papp,16.81,ucm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane at 10 uM,N[C@@H](Cc1ccc(-c2ccc(F)cc2)cc1)C(=O)N1CCSC1,1.6809999999999997e-05,-4.774432286560529
1663165,328699,334175,N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCSC1,Papp,4.56,ucm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane at 10 uM,N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCSC1,4.5599999999999995e-06,-5.341035157335565
1663166,328699,334361,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2F)cc1,Papp,4.93,ucm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane at 10 uM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2F)cc1,4.929999999999999e-06,-5.30715308072277
1663167,328699,334287,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2)cc1,Papp,7.21,ucm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane at 10 uM,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2)cc1,7.21e-06,-5.142064735280571
1710951,351095,345507,Cn1cc(C#N)c2ccccc21,Papp,367.0,10^-7 cm/s,Apparent permeability in Caco-2 cell from apical to basolateral,Cn1cc(C#N)c2ccccc21,3.67e-05,-4.435333935747911
1710956,351095,345516,c1ccc2c(-c3ccncc3)c[nH]c2c1,Papp,262.0,10^-7 cm/s,Apparent permeability in Caco-2 cell from apical to basolateral,c1ccc2c(-c3ccncc3)c[nH]c2c1,2.62e-05,-4.581698708680254
1710958,351095,345739,Cn1cc(C#N)c2ccc(NC(=O)NOCc3ccccc3)cc21,Papp,193.0,10^-7 cm/s,Apparent permeability in Caco-2 cell from apical to basolateral,Cn1cc(C#N)c2ccc(NC(=O)NOCc3ccccc3)cc21,1.9299999999999998e-05,-4.714442690992226
1710959,351095,345982,O=S(=O)(Nc1ccc2c(-c3ccncc3)c[nH]c2c1)c1ccccc1,Papp,65.0,10^-7 cm/s,Apparent permeability in Caco-2 cell from apical to basolateral,O=S(=O)(Nc1ccc2c(-c3ccncc3)c[nH]c2c1)c1ccccc1,6.5e-06,-5.187086643357144
1710961,351095,345526,CN(C(=O)Nc1ccc2c(-c3ccncc3)c[nH]c2c1)c1ccccc1,Papp,143.0,10^-7 cm/s,Apparent permeability in Caco-2 cell from apical to basolateral,CN(C(=O)Nc1ccc2c(-c3ccncc3)c[nH]c2c1)c1ccccc1,1.4299999999999999e-05,-4.844663962534939
1710962,351095,345535,O=C(NOCc1ccccc1)Nc1ccc2c(-c3ccncc3)c[nH]c2c1,Papp,65.0,10^-7 cm/s,Apparent permeability in Caco-2 cell from apical to basolateral,O=C(NOCc1ccccc1)Nc1ccc2c(-c3ccncc3)c[nH]c2c1,6.5e-06,-5.187086643357144
1713437,353246,346294,NC(=O)c1sc(-c2ccc(F)cc2)cc1N,permeability,19.3,ucm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,NC(=O)c1sc(-c2ccc(F)cc2)cc1N,1.9299999999999998e-05,-4.714442690992226
1713438,353246,346611,Cc1cc(C)c2c(N)c(C(N)=O)sc2n1,permeability,13.6,ucm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,Cc1cc(C)c2c(N)c(C(N)=O)sc2n1,1.3599999999999999e-05,-4.866461091629782
1713439,353246,346609,NC(=O)c1sc2ncccc2c1N,permeability,12.8,ucm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,NC(=O)c1sc2ncccc2c1N,1.28e-05,-4.892790030352132
1713440,353246,346131,NC(=O)c1nc(-c2ccc(C(F)(F)F)cc2)oc1N,permeability,18.9,ucm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,NC(=O)c1nc(-c2ccc(C(F)(F)F)cc2)oc1N,1.89e-05,-4.723538195826756
1713441,353246,346514,NC(=O)c1nc(-c2ccccc2)oc1N,permeability,6.4,ucm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,NC(=O)c1nc(-c2ccccc2)oc1N,6.4e-06,-5.1938200260161125
1713442,353246,346301,NC(=O)c1sc(-c2ccccc2)cc1N,permeability,9.3,ucm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,NC(=O)c1sc(-c2ccccc2)cc1N,9.3e-06,-5.031517051446065
1727274,359130,348132,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,Papp,7.34,ucm/s,Apparent permeability from apical to basolateral in Caco-2 cells,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,7.339999999999999e-06,-5.13430394008393
1727270,359130,348810,CC#Cc1ccc2c(c1)C(=O)N([C@H](C)c1ccc(Cl)cc1)[C@@H](c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O,Papp,19.9,ucm/s,Apparent permeability from apical to basolateral in Caco-2 cells,CC#Cc1ccc2c(c1)C(=O)N([C@H](C)c1ccc(Cl)cc1)[C@@H](c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O,1.99e-05,-4.701146923590294
1727271,359130,348996,C#Cc1ccc2c(c1)C(=O)N([C@H](C)c1ccc(Cl)cc1)[C@@H](c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O,Papp,20.9,ucm/s,Apparent permeability from apical to basolateral in Caco-2 cells,C#Cc1ccc2c(c1)C(=O)N([C@H](C)c1ccc(Cl)cc1)[C@@H](c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O,2.0899999999999996e-05,-4.679853713888946
1727273,359130,348972,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(C(F)(F)F)cc1,Papp,10.3,ucm/s,Apparent permeability from apical to basolateral in Caco-2 cells,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(C(F)(F)F)cc1,1.03e-05,-4.987162775294828
1736258,369151,353200,CCC[C@H](CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,Papp,6.0,ucm/s,Apparent permeability from apical to basolateral side of the Caco-2 cell membrane at pH 7.4 at 25 uM,CCC[C@H](CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,6e-06,-5.221848749616356
1736374,369151,352984,CCC[C@H](CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O,Papp,9.0,ucm/s,Apparent permeability from apical to basolateral side of the Caco-2 cell membrane at pH 7.4 at 25 uM,CCC[C@H](CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O,9e-06,-5.045757490560675
1736418,369151,352983,CCC[C@H](CC1(C(=O)Nc2nnc(C)s2)CCCC1)C(=O)O,Papp,1.0,ucm/s,Apparent permeability from apical to basolateral side of the Caco-2 cell membrane at pH 7.4 at 25 uM,CCC[C@H](CC1(C(=O)Nc2nnc(C)s2)CCCC1)C(=O)O,1e-06,-6.0
1751742,379747,355839,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,Papp,43.0,ucm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,4.2999999999999995e-05,-4.366531544420414
1751743,379747,355790,CC(C)c1nnc2ccc(-c3c[nH]nc3-c3cc(F)ccc3F)cn12,Papp,6.0,ucm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,CC(C)c1nnc2ccc(-c3c[nH]nc3-c3cc(F)ccc3F)cn12,6e-06,-5.221848749616356
1751744,379747,355823,CC(C)c1nnc2ccc(-c3cnoc3-c3cc(F)ccc3F)cn12,Papp,41.0,ucm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,CC(C)c1nnc2ccc(-c3cnoc3-c3cc(F)ccc3F)cn12,4.1e-05,-4.3872161432802645
1751746,379747,355824,CC(C)c1nnc2ccc(-c3[nH]cnc3-c3cc(F)ccc3F)cn12,Papp,1.0,ucm/s,Permeability from apical to basolateral side of Caco-2 cell membrane,CC(C)c1nnc2ccc(-c3[nH]cnc3-c3cc(F)ccc3F)cn12,1e-06,-6.0
1776116,406402,139573,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(-c3nn[nH]n3)cnc3ccccc23)cc1,Papp,0.1,ucm/s,Apparent permeability from apical to basolateral side of Caco-2 cell,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(-c3nn[nH]n3)cnc3ccccc23)cc1,1e-07,-7.0
1776117,406402,408842,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Papp,1.15,ucm/s,Apparent permeability from apical to basolateral side of Caco-2 cell,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1.1499999999999998e-06,-5.939302159646388
1776118,406402,360902,CCCCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)n(C)c(=O)c3ccccc23)cc1,Papp,0.01,ucm/s,Apparent permeability from apical to basolateral side of Caco-2 cell,CCCCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)n(C)c(=O)c3ccccc23)cc1,1e-08,-8.0
1776119,406402,360783,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)n(C)c(=O)c3ccccc23)cc1,Papp,0.03,ucm/s,Apparent permeability from apical to basolateral side of Caco-2 cell,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2c(C(=O)O)n(C)c(=O)c3ccccc23)cc1,3e-08,-7.522878745280337
1817620,425776,366845,CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,Papp,17.0,ucm/s,Apparent permeability from apical to basolateral side of Caco-2 cells,CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,1.7e-05,-4.769551078621726
1817626,425776,366980,CCNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,Papp,1.9,ucm/s,Apparent permeability from apical to basolateral side of Caco-2 cells,CCNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,1.8999999999999998e-06,-5.721246399047171
1817627,425776,366965,CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,Papp,25.0,ucm/s,Apparent permeability from apical to basolateral side of Caco-2 cells,CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,2.4999999999999998e-05,-4.6020599913279625
1853693,432269,352984,CCC[C@H](CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O,Papp,9.0,ucm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane at pH 7.4,CCC[C@H](CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O,9e-06,-5.045757490560675
1853709,432269,376154,COCC[C@H](CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O,Papp,12.0,ucm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane at pH 7.4,COCC[C@H](CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O,1.2e-05,-4.920818753952375
1853710,432269,376153,COCC[C@H](CC1(C(=O)N[C@@H]2C[C@H]2c2ccc(OC)cc2)CCCC1)C(=O)O,Papp,7.0,ucm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane at pH 7.4,COCC[C@H](CC1(C(=O)N[C@@H]2C[C@H]2c2ccc(OC)cc2)CCCC1)C(=O)O,7e-06,-5.154901959985743
1853711,432269,376146,COCC[C@H](CC1(C(=O)NCCCc2ccc(Cl)cc2)CCCC1)C(=O)O,Papp,12.0,ucm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane at pH 7.4,COCC[C@H](CC1(C(=O)NCCCc2ccc(Cl)cc2)CCCC1)C(=O)O,1.2e-05,-4.920818753952375
1853712,432269,376145,COCC[C@H](CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,Papp,1.0,ucm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane at pH 7.4,COCC[C@H](CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,1e-06,-6.0
1901353,438969,5638,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,Papp,15.7,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,1.57e-05,-4.804100347590766
1901354,438969,381927,CC1(C)C2=C3CC4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,Papp,5.4,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CC1(C)C2=C3CC4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,5.4e-06,-5.267606240177032
1901355,438969,381917,CS(=O)(=O)Nc1ccc(CCN(CCOc2ccc(NS(C)(=O)=O)cc2)c2ccc([N+](=O)[O-])c3nonc23)cc1,Papp,3.7,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,CS(=O)(=O)Nc1ccc(CCN(CCOc2ccc(NS(C)(=O)=O)cc2)c2ccc([N+](=O)[O-])c3nonc23)cc1,3.7e-06,-5.431798275933005
1953748,440868,394032,NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,Papp,12.0,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,1.2e-05,-4.920818753952375
1953768,440868,394055,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,Papp,29.0,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,2.9e-05,-4.537602002101044
1953769,440868,394050,O=C(NC1Cc2ccccc2N(CC(CO)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,Papp,17.0,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,O=C(NC1Cc2ccccc2N(CC(CO)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,1.7e-05,-4.769551078621726
1953770,440868,394038,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO,Papp,4.0,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO,4e-06,-5.3979400086720375
1955082,440868,394029,O=C(O)CN1C(=O)C(NC(=O)c2cc3sc(Cl)c(Cl)c3[nH]2)Cc2ccccc21,Papp,0.3,10^-6 cm/s,Permeability from apical to basolateral side of the Caco-2 cell membrane,O=C(O)CN1C(=O)C(NC(=O)c2cc3sc(Cl)c(Cl)c3[nH]2)Cc2ccccc21,3e-07,-6.522878745280337
1925482,446562,389012,CC(C)C[C@H](CCNC(=O)[C@H](C)CCNC(=O)[C@@H](CCN)C(C)C)C(=O)O,Papp,3.4,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,CC(C)C[C@H](CCNC(=O)[C@H](C)CCNC(=O)[C@@H](CCN)C(C)C)C(=O)O,3.4e-08,-7.468521082957745
1925485,446562,389023,CC(C)[C@H](N)CC(=S)N[C@@H](C)CC(=O)O,Papp,75.4,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,CC(C)[C@H](N)CC(=S)N[C@@H](C)CC(=O)O,7.540000000000001e-07,-6.122628654130226
1925486,446562,389021,CC(C)C[C@@H](CC(=O)O)NC(=O)C[C@H](C)N,Papp,61.3,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,CC(C)C[C@@H](CC(=O)O)NC(=O)C[C@H](C)N,6.13e-07,-6.212539525481585
1925487,446562,389020,CC(C)C[C@@H](CC(=O)O)NC(=O)[C@@H](C)CN,Papp,9.5,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,CC(C)C[C@@H](CC(=O)O)NC(=O)[C@@H](C)CN,9.5e-08,-7.022276394711152
1925488,446562,389019,NCCCC[C@H](N)CC(=O)N[C@H](CC(=O)O)Cc1ccccc1,Papp,7.2,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,NCCCC[C@H](N)CC(=O)N[C@H](CC(=O)O)Cc1ccccc1,7.200000000000001e-08,-7.142667503568732
1925489,446562,389018,C[C@H](N)CC(=O)N[C@@H](CCCCN)CC(=O)O,Papp,3.7,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,C[C@H](N)CC(=O)N[C@@H](CCCCN)CC(=O)O,3.7e-08,-7.431798275933005
1925490,446562,389017,CC(C)C[C@@H](CNC(=O)[C@@H](C)CNC(=O)[C@H](CN)C(C)C)C(=O)O,Papp,2.4,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,CC(C)C[C@@H](CNC(=O)[C@@H](C)CNC(=O)[C@H](CN)C(C)C)C(=O)O,2.4e-08,-7.619788758288394
1925491,446562,389016,C[C@H](N)CC(=O)N[C@@H](CCCCN)CC(=O)N[C@H](CC(=O)O)Cc1ccccc1,Papp,4.9,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,C[C@H](N)CC(=O)N[C@@H](CCCCN)CC(=O)N[C@H](CC(=O)O)Cc1ccccc1,4.9e-08,-7.309803919971486
1925492,446562,389015,NCCCC[C@@H](CC(=O)N[C@H](CC(=O)O)Cc1ccccc1)NC(=O)C[C@@H](N)CO,Papp,3.7,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,NCCCC[C@@H](CC(=O)N[C@H](CC(=O)O)Cc1ccccc1)NC(=O)C[C@@H](N)CO,3.7e-08,-7.431798275933005
1925493,446562,389014,C[C@@H](CC(=O)O)NC(=O)C[C@H](C)NC(=O)C[C@@H](N)CO,Papp,4.4,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,C[C@@H](CC(=O)O)NC(=O)C[C@H](C)NC(=O)C[C@@H](N)CO,4.4000000000000004e-08,-7.356547323513813
1925494,446562,389013,CCC[C@@H](C[C@H](C)NC(=O)[C@H](C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)C[C@@H](C)N)C(C)C)C(=O)O,Papp,3.3,10^-8cm/s,Apparent permeability from apical to basolateral side of human Caco-2 cells,CCC[C@@H](C[C@H](C)NC(=O)[C@H](C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)C[C@@H](C)N)C(C)C)C(=O)O,3.3e-08,-7.481486060122113
1974980,448319,405779,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(C)O2,permeability,19.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(C)O2,1.8999999999999998e-05,-4.721246399047171
1974981,448319,405861,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,9.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,9e-06,-5.045757490560675
1974982,448319,405858,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCOCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,2.8,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCOCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,2.8e-06,-5.552841968657781
1974983,448319,405854,CCOCCCN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,permeability,13.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCOCCCN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,1.3e-05,-4.886056647693163
1974984,448319,405846,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)OC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,2.1,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)OC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,2.1e-06,-5.6777807052660805
1974985,448319,405844,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNS(C)(=O)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,1.8,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNS(C)(=O)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,1.8e-06,-5.744727494896694
1974986,448319,405842,CCNC(=O)CN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,permeability,21.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCNC(=O)CN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,2.1e-05,-4.6777807052660805
1974987,448319,405840,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCC(=O)NC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,5.1,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCC(=O)NC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,5.0999999999999995e-06,-5.292429823902063
1974988,448319,405838,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)CO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,1.5,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)CO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,1.5e-06,-5.823908740944319
1974989,448319,405834,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,10.6,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,1.0599999999999998e-05,-4.97469413473523
1974990,448319,405830,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,6.3,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,6.3e-06,-5.200659450546419
1974991,448319,405815,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,10.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,9.999999999999999e-06,-5.0
1974992,448319,405790,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,1.4,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,1.4e-06,-5.853871964321762
1974993,448319,405789,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,permeability,32.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,3.2e-05,-4.494850021680094
1974994,448319,405808,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@@](C)(c1ccccc1)O2,permeability,1.9,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@@](C)(c1ccccc1)O2,1.8999999999999998e-06,-5.721246399047171
1974995,448319,405807,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@](C)(c1ccccc1)O2,permeability,2.1,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@](C)(c1ccccc1)O2,2.1e-06,-5.6777807052660805
1974996,448319,405796,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1ccc(Cl)cc1)O2,permeability,34.0,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1ccc(Cl)cc1)O2,3.4e-05,-4.468521082957745
1974997,448319,405794,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cccc(C(F)(F)F)c1)O2,permeability,8.8,10^-6 cm/s,Permeability from apical to basolateral side of the human Caco-2 cell membrane,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cccc(C(F)(F)F)c1)O2,8.8e-06,-5.055517327849832
