activity_id,assay_id,molregno,smiles,standard_type,pampa_value,units,assay_description
12151087,878575,1441115,O=C(CCC1=CCN(Cc2ccc(Br)cc2)C1=O)NO,permeability,10.16,nm/s,Passive permeability of the compound by PAMPA
12151088,878575,1441113,O=C(CCC1=CCN(Cc2ccc(F)cc2)C1=O)NO,permeability,19.31,nm/s,Passive permeability of the compound by PAMPA
12159404,878936,381693,Cn1c(=O)c2[nH]cnc2n(C)c1=O,permeability,0.09,ucm/s,Permeability at 10 uM at pH 7.4 by PAMPA method
12159405,878936,182165,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,permeability,17.3,ucm/s,Permeability at 10 uM at pH 7.4 by PAMPA method
12161170,878936,1441831,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(NS(C)(=O)=O)cc(C(=O)N[C@H](C)c2ccccc2)c1,permeability,8.58,ucm/s,Permeability at 10 uM at pH 7.4 by PAMPA method
12188357,882273,1446539,Nc1c2c(nc3c1C(c1ccc(Cl)c(Cl)c1)c1ccc4ccccc4c1O3)CCCC2,permeability,12.3,ucm/s,Permeability of the compound by PAMPA
12188358,882273,1446537,Nc1c2c(nc3c1C(c1ccc([N+](=O)[O-])cc1)c1ccc4ccccc4c1O3)CCCC2,permeability,16.1,ucm/s,Permeability of the compound by PAMPA
12188359,882273,1446536,COc1cc(C2c3ccc4ccccc4c3Oc3nc4c(c(N)c32)CCCC4)cc(OC)c1OC,permeability,23.4,ucm/s,Permeability of the compound by PAMPA
12188360,882273,1446535,COc1ccc(C2c3ccc4ccccc4c3Oc3nc4c(c(N)c32)CCCC4)c(OC)c1,permeability,14.6,ucm/s,Permeability of the compound by PAMPA
12631817,933979,1511706,O[C@@H]1COC[C@H]1Nc1nc(Nc2cc(Cl)cc(Cl)c2)ncc1Br,permeability,0.3,ucm/s,Permeability of the compound by PAMPA
12631818,933979,1511705,O[C@@H]1COC[C@H]1Nc1nc(Nc2cc(Cl)cc(Cl)c2)ncc1-c1ccc(F)cc1,permeability,0.01,ucm/s,Permeability of the compound by PAMPA
12631819,933979,1511704,O[C@@H]1COC[C@H]1Nc1nc(Nc2cc(Cl)cc(Cl)c2)ncc1-c1cccnc1,permeability,1,ucm/s,Permeability of the compound by PAMPA
12631820,933979,1511703,Cc1cc(-c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)on1,permeability,0.03,ucm/s,Permeability of the compound by PAMPA
12631821,933979,1511702,Cc1cc(-c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCNCC2)on1,permeability,0.2,ucm/s,Permeability of the compound by PAMPA
12631822,933979,1511701,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@@H]2COC[C@H]2O)CC1,permeability,1.4,ucm/s,Permeability of the compound by PAMPA
12631823,933979,1511700,CC[C@@H](CO)Nc1nc(Nc2cc(Cl)cc(Cl)c2)ncc1C(=O)NC1CCN(C)CC1,permeability,2,ucm/s,Permeability of the compound by PAMPA
12631824,933979,1511699,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@H]2CCCCNC2=O)CC1,permeability,0.2,ucm/s,Permeability of the compound by PAMPA
12631825,933979,1511698,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCOCC2)CC1,permeability,0.1,ucm/s,Permeability of the compound by PAMPA
12631826,933979,1511697,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)CC1,permeability,0.3,ucm/s,Permeability of the compound by PAMPA
12631827,933979,1511696,CN1CCC(NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC2CCC(N(C)C)CC2)CC1,permeability,2,ucm/s,Permeability of the compound by PAMPA
12631828,933979,1511695,CN1CCC(NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC2CCNCC2)CC1,permeability,0.1,ucm/s,Permeability of the compound by PAMPA
12631829,933979,1511694,CN1CCC(NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC2CCCC2)CC1,permeability,0.02,ucm/s,Permeability of the compound by PAMPA
12631830,933979,1511693,COc1ccccc1CNc1ncc(C(=O)NC2CCN(C)CC2)c(NC2CCCC2)n1,permeability,1.2,ucm/s,Permeability of the compound by PAMPA
12631832,933979,1511691,COc1ccccc1CNc1ncc(C(=O)NCCc2nnn[nH]2)c(NC2CCCC2)n1,permeability,21,ucm/s,Permeability of the compound by PAMPA
12631833,933979,1511388,COc1ccccc1CNc1ncc(C(=O)NCCNC(C)=O)c(NC2CCCC2)n1,permeability,1.9,ucm/s,Permeability of the compound by PAMPA
12631834,933979,1511707,COc1ccccc1CNc1ncc(C(=O)NCCCO)c(NC2CCCC2)n1,permeability,0.9,ucm/s,Permeability of the compound by PAMPA
12631835,933979,1511349,O=C(NCCCN1CCOC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,permeability,0,ucm/s,Permeability of the compound by PAMPA
12631836,933979,1511348,O=C(NCCCN1CCCC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,permeability,0.1,ucm/s,Permeability of the compound by PAMPA
12631837,933979,1511346,COc1ccccc1CNc1ncc(C(=O)NCCCN2CCCC2=O)c(NC2CCCC2)n1,permeability,1.5,ucm/s,Permeability of the compound by PAMPA
12660076,940605,1516322,CCc1nc2c(C)cn(Cc3ccccc3C#N)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,permeability,19,ucm/s,Permeability of the compound by PAMPA
12660077,940605,1516321,CCc1nc2c(C)cn(Cc3ccccc3C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,permeability,7,ucm/s,Permeability of the compound by PAMPA
12660078,940605,1516593,CCc1nc2ccn(Cc3ccccc3C#N)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,permeability,10.7,ucm/s,Permeability of the compound by PAMPA
12660079,940605,1516592,CCc1nc2ccn(Cc3ccccc3C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,permeability,3.6,ucm/s,Permeability of the compound by PAMPA
12646135,941173,1519963,O=C(Nc1cccc(-c2nc3ccccc3o2)c1)c1cc([N+](=O)[O-])ccc1Cl,permeability,45,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646173,941173,1518449,COc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCN(C)CC2)cc1Cl,permeability,676,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646174,941173,1518448,CN1CCN(c2cc(Cl)c(C(=O)Nc3cccc(-c4nc5ccccc5s4)c3)cc2[N+](=O)[O-])CC1,permeability,366,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646175,941173,1517122,O=C(Nc1ccc(F)c(-c2nc3ccccc3o2)c1)c1cc([N+](=O)[O-])ccc1Cl,permeability,366,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646176,941173,1519980,O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cc([N+](=O)[O-])ccc1Cl,permeability,352,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646177,941173,1518461,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])c(O)cc1Cl,permeability,307,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646178,941173,1518450,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])c(N2CCNCC2)cc1Cl,permeability,276,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646179,941173,1519984,COc1ccc(-c2nc3ccccc3o2)cc1NC(=O)c1cc([N+](=O)[O-])ccc1Cl,permeability,274,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646180,941173,1519975,O=C(Nc1nc2c(Cl)cccc2s1)c1cc([N+](=O)[O-])ccc1Cl,permeability,242,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646181,941173,1519986,O=C(Nc1cc(-c2nc3ccccc3o2)ccc1F)c1cc([N+](=O)[O-])ccc1Cl,permeability,214,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646182,941173,1517129,O=C(Nc1cc(-c2nc3ccccc3s2)ccc1F)c1cc([N+](=O)[O-])ccc1Cl,permeability,191,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646183,941173,1519974,O=C(Nc1nc2ccc(Cl)cc2s1)c1cc([N+](=O)[O-])ccc1Cl,permeability,138,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646186,941173,1519985,Cc1cc(NC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc(-c2nc3ccccc3o2)c1O,permeability,105,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646187,941173,1519397,Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCN(C)CC2)cc1Cl,permeability,74,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646190,941173,1517127,Cc1cc(NC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc(-c2nc3ccccc3s2)c1O,permeability,48,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646192,941173,1519969,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc([N+](=O)[O-])ccc1Cl,permeability,44,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646193,941173,1517123,Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])ccc1Cl,permeability,41,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646194,941173,1519971,O=C(Nc1nc(-c2ccc(F)c(F)c2)cs1)c1cc([N+](=O)[O-])ccc1Cl,permeability,37,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646195,941173,1519981,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc([N+](=O)[O-])ccc1Cl,permeability,26,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646197,941173,1518452,COC(=O)C1CCN(c2cc(Cl)c(C(=O)Nc3cc(-c4nc5ccccc5s4)ccc3C)cc2[N+](=O)[O-])CC1,permeability,24,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646202,941173,1518451,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])c(N2CCOCC2)cc1Cl,permeability,18,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646205,941173,1518455,Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCC(C(=O)O)CC2)cc1Cl,permeability,17,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646206,941173,1517130,O=C(Nc1ccc(F)c(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])ccc1Cl,permeability,17,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646216,941173,1518453,COc1cc(Cl)c(C(=O)Nc2cccc(-c3nc4ccccc4s3)c2)cc1[N+](=O)[O-],permeability,12,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646220,941173,1518456,CCOC(=O)Cc1cc(Cl)c(C(=O)Nc2cc(-c3nc4ccccc4s3)ccc2C)cc1[N+](=O)[O-],permeability,10,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12647432,941173,1519977,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])ccc1Cl,permeability,12,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12647433,941173,1519968,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cc([N+](=O)[O-])ccc1Cl,permeability,8,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12647426,941173,1519973,O=C(Nc1nc2ccc(F)cc2s1)c1cc([N+](=O)[O-])ccc1Cl,permeability,10,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12647440,941173,1518457,COc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCC(C(=O)O)CC2)cc1Cl,permeability,5,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12647446,941173,1517133,Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCNCC2)cc1Cl,permeability,4,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12647453,941173,1517132,O=C(Nc1ccc(Cl)c(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])ccc1Cl,permeability,3,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12647454,941173,1519972,O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cc([N+](=O)[O-])ccc1Cl,permeability,3,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12647455,941173,1519970,O=C(Nc1nc(-c2cccc(F)c2)cs1)c1cc([N+](=O)[O-])ccc1Cl,permeability,3,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12648972,941173,1518460,O=C(O)COc1cc(Cl)c(C(=O)Nc2cccc(-c3nc4ccccc4s3)c2)cc1[N+](=O)[O-],permeability,1,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12648973,941173,1518459,Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCCCC2)cc1Cl,permeability,1,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12648974,941173,1518458,COC(=O)C1CCN(c2cc(Cl)c(C(=O)Nc3cc(-c4nc5ccccc5s4)ccc3OC)cc2[N+](=O)[O-])CC1,permeability,1,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12648975,941173,1518454,Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N(C)C)cc1Cl,permeability,1,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12646184,941174,1518448,CN1CCN(c2cc(Cl)c(C(=O)Nc3cccc(-c4nc5ccccc5s4)c3)cc2[N+](=O)[O-])CC1,permeability,108,ucm/s,Permeability of the compound at pH 3.0 by PAMPA
12646185,941174,1518451,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])c(N2CCOCC2)cc1Cl,permeability,106,ucm/s,Permeability of the compound at pH 3.0 by PAMPA
12646188,941174,1519397,Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCN(C)CC2)cc1Cl,permeability,60,ucm/s,Permeability of the compound at pH 3.0 by PAMPA
12646189,941174,1519977,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])ccc1Cl,permeability,51,ucm/s,Permeability of the compound at pH 3.0 by PAMPA
12647500,941174,1517133,Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])c(N2CCNCC2)cc1Cl,permeability,0.6,ucm/s,Permeability of the compound at pH 3.0 by PAMPA
12648971,941174,1518450,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cc([N+](=O)[O-])c(N2CCNCC2)cc1Cl,permeability,1,ucm/s,Permeability of the compound at pH 3.0 by PAMPA
12699346,943349,1522106,O=c1cc(-c2ccccc2)c2ccccc2n1CC1CN2CCC1CC2,permeability,900,nm/s,Permeability of the compound at pH 7.4 by PAMPA
12699347,943349,1522107,O=c1cc(-c2ccccc2)c2ccccc2n1CC1CNCCO1,permeability,550,nm/s,Permeability of the compound at pH 7.4 by PAMPA
12699348,943349,1422105,c1cnc2c(c1)C[C@@]1(CN3CCC1CC3)O2,permeability,510,nm/s,Permeability of the compound at pH 7.4 by PAMPA
12699349,943349,1522099,O=c1cc(-c2cccc3[nH]ccc23)c2ccccc2n1CC1CN2CCC1CC2,permeability,400,nm/s,Permeability of the compound at pH 7.4 by PAMPA
12699350,943349,1522096,O=c1cc(-c2ccccc2)c2ccccc2n1CC1CN2CCC1(F)CC2,permeability,380,nm/s,Permeability of the compound at pH 7.4 by PAMPA
12699351,943349,1522097,CC(=O)NCc1cccc(-c2cc(=O)n(CC3CN4CCC3CC4)c3ccccc23)c1,permeability,1,nm/s,Permeability of the compound at pH 7.4 by PAMPA
12699352,943349,1522098,CS(=O)(=O)NCc1cccc(-c2cc(=O)n(CC3CN4CCC3CC4)c3ccccc23)c1,permeability,0,nm/s,Permeability of the compound at pH 7.4 by PAMPA
12682698,943495,1525765,CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN1CCN(c3ccccc3)CC1)C2=O,permeability,20.6,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682688,943495,1526272,CC(C)=CCC12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5ccccc5O[C@]431)C2=O,permeability,29.3,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682670,943495,1370,CC(C)NCC(O)COc1cccc2ccccc12,permeability,541.5,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682671,943495,1525316,CC(C)=CCC12OC[C@@H]3[C@@H](CN(CCO)CCO)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,197.2,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682672,943495,1525311,CC(C)=CCC12OC[C@@H]3[C@@H](CN(C)C)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,189.1,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682673,943495,1525773,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCN(C)CC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,155.7,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682674,943495,1525771,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCOCC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,153.2,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682675,943495,1525321,CC(=O)OC[C@@H]1[C@H]2COC3(CC=C(C)C)C(=O)[C@@H]1C=C1C(=O)c4c(O)cccc4O[C@]123,permeability,143.3,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682676,943495,1525318,CC(C)=CCC12OC[C@@H]3[C@@H](COC(C)C)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,123.2,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682677,943495,1525769,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCCC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,108.1,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682678,943495,1525319,CC(C)=CCC12OC[C@@H]3[C@@H](COCc4ccccc4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,82.5,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682679,943495,1526271,CC(C)=CCC12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,77.6,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682680,943495,1525325,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCN(c5ccccc5)CC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,77.3,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682681,943495,1525323,CC(C)=CCC12OC[C@@H]3[C@@H](COC(=O)Cc4ccccc4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,67.3,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682682,943495,1525315,CCCCN(CCCC)C[C@@H]1[C@H]2COC3(CC=C(C)C)C(=O)[C@@H]1C=C1C(=O)c4c(O)cccc4O[C@]123,permeability,50.1,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682683,943495,1525338,CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN(C)C)C2=O,permeability,41.9,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682684,943495,1525772,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCNCC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,permeability,37.2,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682685,943495,1525777,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCOCC4)[C@@H](C=C4C(=O)c5c(O)cc6c(c5O[C@]431)C=CC(C)(C)O6)C2=O,permeability,36.3,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682686,943495,1525761,CC(=O)OC[C@@H]1[C@H]2COC3(CC=C(C)C)C(=O)[C@@H]1C=C1C(=O)c4c(O)cc(O)c(CC=C(C)C)c4O[C@]123,permeability,34.2,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682687,943495,581814,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,permeability,30,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682689,943495,1525784,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN3CCOCC3)[C@]14O2,permeability,28.4,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682690,943495,1526270,CC(C)=CCC12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cc(O)cc5O[C@]431)C2=O,permeability,27.5,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682691,943495,1525332,CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN1CCCCC1)C2=O,permeability,27.3,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682692,943495,561598,CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,permeability,26.5,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682693,943495,1526277,CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCOCC4)[C@@H](C=C4C(=O)c5c(cc6c(c5O)C=CC(C)(C)O6)O[C@]431)C2=O,permeability,26.4,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682694,943495,1525782,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN3CCCC3)[C@]14O2,permeability,26.2,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682695,943495,1525344,CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4COC(C)C)C2=O,permeability,23.5,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682696,943495,1525793,CCCCN(CCCC)C[C@@H]1[C@H]2COC3(CC=C(C)C)C(=O)[C@@H]1C=C1C(=O)c4c(cc(O)c(CC=C(C)C)c4O)O[C@]123,permeability,22.7,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682697,943495,1526262,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@@H]3C[C@H]4COC(CC=C(C)C)(C3=O)[C@@]14O2,permeability,21.9,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682699,943495,1525343,CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN(CCO)CCO)C2=O,permeability,19,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682700,943495,1526260,CC(C)=CCC12OC[C@@H]3C[C@@H](C=C4C(=O)c5c(cc6c(c5O)C=CC(C)(C)O6)O[C@]431)C2=O,permeability,16.8,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682701,943495,1525331,CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN1CCCC1)C2=O,permeability,15.6,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682702,943495,1526261,CC(C)=CCC12OC[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cc6c(c5O[C@]431)C=CC(C)(C)O6)C2=O,permeability,13.6,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682703,943495,1525330,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN3CCN(c5ccccc5)CC3)[C@]14O2,permeability,13.2,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682704,943495,1525789,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN(C)C)[C@]14O2,permeability,12.2,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682705,943495,1526263,CC(C)=CCc1c(O)cc(O)c2c1O[C@]13C(=C[C@@H]4C[C@H]1COC3(CC=C(C)C)C4=O)C2=O,permeability,12.1,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682706,943495,1525342,CCCCN(CCCC)C[C@@H]1[C@H]2COC3(CC=C(C)C)C(=O)[C@@H]1C=C1C(=O)c4c(O)cc(O)c(CC=C(C)C)c4O[C@]123,permeability,11.8,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682707,943495,1525759,CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4COCc1ccccc1)C2=O,permeability,11,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682708,943495,1526269,CC(C)=CCc1c(O)cc(O)c2c1O[C@]13C(=C[C@@H]4C[C@H]1C(C)(C)OC3(CC=C(C)C)C4=O)C2=O,permeability,10.3,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682709,943495,1525763,CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4COC(=O)Cc1ccccc1)C2=O,permeability,9.8,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682710,943495,1525794,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN(CCO)CCO)[C@]14O2,permeability,9.1,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
12682711,943495,1525781,CCCCN(CCCC)C[C@@H]1[C@H]2COC3(CC=C(C)C)C(=O)[C@@H]1C=C1C(=O)c4c(O)cc5c(c4O[C@]123)C=CC(C)(C)O5,permeability,8.2,ucm/s,Permeability of the compound at pH 7.4 by PAMPA
