smiles,log10_caco2,log10_pampa,log10_mdck,split
CC(C)(C)c1ncc2c(n1)-c1sc(NC(=O)N3CCC[C@@]3(C)C(N)=O)nc1CC2,-5.468521082957745,,,train
CC(C)(C)c1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1,-5.366531544420414,,,train
CC(C)(C)c1noc(C(=O)NC2CCCc3cc(-c4ccnc5[nH]c(-c6cnn(C7CCOCC7)c6)nc45)ccc32)n1,-6.3979400086720375,,,train
CC(C)(C)c1noc(C(=O)NCc2ccc(-c3ccnc4[nH]c(-c5cnn(C6CCOCC6)c5)nc34)cc2F)n1,-6.096910013008056,,,val
CC(C)(C)c1noc(C(=O)NCc2ccc(-c3ccnc4[nH]c(-c5cnn(CCN6CCOCC6)c5)nc34)cc2F)n1,-6.301029995663981,,,train
CC(C)(C)c1noc([C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)n1,-4.698970004336019,,,train
CC(C)(C)n1cc(CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,,-7.0,,val
CC(C)(C)n1nc(Cc2cccc(Cl)c2)c2c(N)ncnc21,-4.367542707815276,,,train
CC(C)(C)n1nc(Oc2cccc(Cl)c2)c2c(N)ncnc21,-4.458420756053419,,,train
CC(C)(CC1Cc2ccccc2C1)NC[C@@H](O)COc1cc(C2CC3CC2C2C(C(=O)O)C32)ccc1C#N,,,-5.275724130399211,train
CC(C)(CCl)C(=O)Nc1cccc(-c2nc3ccccc3s2)c1,,-3.050122295963125,,train
CC(C)(CN1CC2CCC1C2)NCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12,,,-4.600326278518962,train
CC(C)(CN1CCCCC1)Oc1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1,,-2.716585688498805,,test
CC(C)(CNc1noc2ccccc12)c1ccccc1,-6.935542010773082,,,train
CC(C)(COc1ccc(-c2ccc(NC(=O)c3ccc4ccccc4c3)cc2)cn1)C(=O)O,-5.102372908709558,,,train
CC(C)(COc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,,,-5.3979400086720375,train
CC(C)(F)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,-5.721246399047171,,,val
CC(C)(F)c1nc([C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)no1,-4.853871964321762,,,train
CC(C)(F)c1ncncc1CNc1ncc(C#N)c(N[C@@H]2C[C@H](O)C2(C)C)n1,-4.443697499232713,,,train
CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)c(F)c2)C1,-6.075720713938119,,,train
CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)cc2)C1,-5.835647144215563,,,train
CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)c(F)c2)C1,-6.853871964321762,,,train
CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1,-5.515700160653214,,,train
CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1(C)C,-5.920818753952375,,,train
CC(C)(N)C(=O)N1CCn2c(nc(-c3cccc(F)c3)c2Nc2ccc(F)cc2)C1,-5.97061622231479,,,train
CC(C)(N)C[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1,,,-5.698970004336019,train
CC(C)(N)c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1,,-5.026872146400302,,train
CC(C)(NC(=O)c1cc(F)cc2cc(-c3ccc(Cl)cc3)oc12)C(=O)O,-4.966576244513051,,,train
CC(C)(NC(=O)c1cc(F)cnc1Oc1ccc(F)cc1)c1ccc(C(=O)O)cc1,-4.440093374963888,,,train
CC(C)(NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1)C(N)=O,-7.045757490560675,,,train
CC(C)(Nc1ccc2[nH]nc(-c3ccc(N4CCNCC4)nc3)c2c1)c1ccccc1,,,-4.958607314841775,test
CC(C)(O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,-6.97469413473523,,,train
CC(C)(O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,-6.7447274948966935,,,train
CC(C)(O)C(=O)Nc1sc(S(=O)(=O)c2ccc(F)cc2)cc1C(N)=O,,,-5.3979400086720375,train
CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,-7.296708621881339,,,val
CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,-6.823908740944319,,,train
CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,-6.920818753952375,,,val
CC(C)(O)CCCn1c(Cn2nc(S(C)(=O)=O)c3ccncc32)nc2cc(Cl)ccc21,,-5.590066876668706,,train
CC(C)(O)CCN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2C1=O,,,-5.318758762624413,train
CC(C)(O)CCc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,-5.772113295386326,,,test
CC(C)(O)CCn1c(Cn2nc(S(C)(=O)=O)c3ccncc32)nc2cc(Cl)ccc21,,-5.621602099051862,,test
CC(C)(O)CNC(=O)c1cnc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc[nH]n3)cc2)cn1,-5.522878745280337,,,train
CC(C)(O)CS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCOCC1,,,-4.552841968657781,train
CC(C)(O)C[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1,,,-4.638272163982407,test
CC(C)(O)Cn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,-4.462180904926726,,,train
CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCC(N4CC(F)(F)C4)CC3)cc2C1=O,,,-4.790484985457369,train
CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCC(N4CCC4)CC3)cc2C1=O,,,-7.0,train
CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(C4CC(F)(F)C4)CC3)cc2C1=O,,,-4.950781977329818,val
CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(C4COC4)CC3)cc2C1=O,,,-6.154901959985743,train
CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CC(F)F)CC3)cc2C1=O,,,-5.292429823902063,train
CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2C1=O,,,-5.040958607678906,train
CC(C)(O)[C@H](F)CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2S1(=O)=O,,,-5.259637310505756,val
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CC1,-7.091514981121351,,,train
CC(C)(O)[C@H]1CC[C@H](NC(=O)N2CCc3c(cnn3-c3cccc(F)c3)C2)CC1,,-6.657577319177793,,val
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2ccc3c(ccn3-c3cccc(F)c3)c2)CC1,,-6.327902142064283,,val
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2ccc3c(cnn3-c3cccc(F)c3)c2)CC1,,-6.292429823902063,,train
CC(C)(O)[C@]1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2O1,,,-4.6777807052660805,train
CC(C)(O)c1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,,-6.346787486224656,,val
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,,,-5.221848749616356,train
CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,,-11.522878745280336,,train
CC(C)(O)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,,,-4.721246399047171,test
CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O,,,-5.096910013008056,train
CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cn1)C(=O)O,,,-5.045757490560675,test
CC(C)(Oc1cccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)c1)C(=O)O,,,-5.0,train
CC(C)(S)C(N)C(=O)O,-4.882066164960358,,,train
CC(C)(c1cc(N2CCOCC2)nc(-c2cccc3[nH]ccc23)n1)S(C)(=O)=O,-4.795880017344075,,,train
CC(C)/C(=C1/SC(=O)NC1=O)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,,,-4.6401645176601125,train
CC(C)/C(=C1\C(=O)NC(=O)N1C)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,,,-5.164309428507575,train
CC(C)=CCC12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cc(O)cc5O[C@]431)C2=O,,-4.560667306169737,,train
CC(C)=CCC12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-4.110138278741812,,train
CC(C)=CCC12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5ccccc5O[C@]431)C2=O,,-4.533132379645891,,train
CC(C)=CCC12OC[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cc6c(c5O[C@]431)C=CC(C)(C)O6)C2=O,,-4.866461091629782,,test
CC(C)=CCC12OC[C@@H]3C[C@@H](C=C4C(=O)c5c(cc6c(c5O)C=CC(C)(C)O6)O[C@]431)C2=O,,-4.774690718274138,,val
CC(C)=CCC12OC[C@@H]3[C@@H](CN(C)C)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-3.72330847115496,,test
CC(C)=CCC12OC[C@@H]3[C@@H](CN(CCO)CCO)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-3.705093089394808,,train
CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCCC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-3.96617430604669,,train
CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCN(C)CC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-3.80771138743188,,train
CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCN(c5ccccc5)CC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-4.111820506081675,,train
CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCNCC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-4.429457060118103,,train
CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCOCC4)[C@@H](C=C4C(=O)c5c(O)cc6c(c5O[C@]431)C=CC(C)(C)O6)C2=O,,-4.440093374963888,,train
CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCOCC4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-3.814741234703415,,train
CC(C)=CCC12OC[C@@H]3[C@@H](CN4CCOCC4)[C@@H](C=C4C(=O)c5c(cc6c(c5O)C=CC(C)(C)O6)O[C@]431)C2=O,,-4.578396073130169,,val
CC(C)=CCC12OC[C@@H]3[C@@H](COC(=O)Cc4ccccc4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-4.171984935776023,,train
CC(C)=CCC12OC[C@@H]3[C@@H](COC(C)C)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-3.9093892921715936,,train
CC(C)=CCC12OC[C@@H]3[C@@H](COCc4ccccc4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-4.0835460514500745,,test
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,,-5.1075131450228,,test
CC(C)=CC[C@@]12OC(C)(C)[C@@H]3C[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O,,-4.7447274948966935,,train
CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN(C)C)C2=O,,-4.377785977033705,,train
CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN(CCO)CCO)C2=O,,-4.721246399047171,,train
CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN1CCCC1)C2=O,,-4.806875401645539,,train
CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN1CCCCC1)C2=O,,-4.563837352959244,,train
CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4CN1CCN(c3ccccc3)CC1)C2=O,,-4.686132779630847,,train
CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4COC(=O)Cc1ccccc1)C2=O,,-5.008773924307505,,train
CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4COC(C)C)C2=O,,-4.628932137728264,,train
CC(C)=CCc1c(O)cc(O)c2c1O[C@@]13C(=C[C@H]4C(=O)C1(CC=C(C)C)OC[C@@H]3[C@H]4COCc1ccccc1)C2=O,,-4.958607314841775,,train
CC(C)=CCc1c(O)cc(O)c2c1O[C@]13C(=C[C@@H]4C[C@H]1C(C)(C)OC3(CC=C(C)C)C4=O)C2=O,,-4.987162775294828,,test
CC(C)=CCc1c(O)cc(O)c2c1O[C@]13C(=C[C@@H]4C[C@H]1COC3(CC=C(C)C)C4=O)C2=O,,-4.91721462968355,,train
CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@@H]3C[C@H]4COC(CC=C(C)C)(C3=O)[C@@]14O2,,-4.6595558851598815,,val
CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN(C)C)[C@]14O2,,-4.913640169325252,,train
CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN(CCO)CCO)[C@]14O2,,-5.040958607678906,,train
CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN3CCCC3)[C@]14O2,,-4.581698708680254,,train
CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN3CCN(c5ccccc5)CC3)[C@]14O2,,-4.87942606879415,,train
CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN3CCOCC3)[C@]14O2,,-4.546681659952962,,train
CC(C)=Cc1nn(CCC(C)(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,-6.0,,,train
CC(C)C(/C=C1/C(=O)NC(=O)N1C)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,,,-4.85078088734462,train
CC(C)C(/C=C1\NC(=O)NC1=O)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,,,-4.910094888560602,train
CC(C)C(/C=C1\OC(=O)NC1=O)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,,,-5.00436480540245,train
CC(C)C(/C=C1\SC(=O)NC1=O)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,,,-4.812479279163537,train
CC(C)C(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,-6.301029995663981,,,train
CC(C)C(=O)N1CCC(c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1,,,-4.795880017344075,train
CC(C)C(=O)Nc1ccc2oc(-c3ccc(C(C)(C)C)cc3)nc2c1,-7.138883955838605,-2.7175138378138923,,train
CC(C)C(=O)OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,-5.6777807052660805,,,train
CC(C)C(=O)O[C@H]1[C@@H](F)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CNS(=O)(=O)NC(=O)c1ccccc1O.CCN(CC)CC,-6.3979400086720375,,,train
CC(C)C(CC1C(=O)NC(=O)N1C)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,,,-4.7544873321858505,val
CC(C)C(CC1NC(=O)NC1=O)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,,,-4.767003889607846,train
CC(C)C(c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O)C1SC(=O)NC1=O,,,-4.580044251510242,train
CC(C)C1=C(C(=O)Nc2nncs2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,,-4.609064892896621,,test
CC(C)CC(=O)N1CCC2(CC1)CC2CNC(=O)N1Cc2ccncc2C1,,,-5.136677139879544,train
CC(C)CC(=O)OCCc1cn(-c2ccc(NC(=O)Nc3ccccc3C(F)(F)F)cc2)nn1,,-5.372634143407267,,train
CC(C)CC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,-4.494850021680094,,,train
CC(C)CC1=C(C(=O)Nc2nncs2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,,-4.369572124974976,,train
CC(C)CC1NC(=O)[C@H]2CCCN2C(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,,-6.744727494896694,,test
CC(C)CC1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,,-6.552841968657781,,train
CC(C)CC1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC(=O)[C@H](CC(C)C)NC1=O,,-6.853871964321762,,train
CC(C)CC1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)C(CCC(=O)N2CCCC2)NC1=O,,-6.638272163982407,,train
CC(C)CCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CN)C(=O)N[C@@H](CC1CCCC1)C(=O)N1CCC[C@H]1c1nc(-c2ccccc2)cn1CC1CCCCC1)C(C)C,-6.136677139879544,,,train
CC(C)CCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CN)C(=O)N[C@@H](CC1CCCC1)C(=O)N[C@@H](C)c1nc2cccc(-c3ccccc3)c2[nH]1)C(C)C,-5.739928612014925,,,train
CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2CCCC21,-5.481486060122113,,,train
CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2CCCCC21,-5.508638306165728,,,train
CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2CCCN21,-6.698970004336019,,,train
CC(C)CCN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1,,-2.657577319177794,,train
CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,-4.6020599913279625,,,train
CC(C)CCNc1ccc(-c2cnc3ccc(N4CCC(N(C)C)CC4)nn23)cn1,,-6.863279432843593,,val
CC(C)CCNc1ccc(-c2cnc3ccc(N4CCC(N)CC4)nn23)cn1,,-7.259637310505756,,train
CC(C)CCNc1ccc(-c2cnc3ccc(NC4CCN(C)C4)nn23)cn1,,-6.943095148663527,,train
CC(C)CCNc1ccc(-c2cnc3ccc(NC4CCN(C)CC4)nn23)cn1,,-7.091514981121351,,train
CC(C)CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1,-6.356547323513813,,,train
CC(C)CC[C@@H](O)C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1,-4.537602002101044,,,train
CC(C)CCc1ccc2c(NCCCNCc3ccc4c(c3)OCO4)ccnc2c1,,-4.638272163982407,,test
CC(C)CCc1ccc2c(NCCCNCc3ccco3)ccnc2c1,,-4.638272163982407,,train
CC(C)CCc1cn(-c2ccc(NC(=O)Nc3cccc4cnccc34)cc2)nn1,,-6.744727494896694,,train
CC(C)CCn1c(=O)c(C2=CS(=O)(=O)c3cc(N(C)S(C)(=O)=O)ccc3N2)c(O)c2cccn21,-7.920818753952375,,,train
CC(C)CCn1c(=O)c(C2=CS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccn21,-7.568636235841013,,,val
CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(N(C)S(C)(=O)=O)ccc3N2)c(O)c2cccn21,-5.366531544420414,,,train
CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C4CC4)ccc3N2)c(O)c2cccn21,-6.096910013008056,,,train
CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccn21,-4.958607314841775,,,val
CC(C)CCn1c(=O)c(C2=Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c(O)c2cccn21,-6.698970004336019,,,train
CC(C)CCn1c(CN2C(=O)C3(CC3)c3cc(F)ccc32)nc2cc(CN)ccc21,,,-5.136677139879544,train
CC(C)CCn1c(CN2C(=O)C3(CC3)c3ccccc32)nc2cc(CN)ccc21,,,-4.920818753952375,test
CC(C)CCn1c(CN2C(=O)C3(CCCC3)c3ccncc32)nc2cc(CN)ccc21,,,-4.958607314841775,train
CC(C)CCn1nc(-c2ccccc2)c(O)c(C2=CS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-7.721246399047171,,,train
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=CS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-7.920818753952375,,,val
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(N(C)S(C)(=O)=O)ccc3N2)c1=O,-6.698970004336019,,,train
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c1=O,-7.6791746928241125,,,train
CC(C)CCn1nc(C(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-6.236572006437063,,,train
CC(C)CCn1nc(CC(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-6.537602002101044,,,train
CC(C)CCn1nc(CC2CC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-6.309803919971486,,,train
CC(C)CCn1nc(CC2CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-6.070581074285707,,,train
CC(C)CN(C(=O)c1nc2ccccc2[nH]1)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,,-7.221848749616356,,train
CC(C)CN(C(=O)c1nc2ccccc2n1C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,,-6.562249437179612,,train
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,-5.096910013008056,,,train
CC(C)CN1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,,,-4.657577319177793,train
CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,,,-5.0,train
CC(C)CNC(=O)[C@H]1C[C@@](F)(c2ccc(CN3CCCC3)c(F)c2)C1,-4.411168274405793,,,train
CC(C)COC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,-5.1249387366083,,,train
CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cn1,-6.920818753952375,-6.595166283380062,,train
CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)c(F)cc23)cn1,-7.214670164989233,-6.785156151952302,,train
CC(C)COc1ccc(-c2nn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cn1,,-7.0,,test
CC(C)COc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2cc(C(F)(F)F)cnc2C1,,-5.259637310505756,,train
CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cc1Cl,-7.468521082957745,-6.508638306165728,,train
CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)c(F)cc23)cc1Cl,-7.698970004336019,-6.688246138944246,,test
CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,-7.823908740944319,-6.665546248849069,,train
CC(C)COc1ncc(-c2nn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,,-6.379863945026242,,train
CC(C)C[C@@H](CC(=O)O)NC(=O)C[C@H](C)N,-6.212539525481585,,,train
CC(C)C[C@@H](CC(=O)O)NC(=O)[C@@H](C)CN,-7.022276394711152,,,train
CC(C)C[C@@H](CNC(=O)[C@@H](C)CNC(=O)[C@H](CN)C(C)C)C(=O)O,-7.619788758288394,,,train
CC(C)C[C@@H](N)C(=O)Nc1ccc(-c2cnco2)c(OC(F)F)c1,-4.889410289700751,-4.025865422357878,,test
CC(C)C[C@@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,-4.869666231504994,-4.512861624522814,,train
CC(C)C[C@@H](NC(=O)C1(C(F)(F)F)CCCCC1)C(=O)Nc1nnc(Cc2ccc(C#N)cc2)s1,-7.376750709602099,,,test
