smiles,log10_caco2,log10_pampa,log10_mdck,split
Cn1nccc1[C@H]1CCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1F,,-5.1487416512809245,,train
Cn1nccc1[C@H]1CCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1F,,-4.301029995663981,,val
Cn1nccc1[C@H]1CCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ncns2)cc1F,,-6.522878745280337,,train
Cn1nccc1[C@H]1CCC[C@@H]1Oc1ccc(S(=O)(=O)Nc2ccncn2)c(F)c1F,,-5.267606240177032,,train
Cn1nccc1[C@H]1C[C@@H](C(F)(F)F)CCN1[C@H]1CCOc2cc(S(=O)(=O)Nc3ccncn3)c(F)cc21,,,-5.698970004336019,train
Cn1nnc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)n1,-4.920818753952375,,,train
Cn1oc(C2CCNCC2)cc1=O,-6.3979400086720375,,,train
FC(F)(F)Oc1ccc(Oc2cncc3sc(-c4nnn[nH]4)cc23)cc1,,,-4.619788758288394,train
FC(F)(F)c1cc(-c2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)cc(C(F)(F)F)c1,,-3.625251653989896,,test
FC(F)(F)c1cc(-c2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc(C(F)(F)F)c1,,-3.625251653989896,,train
FC(F)(F)c1ccc(-c2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)cc1,,-3.625251653989896,,test
FC(F)(F)c1ccc(-c2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc1,,-3.625251653989896,,val
FC(F)(F)c1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3c2)cn1,-5.920818753952375,,,train
FC(F)(F)c1cccc(Cc2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)c1,,-4.638272163982407,,train
FC(F)(F)c1cccc(Cc2ccc3c(NCCCNCc4ccco4)ccnc3c2)c1,,-4.638272163982407,,train
FC(F)(F)c1ccccc1-c1nc(NCc2ccccn2)c2ccccc2n1,-4.070581074285707,,,train
FC(F)(F)c1ccccc1-c1nc(NCc2ccccn2)c2cccnc2n1,-3.835647144215563,,,val
FC(F)(F)c1ccccc1-c1nc(NCc2cccs2)c2ccccc2n1,-5.1938200260161125,,,train
FC(F)(F)c1cnc(N[C@H]2CCCNC2)nc1-c1c[nH]c2ccccc12,,,-4.955460239607589,train
FC(F)(F)n1c(-c2cscn2)nc2ccccc21,-4.236572006437063,,,val
FC(F)(F)n1cc(-c2n[nH]c3cc(Cl)c(N[C@@H]4CCN(C5COC5)C4)cc23)cn1,-4.676129393459491,,,train
FC(F)Oc1ccccc1C1Cc2nccn2C1,,-4.455931955649724,,train
FC(F)c1ncn2c1Cn1ncnc1-c1cc(Br)ccc1-2,,-5.154901959985743,,train
FC(F)c1ncn2c1Cn1ncnc1-c1cc(Cl)ccc1-2,,-5.200659450546419,,train
FC1(F)CCC(NC/C=C\CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,,-7.886056647693163,,train
FC1(F)CCC(NCCCCN(C[C@H]2Cc3ncccc3CN2)[C@H]2CCCc3cccnc32)CC1,,-7.2839966563652,,train
Fc1cc(F)cc(CN2CCC(CNc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c1,,-4.903089986991944,,val
Fc1ccc(-c2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)cc1,,-3.625251653989896,,train
Fc1ccc(-c2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc1,,-3.625251653989896,,train
Fc1ccc(-c2nc(C3CCNCC3)oc2-c2ccnc(Nc3ccncn3)n2)cc1,,-4.721246399047171,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(N3CCC(CN4CCOCC4)CC3)n2)cc1,,-4.42021640338319,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(N3CCC(N4CCC4)CC3)n2)cc1,,-5.142667503568732,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(N3CCC(N4CCOCC4)CC3)n2)cc1,,-4.568636235841013,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(N3CCCC3)n2)cc1,,-4.337242168318426,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(NCC3CCCO3)n2)cc1,,-4.494850021680094,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(NCCN3CCCC3)n2)cc1,,-6.0,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(NCCN3CCOCC3)n2)cc1,,-4.769551078621726,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(NCCN3CCSCC3)n2)cc1,,-4.508638306165727,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(NCc3ccncc3)n2)cc1,,-4.795880017344075,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3ccccn3)n2)cc1,,-4.481486060122113,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3cccnn3)n2)cc1,,-4.721246399047171,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3ccn(C4CCNCC4)n3)n2)cc1,,-5.522878745280337,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3ccncn3)n2)cc1,,-4.7447274948966935,,train
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3cnccn3)n2)cc1,,-4.795880017344075,,test
Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3nncs3)n2)cc1,,-6.0,,test
Fc1ccc(-c2nc(N3CCCC3)sc2-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,,-4.568636235841013,,train
Fc1ccc(-c2nc(N3CCOCC3)sc2-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,,-4.552841968657781,,train
Fc1ccc(-c2nc3ccccn3c2-c2ccnc(NC3CCOCC3)n2)cc1,,-6.838631997765025,,train
Fc1ccc(-n2cc(-c3cnc4ccc(N[C@H]5CC[C@H](N6CCCC6)CC5)nn34)cn2)cc1,,-6.982966660701219,,train
Fc1ccc(-n2cc(-c3cnn4ccc(C5CCCNC5)nc34)cn2)cc1,,-6.663540266151471,,train
Fc1ccc(C(Cl)Cn2ncc3c(Nc4cccc(Br)c4)ncnc32)cc1,,-5.167491087293763,,test
Fc1ccc(C(Cl)Cn2ncc3c(Nc4cccc(F)c4)ncnc32)cc1,,-4.856985199745905,,train
Fc1ccc(C2CC(N(Cc3ccc(Br)c(Cl)c3)C3CCNCC3)C2)cc1,,-3.4001169279263124,,train
Fc1ccc(CN2CCC(CNc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(Cl)c1,,-4.87942606879415,,train
Fc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(Cl)c1,,-5.075720713938119,,train
Fc1ccc(CNc2nc(N3CCN(C4CCCC4)CC3)c3ncn(CCCN4CCCC4)c3n2)cc1,-4.484921324924078,,,train
Fc1ccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)cc1,,-4.97061622231479,,test
Fc1ccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Cl)cc2)cc1,,-4.779891911959945,,train
Fc1ccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(F)cc2)cc1,,-4.958607314841775,,train
Fc1ccc(Cc2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)c(Cl)c1,,-4.638272163982407,,train
Fc1ccc(Cc2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)cc1,,-4.638272163982407,,train
Fc1ccc(Cc2ccc3c(NCCCNCc4ccco4)ccnc3c2)c(Cl)c1,,-4.638272163982407,,train
Fc1ccc(Cc2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc1,,-4.638272163982407,,test
Fc1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3c2)cc1F,-5.1487416512809245,,,train
Fc1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3n2)cc1F,-4.838631997765025,,,train
Fc1ccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1,,-6.522878745280337,,train
Fc1ccc(Oc2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)cc1,,-3.4989407377822483,,train
Fc1ccc(Oc2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc1,,-3.4989407377822483,,train
Fc1ccc(Oc2cncc3sc(-c4nnn[nH]4)cc23)cc1,,,-5.040958607678906,train
Fc1ccc(Oc2nccc3[nH]ccc23)c(F)c1,-4.481486060122113,,,train
Fc1ccc(Oc2nccc3[nH]ccc23)cc1,-4.920818753952375,,,test
Fc1ccc(Oc2ncnc3[nH]ccc23)cc1,-4.7447274948966935,,,train
Fc1ccc2nc(-c3ccc(CN4CCOCC4)cc3)cc(CNCCN3CCCC3)c2c1,,-7.341988603342887,,train
Fc1ccc2nc(-c3ccc(CN4CCOCC4)cc3)cc(CNCCN3CCN(c4ccccc4)CC3)c2c1,,-7.621602099051862,,train
Fc1cccc(-n2cnc3c(NCc4ccccc4F)nc(N4CCOCC4)nc32)c1,,-7.0,,train
Fc1cccc(-n2cnc3c(NCc4ccccn4)nc(N4CCOCC4)nc32)c1,,-5.167491087293763,,val
Fc1cccc(-n2cnc3c(NCc4nc(-c5ccccc5)c[nH]4)nc(N4CCOCC4)nc32)c1,,-7.0,,train
Fc1cccc(-n2cnc3c(NCc4nc(-c5ccccc5)co4)nc(N4CCOCC4)nc32)c1,,-7.0,,train
Fc1cccc(-n2cnc3c(NCc4nc(-c5ccccc5)cs4)nc(N4CCOCC4)nc32)c1,,-7.0,,train
Fc1cccc(-n2cnc3c(NCc4nc5c(F)c(F)ccc5[nH]4)nc(N4CCOCC4)nc32)c1,,-6.3979400086720375,,train
Fc1cccc(-n2cnc3c(NCc4nc5ccccc5o4)nc(N4CCOCC4)nc32)c1,,-7.0,,val
Fc1cccc(-n2cnc3c(NCc4nc5ccccc5s4)nc(N4CCOCC4)nc32)c1,,-7.0,,train
Fc1cccc(-n2cnc3c(NCc4ncc[nH]4)nc(N4CCOCC4)nc32)c1,,-7.0,,val
Fc1cccc(CCCNCCc2ccnc(-n3ccnc3)n2)c1,-4.749579997691106,,,train
Fc1cccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)n1,,-7.0,,val
Fc1cccc(Nc2ncnc3c2cnn3CC(Cl)c2ccccc2)c1,,-5.1249387366083,,train
Fc1cccc(OC2CN(c3c4c(nc5ccnn35)CCNCC4)C2)c1,-5.102372908709558,,,train
Fc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2,,,-4.876148359032914,train
Fc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,,,-5.0,train
Ic1ccc(Oc2cncc3sc(-c4nn[nH]n4)cc23)cc1,,,-4.619788758288394,train
Ic1ccccc1CN[C@@H]1C2CCN(CC2)[C@@H]1C(c1ccccc1)c1ccccc1,,-5.0343565164468345,,train
N#CC(C(=O)NCC(=O)NC1CC1)c1nc2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)cc2s1,-7.769551078621726,-8.397940008672037,,test
N#CC(C(=O)NCC(=O)NC1CC1)c1nc2ccc(-c3ccccc3)cc2s1,-7.698970004336019,-6.073143291050307,,train
N#CC(C(=O)NCC(=O)NC1COC1)c1nc2ccc(-c3ccc(F)nc3)cc2s1,-7.823908740944319,-8.397940008672037,,val
N#CC1(c2cc(NS(=O)(=O)c3cc(Br)cc(Cl)c3O)c(O)c(C(=O)O)c2)CCC1,,,-6.481486060122113,train
N#CC1(c2cc(Nc3nc[nH]n3)c(O)c(NS(=O)(=O)c3cc(Br)ccc3O)c2)CCC1,,,-4.2335871528876,train
N#CC1(c2ccc(O)c(NS(=O)(=O)c3cc(Br)ccc3O)c2)CCC1,,,-4.555955204081924,train
N#CC1(c2ccccc2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c(=O)n3ccccc23)CC1,,,-4.494850021680094,train
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCCCC3(F)F)c(=O)n3ccccc23)CC1,,,-4.537602002101044,train
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCCCC3)c(=O)n3ccccc23)CC1,,,-4.552841968657781,train
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCOCC3)c(=O)n3ccccc23)CC1,,,-4.481486060122113,train
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3F)c(=O)n3ccccc23)CC1,,,-4.585026652029182,train
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c(=O)n3ccccc23)CC1,,,-4.537602002101044,train
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,,,-4.7447274948966935,train
N#CCC(=O)N1CC2(CCC(c3cccc4nc(NC(=O)C5CC5)nn34)CC2)C1,-7.0,,,train
N#CCC(=O)N1CCC[C@@H](n2cnc3cnc4[nH]ccc4c32)C1,,,-6.522878745280337,train
N#CCC(=O)N1CCC[C@@H](n2nnc3cnc4[nH]ccc4c32)C1,,,-5.431798275933005,train
N#CCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,,-5.267606240177032,,train
N#CCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,,-5.119186407719209,,test
N#CCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,,-4.832682665251824,,train
N#CCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,,-4.777283528852417,,train
N#CCCCCCCNc1c2c(nc3ccccc13)CCCC2,,-4.950781977329818,,train
N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,-6.769551078621726,,,train
N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,-6.721246399047171,,,train
N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3cnc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,-6.920818753952375,,,train
N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ncc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,-7.026872146400302,,,train
N#CCCN1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,,,-5.086186147616283,train
N#CCCN1CCC(n2nnc3cnc4[nH]ccc4c32)CC1,,,-4.769551078621726,train
N#CCCN[C@H]1CC[C@H](n2cnc3cnc4[nH]ccc4c32)CC1,,,-5.823908740944319,train
N#CCCN[C@H]1CC[C@H](n2nnc3cnc4[nH]ccc4c32)CC1,,,-5.142667503568732,train
N#CCCc1cc2cc(Cl)ccc2nc1-c1cccs1,,-4.747146969020107,,train
N#CCNC(=O)CNC(=O)C(Cc1ccccn1)NC(=O)Cc1cc(Cl)cc(Cl)c1,-6.154901959985743,,,test
N#CCNC(=O)CNC(=O)[C@H](CN)NC(=O)Cc1cc(Cl)cc(Cl)c1,-6.0,,,train
N#CCNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1cc(Cl)cc(Cl)c1,-5.920818753952375,,,train
N#CCNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1cccc(Cl)c1,-5.920818753952375,,,train
N#CCNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](O)c1cccc(Cl)c1,-5.657577319177793,,,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,-4.517126416391246,,,train
N#CC[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1,,,-4.568636235841013,train
N#CC[C@]1(n2cc(-c3nc(-c4cc[nH]n4)cn4nccc34)cn2)C[C@@H](C#N)C1,,,-5.154901959985743,train
N#CC[C@]1(n2cc(-c3nc(-c4cc[nH]n4)cn4nccc34)cn2)C[C@H](C#N)C1,,,-4.769551078621726,train
N#CC[C@]1(n2cc(-c3nc(-c4cn[nH]c4)cn4nccc34)cn2)C[C@@H](C#N)C1,,,-5.221848749616356,test
N#CC[C@]1(n2cc(-c3nc(-c4cn[nH]c4)cn4nccc34)cn2)C[C@H](C#N)C1,,,-5.154901959985743,val
N#CN=C(NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1,,,-5.0,train
N#CNC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,-4.2839966563652006,,,train
N#CNC(=O)c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1,-6.657577319177794,,,train
N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2)cc1,-5.142064735280571,,,test
N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2F)cc1,-5.30715308072277,,,train
N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1,-5.575118363368933,,,test
N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,-6.769551078621726,,,train
N#C[C@H](Cc1ccc(-c2ccc3oc(=O)n(CC(F)F)c3c2)cc1)NC(=O)[C@@H]1CNCCCO1,-5.096910013008056,,,train
N#C[C@H]1CCC[C@H]1Nc1nc(-c2cn[nH]c2)nc2c(=O)[nH]ccc12,,,-6.698970004336019,train
N#C[C@]12CC3CC(C1)[C@@H](NC(=O)c1cnn4cc(Cl)cnc14)C(C3)C2,,,-4.3872161432802645,train
N#Cc1c(-c2cc(F)cc(-c3no[n+]([O-])c3C#N)c2)no[n+]1[O-],-5.102372908709558,,,train
N#Cc1c(-c2ccc(-c3no[n+]([O-])c3C#N)s2)no[n+]1[O-],-5.3979400086720375,,,train
N#Cc1c(-c2ccc(Br)cc2)nc2cnccc2c1NCC(N)=O,-6.8297382846050425,,,train
N#Cc1c(-c2ccc(Br)cc2)no[n+]1[O-],-5.102372908709558,,,train
N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SC(C(N)=O)c2nc(-c3ccccc3)cs2)[nH]c1=O,,-5.337242168318426,,train
N#Cc1c(-c2cccc(C(F)(F)F)c2)nc(SCC(=O)Nc2nc(-c3cc(Cl)c(N)c(Cl)c3)cs2)[nH]c1=O,,-6.055517327849832,,train
N#Cc1c(-c2cccc(OC(F)(F)F)c2)nc(SC(C(N)=O)c2nc(-c3ccccc3)cs2)[nH]c1=O,,-5.494850021680094,,train
N#Cc1c(-c2ccccc2)c(-c2ccccc2)n(Cc2ccccc2)c1/N=C/N[C@H]1CC[C@H](O)CC1,,-3.484788695672198,,val
N#Cc1c(-c2ccccc2)c(-c2ccccc2)n(Cc2ccccc2)c1N,,-4.2076083105017466,,train
N#Cc1c(-c2ccccc2)no[n+]1[O-],-6.0,,,train
N#Cc1c(-c2cccs2)no[n+]1[O-],-5.595166283380062,,,train
N#Cc1c(-c2csc(-c3no[n+]([O-])c3C#N)c2)no[n+]1[O-],-5.026872146400302,,,val
N#Cc1c(Cl)nc(NCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,,-4.99481948749622,,train
N#Cc1c(Cl)nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,,-4.986741334716483,,train
N#Cc1c(N)nc(N)nc1N[C@H](c1nc2c(Cl)cc(F)cc2c(=O)n1-c1cc[nH]n1)C1CC1,-5.823908740944319,,,train
N#Cc1c(N)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,,-4.468521082957745,,train
N#Cc1c(N)nc(NCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,,-4.5003129173815966,,train
N#Cc1c(N)nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,,-4.590066876668706,,train
N#Cc1c(O)c2c(-c3ccc(-c4ccccc4O)cc3)csc2[nH]c1=O,,-8.522878745280337,,train
N#Cc1c(O)c2c(cc(Cl)n2-c2ccc(-c3ccsc3)cc2)[nH]c1=O,,-9.154901959985745,,train
N#Cc1c[nH]c2nc(Nc3ccc4c(C5CCNCC5)c[nH]c4c3)ccc12,-7.0,,,train
N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1Cl,,-5.131355561605174,,train
N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1N,,-4.769551078621726,,test
N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1NC1CCN(Cc2ccccc2)CC1,,-5.301029995663981,,train
N#Cc1cc(C#N)c(NCCC2CCN(Cc3ccccc3)CC2)nc1Cl,,-5.0695604052333,,train
N#Cc1cc(C#N)c(NCCC2CCN(Cc3ccccc3)CC2)nc1N,,-4.841637507904751,,train
N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,,-5.223298816011589,,train
N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1N,,-4.681936665037238,,test
N#Cc1cc(C#N)c(NCCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,,-5.155522824254319,,train
N#Cc1cc(C#N)c(NCCCCC2CCN(Cc3ccccc3)CC2)nc1N,,-4.673664139071248,,train
N#Cc1cc(COC(=O)N2C[C@@H]3[C@@H](CNC(=O)N4CCc5[nH]nnc5C4)[C@@H]3C2)cc(C(=O)OC(F)(F)F)c1,-5.154901959985743,,,train
N#Cc1cc(COC(=O)N2C[C@@H]3[C@@H](CNC(=O)NCCCc4cnn[nH]4)[C@@H]3C2)cc(C(=O)OC(F)(F)F)c1,-5.522878745280337,,,train
N#Cc1cc(COC(=O)N2C[C@@H]3[C@@H](CNC(=O)c4ccc5[nH]c(=O)oc5c4)[C@@H]3C2)cc(OC(F)(F)F)c1,-4.356547323513813,,,val
N#Cc1cc(COC(=O)N2C[C@@H]3[C@@H](CNC(=O)c4ccc5[nH]nnc5c4)[C@@H]3C2)cc(C(=O)OC(F)(F)F)c1,-5.096910013008056,,,train
N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c(Cl)c1,,,-4.823908740944319,train
N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,,,-4.920818753952375,train
N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,,,-4.958607314841775,train
N#Cc1cc(F)ccc1Cn1ccc2c3c(ncc21)C(=O)N(O)CC3,-5.095284454721319,,,train
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1cn[nH]c1,,,-6.0,val
N#Cc1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cnc2N)cc1,,,-4.920818753952375,train
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCCC[C@@H]3N)cc2)cc1,-4.958607314841775,,,train
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCC[C@@H]3N)cc2)cc1,-4.958607314841775,,,train
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CNCCCO3)cc2)cc1,-4.721246399047171,,,train
N#Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,-4.31695296176115,,,train
N#Cc1ccc(-c2ccc(NC(=O)Cn3cnc([N+](=O)[O-])n3)cc2)cc1,-4.728158393463501,,,test
N#Cc1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)cc1,-5.657577319177793,,,train
N#Cc1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1,-5.698970004336019,,,train
N#Cc1ccc(-c2ccc3c(ccc(=O)n3CC(=O)N3CCCCC3)c2)cc1,,-4.79317412396815,,train
N#Cc1ccc(-c2ccc3c(ccc(=O)n3CCN3CCCCC3)c2)cc1,,-5.080921907623926,,train
N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCNCC5)cc4)nn23)cc1,,-4.339134521996131,,train
N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1,,-4.128427064454121,,train
N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)nn23)cc1,,-4.522878745280337,,train
N#Cc1ccc(-c2cnc3cnc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1,,-4.3655227298392685,,train
N#Cc1ccc(-c2nc3cc(Cl)ccc3c3c2CCCN3)cc1,,-4.790484985457369,,train
N#Cc1ccc(-c2nc3cc(Cl)ccc3cc2CCCN)cc1,,-4.73754891026957,,train
N#Cc1ccc(-c2nc3ccc(Cl)cc3c3c2CCCCN3)cc1,,-4.698970004336019,,train
N#Cc1ccc(-c2nc3ccc(Cl)cc3c3c2CCCN3)cc1,,-4.844663962534939,,train
N#Cc1ccc(-c2nc3ccc(Cl)cc3c3c2CCCO3)cc1,,-4.527243550682788,,test
N#Cc1ccc(-c2nc3ccc(Cl)cc3c3c2CCN3)cc1,,-5.167491087293763,,train
N#Cc1ccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)cc1,,-6.421360790031928,,train
N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)CCSC(N)=N3)c2)nc1,,,-4.657577319177793,train
N#Cc1ccc(C2CCN(CCc3cnn(-c4nccc5c(=O)[nH]cnc45)c3)CC2)cc1,-5.735182176990463,,,train
N#Cc1ccc(CC(=O)NCCCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)cc1,,-3.7644715530924513,,train
N#Cc1ccc(CCNC(=O)[C@@H]2CCCN(c3cc(N4CCC(C(=O)O)CC4)nc(C(F)(F)F)n3)C2)cc1,-5.866461091629782,,,train
N#Cc1ccc(CCNC(=O)[C@@H]2CCCN(c3cc(N4CCC(Oc5ccc(CC(=O)O)cc5)CC4)nc(C(F)(F)F)n3)C2)cc1,-5.673664139071248,,,train
N#Cc1ccc(CCNC(=O)[C@@H]2CCN2c2cc(N3CCC(Oc4ccc(CC(=O)O)cc4)CC3)nc(C(F)(F)F)n2)cc1,-5.24184537803261,,,train
N#Cc1ccc(COc2ccc3nc(C(=O)N4CCNCC4)ccc3c2)cc1,,-5.568636235841013,,train
N#Cc1ccc(Cc2ccc3c(NCCCNCc4ccc5c(c4)OCO5)ccnc3c2)cc1,,-4.638272163982407,,train
N#Cc1ccc(Cc2ccc3c(NCCCNCc4ccco4)ccnc3c2)cc1,,-4.638272163982407,,train
N#Cc1ccc(Cc2nnc(NC(=O)[C@@H](CO)NC(=O)C3(C(F)(F)F)CCCCC3)s2)cc1,-7.853871964321762,,,train
